root	finite_tokens	distinct_cells	cells
pradiś	29	11	Pres.Ind.Act.3.Plur:6;Pres.Ind.Act.1.Sing:5;Pres.Ind.Act.3.Sing:3;Pres.Imp.Act.3.Plur:3;Pres.Imp.Act.3.Sing:3;Impf.Ind.Act.3.Sing:3;Pres.Imp.Act.2.Sing:2;Past.Ind.Act.3.Dual:1;Pres.Opt.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.2.Sing:1
pradru	231	12	Impf.Ind.Act.3.Plur:86;Impf.Ind.Act.3.Sing:58;Past.Ind.Act.3.Sing:39;Past.Ind.Act.3.Plur:32;Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:4;Pres.Opt.Act.3.Sing:2;Pres.Imp.Act.2.Sing:1;Past.Ind.Act.3.Dual:1;Pres.Opt.Act.1.Plur:1;Pres.Imp.Act.1.Plur:1;Impf.Ind.Act.1.Plur:1
pradrāvay	2	2	Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
pradu	6	4	Pres.Ind.Pass.3.Sing:2;Pres.Ind.Act.3.Sing:2;Pres.Opt.Pass.3.Sing:1;Pres.Ind.Pass.3.Plur:1
praduh	1	1	Pres.Ind.Act.3.Sing:1
praduṣ	23	3	Pres.Ind.Act.3.Sing:13;Pres.Opt.Act.3.Sing:6;Pres.Ind.Act.3.Plur:4
pradviṣ	10	4	Pres.Ind.Act.3.Sing:4;Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:1
pradyotay	2	1	Pres.Ind.Act.3.Sing:2
pradyut	1	1	Pres.Ind.Act.3.Sing:1
pradā	867	26	Past.Ind.Act.3.Sing:420;Pres.Ind.Pass.3.Sing:82;Fut.Ind.Act.1.Sing:82;Pres.Opt.Act.3.Sing:74;Pres.Imp.Pass.3.Sing:53;Fut.Ind.Act.3.Sing:44;Past.Ind.Act.3.Plur:25;Pres.Ind.Act.3.Sing:19;Fut.Ind.Act.3.Plur:18;Past.Ind.Act.2.Sing:8;Fut.Ind.Act.2.Sing:8;Past.Ind.Act.1.Sing:8;Pres.Ind.Pass.3.Plur:5;Pres.Imp.Act.3.Sing:3;Pres.Imp.Act.2.Sing:3;Pres.Opt.Pass.3.Sing:2;Fut.Ind.Act.1.Plur:2;Pres.Opt.Act.1.Sing:2;Pres.Imp.Act.1.Sing:2;Past.Ind.Act.1.Plur:1;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.2.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Opt.Act.3.Plur:1;Pres.Ind.Act.1.Sing:1;Past.Sub.Act.3.Sing:1
pradāpay	205	4	Pres.Opt.Act.3.Sing:191;Pres.Ind.Act.3.Sing:11;Pres.Imp.Act.2.Sing:2;Pres.Ind.Pass.3.Sing:1
pradīdī	1	1	Pres.Sub.Act.3.Sing:1
pradīp	3	3	Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1
pradīpay	18	5	Pres.Opt.Act.3.Sing:12;Pres.Ind.Act.3.Sing:2;Pres.Ind.Pass.3.Sing:2;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1
pradūṣay	7	6	Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1;Fut.Ind.Act.1.Plur:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Dual:1
pradṛ	2	2	Impf.Ind.Pass.3.Plur:1;Impf.Ind.Pass.3.Sing:1
pradṛś	67	12	Pres.Ind.Pass.3.Sing:42;Pres.Ind.Pass.3.Plur:8;Pres.Ind.Act.1.Sing:4;Past.Ind.Act.3.Sing:3;Pres.Opt.Pass.3.Sing:3;Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Plur:1;Impf.Ind.Pass.3.Sing:1;Pres.Opt.Act.3.Sing:1;Pres.Opt.Act.2.Sing:1;Pres.Imp.Act.3.Plur:1
pragad	2	1	Past.Ind.Act.3.Sing:2
pragal	2	1	Pres.Ind.Act.3.Sing:2
pragalbh	10	4	Pres.Ind.Act.3.Sing:5;Pres.Ind.Act.2.Sing:3;Pres.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Dual:1
pragam	21	6	Past.Ind.Act.3.Plur:12;Past.Ind.Act.3.Sing:4;Past.Ind.Act.3.Dual:2;Pres.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
pragarj	2	2	Impf.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1
pragaṇay	2	2	Pres.Ind.Act.3.Sing:1;Past.Ind.Act.3.Plur:1
praghar	1	1	Pres.Ind.Act.3.Sing:1
pragharṣay	1	1	Pres.Opt.Act.3.Sing:1
praghoṣay	2	2	Pres.Opt.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1
praghātay	5	5	Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.1.Sing:1;Fut.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.1.Plur:1
pragrah	42	10	Pres.Ind.Act.3.Sing:16;Pres.Imp.Pass.3.Sing:10;Pres.Opt.Act.3.Sing:4;Past.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Sing:3;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Plur:1;Impf.Ind.Act.3.Sing:1;Fut.Ind.Act.3.Sing:1
pragranth	2	2	Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
pragras	2	1	Impf.Ind.Act.3.Plur:2
praguṇībhū	1	1	Pres.Imp.Act.2.Sing:1
pragā	58	12	Past.Ind.Act.3.Sing:25;Past.Ind.Act.3.Plur:10;Past.Ind.Act.2.Sing:5;Past.Jus.Act.1.Plur:5;Pres.Ind.Pass.3.Sing:4;Pres.Imp.Act.2.Plur:3;Past.Ind.Act.1.Sing:1;Pres.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Sing:1;Pres.Ind.Pass.2.Sing:1;Pres.Ind.Act.3.Sing:1
pragālay	4	2	Pres.Opt.Act.3.Sing:3;Pres.Ind.Act.3.Sing:1
pragṛ	3	3	Pres.Imp.Act.2.Plur:1;Impf.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
prahan	13	7	Past.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Imp.Pass.3.Plur:1;Fut.Ind.Act.3.Sing:1
praharṣay	10	3	Pres.Opt.Act.3.Sing:7;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.3.Sing:1
prahas	58	11	Past.Ind.Act.3.Sing:13;Impf.Ind.Act.3.Sing:12;Impf.Ind.Act.3.Plur:11;Pres.Ind.Act.3.Plur:10;Pres.Ind.Act.1.Sing:3;Pres.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Sing:2;Fut.Ind.Act.3.Plur:1;Pres.Imp.Act.3.Plur:1;Past.Ind.Act.3.Plur:1;Impf.Ind.Act.2.Sing:1
prahi	279	17	Impf.Ind.Act.3.Sing:173;Pres.Ind.Act.1.Sing:28;Pres.Ind.Act.3.Sing:22;Past.Ind.Act.3.Sing:15;Impf.Ind.Act.3.Plur:11;Pres.Opt.Act.3.Sing:9;Impf.Ind.Act.1.Sing:7;Pres.Imp.Act.2.Plur:3;Pres.Ind.Pass.3.Sing:3;Past.Ind.Act.3.Plur:1;Impf.Ind.Act.1.Dual:1;Fut.Ind.Act.1.Sing:1;Pres.Opt.Act.1.Sing:1;Pres.Ind.Pass.3.Plur:1;Pres.Jus.Act.2.Sing:1;Fut.Ind.Act.2.Sing:1;Pres.Sub.Act.1.Plur:1
prahiṃs	1	1	Pres.Ind.Act.3.Sing:1
prahlād	1	1	Pres.Ind.Act.3.Sing:1
prahlāday	8	4	Pres.Ind.Act.3.Sing:4;Past.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Sing:1;Pres.Imp.Act.2.Plur:1
prahu	1	1	Pres.Ind.Act.3.Plur:1
prahvā	1	1	Pres.Ind.Pass.2.Sing:1
prahā	85	27	Pres.Ind.Act.3.Sing:10;Pres.Ind.Pass.3.Sing:9;Pres.Ind.Act.3.Plur:8;Fut.Ind.Act.3.Sing:8;Fut.Ind.Act.2.Sing:7;Past.Ind.Act.3.Sing:5;Past.Jus.Act.2.Sing:4;Pres.Opt.Act.3.Sing:4;Past.Jus.Act.3.Sing:3;Past.Ind.Act.3.Plur:3;Past.Jus.Act.3.Plur:3;Pres.Imp.Pass.3.Sing:2;Impf.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Sing:2;Pres.Opt.Pass.3.Plur:2;Pres.Ind.Act.1.Sing:2;Fut.Ind.Act.1.Dual:1;Fut.Ind.Act.3.Plur:1;Fut.Ind.Act.1.Sing:1;Pres.Ind.Pass.3.Plur:1;Pres.Ind.Act.2.Sing:1;Fut.Ind.Act.1.Plur:1;Past.Jus.Act.1.Sing:1;Pres.Opt.Act.2.Sing:1;Impf.Ind.Act.3.Plur:1;Fut.Ind.Act.3.Dual:1;Fut.Ind.Act.2.Plur:1
prahāpay	4	1	Pres.Ind.Act.3.Sing:4
prahāvay	1	1	Pres.Ind.Act.3.Sing:1
prahṛ	351	27	Pres.Ind.Act.3.Sing:109;Impf.Ind.Act.3.Sing:37;Pres.Ind.Act.3.Plur:34;Pres.Opt.Act.3.Sing:28;Pres.Imp.Act.2.Sing:24;Past.Ind.Act.3.Sing:20;Pres.Imp.Act.2.Plur:13;Pres.Ind.Act.1.Sing:12;Fut.Ind.Act.1.Sing:10;Past.Jus.Act.2.Sing:10;Fut.Ind.Act.3.Sing:9;Fut.Ind.Act.3.Plur:7;Impf.Ind.Act.3.Plur:5;Pres.Opt.Act.1.Plur:5;Impf.Ind.Act.1.Sing:4;Pres.Imp.Act.1.Plur:4;Pres.Opt.Act.1.Sing:3;Pres.Ind.Pass.3.Sing:3;Past.Ind.Act.3.Plur:3;Pres.Ind.Act.2.Sing:2;Past.Ind.Act.1.Sing:2;Pres.Ind.Act.2.Plur:2;Past.Ind.Act.3.Dual:1;Pres.Imp.Act.3.Sing:1;Pres.Opt.Act.3.Plur:1;Pres.Ind.Act.1.Plur:1;Pres.Imp.Act.1.Dual:1
prahṛṣ	34	9	Pres.Ind.Act.3.Plur:7;Pres.Ind.Act.3.Sing:7;Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.1.Sing:4;Impf.Ind.Act.3.Sing:3;Past.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Plur:1;Pres.Imp.Act.3.Plur:1
prajalp	3	3	Pres.Opt.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1
prajan	722	25	Pres.Ind.Act.3.Sing:374;Pres.Ind.Act.3.Plur:153;Pres.Opt.Act.1.Sing:36;Past.Ind.Act.3.Sing:31;Impf.Ind.Act.3.Sing:20;Past.Ind.Act.3.Plur:20;Pres.Opt.Act.3.Sing:20;Impf.Ind.Act.3.Plur:16;Pres.Imp.Act.2.Sing:14;Pres.Imp.Act.2.Plur:7;Pres.Imp.Act.3.Sing:5;Fut.Ind.Act.3.Plur:4;Pres.Opt.Act.3.Plur:4;Fut.Ind.Act.3.Sing:3;Pres.Imp.Act.1.Plur:3;Pres.Ind.Act.3.Dual:2;Pres.Ind.Act.2.Sing:2;Fut.Ind.Act.1.Sing:1;Pres.Sub.Act.1.Sing:1;Pres.Imp.Act.2.Dual:1;Fut.Ind.Act.2.Sing:1;Pres.Imp.Act.3.Dual:1;Fut.Ind.Act.2.Dual:1;Fut.Ind.Act.2.Plur:1;Fut.Cond.Act.3.Plur:1
prajanay	198	24	Pres.Ind.Act.3.Sing:116;Pres.Ind.Act.3.Plur:17;Pres.Ind.Act.3.Dual:11;Past.Ind.Act.3.Sing:10;Impf.Ind.Act.3.Dual:7;Impf.Ind.Act.3.Sing:6;Impf.Ind.Act.3.Plur:6;Pres.Sub.Act.1.Dual:4;Fut.Ind.Act.3.Sing:2;Pres.Sub.Act.1.Plur:2;Pres.Ind.Act.1.Sing:2;Past.Ind.Act.3.Plur:2;Fut.Ind.Act.3.Dual:2;Pres.Opt.Act.3.Sing:1;Pres.Jus.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1;Pres.Imp.Act.2.Dual:1;Pres.Imp.Act.1.Dual:1;Pres.Opt.Act.3.Dual:1;Pres.Sub.Act.3.Sing:1;Pres.Sub.Act.1.Sing:1;Fut.Ind.Act.2.Dual:1;Pres.Imp.Act.2.Plur:1;Pres.Opt.Act.1.Sing:1
prajap	35	1	Pres.Opt.Act.3.Sing:35
praji	24	6	Past.Ind.Act.3.Sing:8;Pres.Ind.Act.3.Sing:7;Impf.Ind.Act.3.Plur:6;Past.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.1.Sing:1
prajigāṃs	1	1	Pres.Opt.Act.3.Sing:1
prajihīrṣ	4	4	Pres.Imp.Pass.1.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Dual:1;Impf.Ind.Act.3.Sing:1
prajijaniṣ	2	1	Impf.Ind.Act.3.Sing:2
prajijñās	4	3	Impf.Ind.Act.3.Plur:2;Past.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
prajval	71	9	Past.Ind.Act.3.Sing:44;Pres.Ind.Act.3.Sing:8;Pres.Ind.Act.3.Plur:5;Past.Ind.Act.3.Plur:4;Impf.Ind.Act.3.Sing:4;Pres.Imp.Act.2.Sing:2;Pres.Opt.Act.3.Sing:2;Fut.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1
prajvalay	4	2	Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Sing:1
prajvālay	57	6	Pres.Opt.Act.3.Sing:50;Pres.Imp.Act.2.Plur:2;Pres.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1;Pres.Imp.Pass.3.Sing:1;Past.Ind.Act.3.Sing:1
prajñapay	16	9	Pres.Ind.Pass.3.Sing:7;Pres.Opt.Act.1.Plur:2;Pres.Ind.Act.3.Sing:1;Pres.Opt.Act.1.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Plur:1;Pres.Imp.Act.2.Sing:1;Impf.Ind.Act.3.Sing:1
prajñā	245	30	Pres.Ind.Act.3.Sing:53;Impf.Ind.Pass.3.Sing:40;Pres.Ind.Pass.3.Sing:34;Impf.Ind.Act.3.Plur:29;Past.Ind.Act.3.Plur:11;Pres.Ind.Act.3.Plur:8;Impf.Ind.Act.3.Sing:8;Pres.Ind.Act.1.Sing:7;Impf.Ind.Pass.3.Plur:7;Past.Ind.Act.1.Sing:7;Pres.Ind.Pass.3.Plur:6;Fut.Ind.Act.1.Sing:6;Pres.Ind.Act.1.Plur:4;Pres.Sub.Act.1.Plur:3;Pres.Opt.Act.3.Sing:3;Pres.Sub.Act.2.Plur:2;Fut.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Plur:2;Past.Ind.Act.1.Dual:2;Pres.Imp.Act.2.Sing:1;Pres.Imp.Act.1.Plur:1;Past.Ind.Pass.3.Plur:1;Pres.Ind.Pass.2.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Opt.Pass.3.Sing:1;Pres.Ind.Act.2.Plur:1;Pres.Imp.Act.2.Plur:1;Pres.Opt.Act.2.Sing:1;Pres.Ind.Act.2.Sing:1;Fut.Ind.Act.2.Plur:1
prajñāpay	21	9	Pres.Opt.Act.3.Sing:10;Pres.Imp.Act.2.Plur:3;Pres.Imp.Act.1.Sing:2;Pres.Imp.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1;Pres.Opt.Act.1.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Dual:1
prajāgṛ	1	1	Pres.Ind.Act.3.Sing:1
prajāray	1	1	Pres.Opt.Act.3.Sing:1
prajīv	3	3	Pres.Sub.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1
prajṛmbh	1	1	Impf.Ind.Act.3.Sing:1
praj￞	3	1	Pres.Ind.Act.3.Sing:3
prakalpay	167	8	Pres.Opt.Act.3.Sing:150;Pres.Ind.Pass.3.Sing:6;Pres.Imp.Pass.3.Sing:2;Impf.Ind.Act.3.Sing:2;Pres.Ind.Pass.3.Plur:2;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.3.Sing:2;Past.Ind.Act.3.Plur:1
prakamp	36	6	Impf.Ind.Act.3.Sing:18;Pres.Ind.Act.3.Sing:7;Impf.Ind.Act.3.Plur:5;Past.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Plur:1
prakampay	5	5	Pres.Opt.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1;Past.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
prakarṣay	1	1	Pres.Opt.Act.3.Sing:1
prakathay	4	2	Pres.Ind.Pass.3.Sing:2;Fut.Ind.Act.1.Plur:2
prakaṭay	6	4	Pres.Ind.Act.2.Sing:3;Past.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
prakaṭīkṛ	10	6	Pres.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Sing:3;Fut.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Sing:1;Pres.Ind.Act.1.Plur:1
prakhyā	2	2	Past.Ind.Pass.3.Sing:1;Pres.Ind.Pass.3.Sing:1
prakhyāpay	3	2	Pres.Opt.Act.3.Sing:2;Pres.Imp.Act.2.Sing:1
prakleday	1	1	Pres.Ind.Act.3.Sing:1
praklid	7	1	Pres.Ind.Act.3.Sing:7
prakopay	11	3	Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Sing:2
prakram	147	15	Past.Ind.Act.3.Sing:63;Pres.Ind.Act.3.Sing:37;Past.Ind.Act.3.Plur:10;Pres.Ind.Act.3.Plur:9;Impf.Ind.Act.3.Sing:7;Pres.Opt.Act.3.Sing:6;Fut.Ind.Act.3.Sing:4;Pres.Opt.Act.2.Sing:3;Fut.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Dual:1;Pres.Jus.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1;Pres.Imp.Act.3.Sing:1;Past.Ind.Act.1.Sing:1
prakramay	21	1	Pres.Ind.Act.3.Sing:21
prakrudh	2	1	Past.Ind.Act.3.Sing:2
prakruś	38	4	Impf.Ind.Act.3.Sing:14;Impf.Ind.Act.3.Plur:12;Past.Ind.Act.3.Plur:9;Past.Ind.Act.3.Sing:3
prakrāmay	3	1	Pres.Ind.Act.3.Sing:3
prakrīḍ	5	5	Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Imp.Act.3.Plur:1;Pres.Sub.Act.3.Plur:1
prakrīḍay	3	3	Pres.Imp.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
prakup	48	7	Pres.Ind.Act.3.Sing:30;Pres.Ind.Act.3.Plur:10;Pres.Ind.Act.2.Sing:3;Pres.Ind.Act.3.Dual:2;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1
prakuṭṭay	2	1	Pres.Opt.Act.3.Sing:2
prakālay	7	5	Impf.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:2;Pres.Imp.Pass.3.Plur:1;Pres.Opt.Act.2.Plur:1;Pres.Ind.Act.3.Sing:1
prakāmay	1	1	Pres.Opt.Act.3.Sing:1
prakāray	10	1	Pres.Opt.Act.3.Sing:10
prakāś	208	10	Pres.Ind.Act.3.Sing:145;Pres.Ind.Act.3.Plur:37;Pres.Ind.Act.3.Dual:9;Past.Ind.Act.3.Plur:7;Impf.Ind.Act.3.Plur:3;Pres.Opt.Act.3.Sing:3;Pres.Opt.Act.3.Plur:1;Past.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Imp.Act.3.Sing:1
prakāśay	111	13	Pres.Opt.Act.3.Sing:40;Pres.Ind.Act.3.Sing:33;Pres.Ind.Pass.3.Sing:12;Pres.Ind.Act.3.Plur:9;Pres.Imp.Act.2.Sing:7;Pres.Ind.Act.1.Sing:2;Fut.Ind.Act.1.Plur:2;Past.Ind.Act.3.Sing:1;Pres.Imp.Pass.3.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.2.Sing:1;Pres.Ind.Pass.3.Plur:1;Fut.Ind.Act.3.Plur:1
prakāśīkṛ	1	1	Pres.Ind.Act.3.Sing:1
prakāṅkṣ	3	1	Pres.Ind.Act.3.Sing:3
prakīrtay	23	3	Pres.Ind.Pass.3.Sing:15;Pres.Imp.Act.2.Sing:4;Pres.Opt.Act.3.Sing:4
prakūj	1	1	Pres.Ind.Act.3.Sing:1
prakṛ	341	26	Pres.Opt.Act.3.Sing:130;Pres.Ind.Act.3.Sing:53;Past.Ind.Act.3.Plur:53;Pres.Ind.Act.3.Plur:39;Past.Ind.Act.3.Sing:14;Past.Ind.Act.3.Dual:11;Fut.Ind.Act.1.Sing:6;Pres.Imp.Act.2.Sing:5;Impf.Ind.Act.3.Plur:4;Fut.Ind.Act.3.Sing:4;Pres.Ind.Act.1.Sing:3;Pres.Ind.Pass.3.Sing:2;Pres.Opt.Act.3.Plur:2;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.3.Dual:2;Pres.Opt.Act.1.Plur:1;Pres.Ind.Act.1.Plur:1;Pres.Imp.Act.3.Plur:1;Fut.Ind.Act.2.Sing:1;Fut.Cond.Act.1.Plur:1;Fut.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Plur:1;Pres.Opt.Act.3.Dual:1;Pres.Opt.Act.1.Sing:1;Pres.Opt.Act.2.Sing:1;Pres.Imp.Act.3.Sing:1
prakṛt	4	2	Past.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Sing:1
prakṛṣ	29	12	Pres.Ind.Act.3.Sing:12;Pres.Ind.Pass.3.Sing:3;Pres.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Sing:2;Pres.Imp.Act.3.Sing:2;Impf.Ind.Act.3.Sing:1;Pres.Opt.Act.2.Sing:1;Pres.Imp.Act.2.Dual:1;Impf.Ind.Pass.3.Sing:1;Pres.Imp.Act.3.Plur:1;Past.Ind.Act.3.Plur:1
prakṣar	3	3	Pres.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1;Past.Ind.Act.3.Sing:1
prakṣepay	7	3	Impf.Ind.Act.3.Sing:3;Past.Ind.Act.3.Sing:3;Pres.Ind.Act.1.Sing:1
prakṣi	22	8	Pres.Imp.Act.2.Sing:8;Pres.Opt.Act.3.Sing:4;Pres.Ind.Pass.3.Sing:3;Pres.Ind.Act.3.Sing:2;Pres.Ind.Act.1.Sing:2;Pres.Ind.Pass.3.Plur:1;Impf.Ind.Act.3.Sing:1;Impf.Ind.Act.2.Sing:1
prakṣip	147	16	Pres.Opt.Act.3.Sing:87;Impf.Ind.Act.3.Sing:19;Pres.Ind.Act.3.Plur:7;Past.Ind.Act.3.Sing:7;Pres.Ind.Act.3.Sing:6;Fut.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Sing:3;Pres.Imp.Act.2.Sing:3;Impf.Ind.Act.3.Plur:3;Pres.Opt.Pass.3.Sing:2;Pres.Ind.Act.1.Plur:2;Pres.Ind.Act.1.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Imp.Pass.3.Sing:1;Pres.Ind.Pass.3.Plur:1;Impf.Ind.Act.1.Sing:1
prakṣubh	7	3	Past.Ind.Act.3.Sing:5;Impf.Ind.Act.3.Sing:1;Pres.Ind.Pass.3.Sing:1
prakṣveḍay	1	1	Impf.Ind.Act.3.Sing:1
prakṣālay	108	9	Pres.Ind.Act.3.Sing:53;Pres.Opt.Act.3.Sing:42;Pres.Imp.Act.2.Sing:4;Pres.Ind.Pass.3.Sing:3;Past.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Plur:1;Pres.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Dual:1;Impf.Ind.Act.3.Sing:1
prakṣāray	1	1	Impf.Ind.Act.3.Plur:1
prakﾱp	9	2	Pres.Ind.Act.3.Sing:8;Pres.Opt.Act.3.Sing:1
prak￞	15	8	Pres.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:3;Pres.Opt.Act.3.Plur:2;Pres.Ind.Pass.3.Sing:2;Pres.Opt.Act.3.Sing:2;Impf.Ind.Pass.3.Sing:1;Impf.Ind.Act.3.Dual:1;Pres.Imp.Pass.3.Sing:1
pralabh	2	2	Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
pralakṣay	2	2	Pres.Ind.Act.1.Sing:1;Pres.Opt.Act.3.Sing:1
pralamb	4	3	Pres.Ind.Act.3.Plur:2;Pres.Opt.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
pralambay	2	1	Pres.Opt.Act.3.Sing:2
pralap	16	7	Pres.Ind.Act.3.Sing:6;Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.1.Sing:2;Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.1.Sing:1;Pres.Imp.Act.1.Plur:1;Impf.Ind.Act.3.Sing:1
pralepay	109	1	Pres.Opt.Act.3.Sing:109
pralih	2	1	Pres.Opt.Act.3.Sing:2
pralikh	9	5	Pres.Imp.Act.2.Sing:3;Pres.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:2;Pres.Imp.Act.3.Sing:1;Pres.Imp.Act.3.Plur:1
pralip	13	5	Pres.Opt.Act.3.Sing:5;Pres.Ind.Act.3.Sing:5;Pres.Ind.Pass.3.Sing:1;Pres.Imp.Act.3.Sing:1;Pres.Imp.Act.3.Plur:1
pralobhay	15	10	Pres.Imp.Act.2.Sing:3;Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Plur:2;Pres.Opt.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1;Pres.Imp.Pass.3.Plur:1;Past.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
pralubh	5	1	Past.Ind.Act.3.Sing:5
praluj	4	2	Pres.Ind.Pass.3.Plur:2;Pres.Ind.Pass.3.Sing:2
pralup	3	2	Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Plur:1
praluñc	1	1	Pres.Opt.Pass.3.Plur:1
pralī	69	8	Pres.Ind.Act.3.Sing:38;Pres.Ind.Act.3.Plur:19;Pres.Opt.Act.3.Sing:4;Impf.Ind.Act.3.Sing:3;Pres.Imp.Act.3.Sing:2;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Dual:1;Past.Ind.Act.3.Sing:1
