text	upos	count	pct_of_text
Viṃśatikākārikā	ADJ	21	6.122
Viṃśatikākārikā	ADP	1	0.292
Viṃśatikākārikā	ADV	31	9.038
Viṃśatikākārikā	CONJ	15	4.373
Viṃśatikākārikā	NOUN	158	46.064
Viṃśatikākārikā	NUM	3	0.875
Viṃśatikākārikā	PART	37	10.787
Viṃśatikākārikā	PRON	39	11.37
Viṃśatikākārikā	SCONJ	8	2.332
Viṃśatikākārikā	VERB	30	8.746
Viṃśatikāvṛtti	ADJ	115	6.183
Viṃśatikāvṛtti	ADV	156	8.387
Viṃśatikāvṛtti	CONJ	57	3.065
Viṃśatikāvṛtti	NOUN	739	39.731
Viṃśatikāvṛtti	NUM	19	1.022
Viṃśatikāvṛtti	PART	259	13.925
Viṃśatikāvṛtti	PRON	225	12.097
Viṃśatikāvṛtti	SCONJ	41	2.204
Viṃśatikāvṛtti	VERB	249	13.387
Viṣṇupurāṇa	ADJ	8572	9.783
Viṣṇupurāṇa	ADP	277	0.316
Viṣṇupurāṇa	ADV	5476	6.25
Viṣṇupurāṇa	CONJ	3477	3.968
Viṣṇupurāṇa	INTJ	40	0.046
Viṣṇupurāṇa	NOUN	38224	43.624
Viṣṇupurāṇa	NUM	931	1.063
Viṣṇupurāṇa	PART	5336	6.09
Viṣṇupurāṇa	PRON	10689	12.199
Viṣṇupurāṇa	SCONJ	443	0.506
Viṣṇupurāṇa	VERB	14157	16.157
Viṣṇusmṛti	ADJ	2136	11.07
Viṣṇusmṛti	ADP	24	0.124
Viṣṇusmṛti	ADV	973	5.042
Viṣṇusmṛti	CONJ	989	5.125
Viṣṇusmṛti	INTJ	2	0.01
Viṣṇusmṛti	NOUN	9136	47.347
Viṣṇusmṛti	NUM	403	2.089
Viṣṇusmṛti	PART	1289	6.68
Viṣṇusmṛti	PRON	1268	6.571
Viṣṇusmṛti	SCONJ	92	0.477
Viṣṇusmṛti	VERB	2984	15.464
Vājasaneyisaṃhitā (Mādhyandina)	ADJ	1890	12.048
Vājasaneyisaṃhitā (Mādhyandina)	ADP	354	2.257
Vājasaneyisaṃhitā (Mādhyandina)	ADV	499	3.181
Vājasaneyisaṃhitā (Mādhyandina)	CONJ	152	0.969
Vājasaneyisaṃhitā (Mādhyandina)	INTJ	187	1.192
Vājasaneyisaṃhitā (Mādhyandina)	NOUN	6631	42.271
Vājasaneyisaṃhitā (Mādhyandina)	NUM	113	0.72
Vājasaneyisaṃhitā (Mādhyandina)	PART	325	2.072
Vājasaneyisaṃhitā (Mādhyandina)	PRON	2218	14.139
Vājasaneyisaṃhitā (Mādhyandina)	SCONJ	26	0.166
Vājasaneyisaṃhitā (Mādhyandina)	VERB	3292	20.986
Vārāhagṛhyasūtra	ADJ	425	8.781
Vārāhagṛhyasūtra	ADP	38	0.785
Vārāhagṛhyasūtra	ADV	258	5.331
Vārāhagṛhyasūtra	CONJ	151	3.12
Vārāhagṛhyasūtra	INTJ	32	0.661
Vārāhagṛhyasūtra	NOUN	2022	41.777
Vārāhagṛhyasūtra	NUM	103	2.128
Vārāhagṛhyasūtra	PART	357	7.376
Vārāhagṛhyasūtra	PRON	468	9.669
Vārāhagṛhyasūtra	SCONJ	10	0.207
Vārāhagṛhyasūtra	VERB	976	20.165
Vārāhaśrautasūtra	ADJ	2544	10.132
Vārāhaśrautasūtra	ADP	240	0.956
Vārāhaśrautasūtra	ADV	1156	4.604
Vārāhaśrautasūtra	CONJ	470	1.872
Vārāhaśrautasūtra	INTJ	135	0.538
Vārāhaśrautasūtra	NOUN	10010	39.868
Vārāhaśrautasūtra	NUM	654	2.605
Vārāhaśrautasūtra	PART	2220	8.842
Vārāhaśrautasūtra	PRON	2030	8.085
Vārāhaśrautasūtra	SCONJ	85	0.339
Vārāhaśrautasūtra	VERB	5564	22.16
Vātūlanāthasūtras	ADJ	10	11.905
Vātūlanāthasūtras	ADV	2	2.381
Vātūlanāthasūtras	NOUN	62	73.81
Vātūlanāthasūtras	NUM	2	2.381
Vātūlanāthasūtras	PART	3	3.571
Vātūlanāthasūtras	PRON	2	2.381
Vātūlanāthasūtras	VERB	3	3.571
Vātūlanāthasūtravṛtti	ADJ	298	14.452
Vātūlanāthasūtravṛtti	ADP	2	0.097
Vātūlanāthasūtravṛtti	ADV	109	5.286
Vātūlanāthasūtravṛtti	CONJ	40	1.94
Vātūlanāthasūtravṛtti	NOUN	1102	53.443
Vātūlanāthasūtravṛtti	NUM	17	0.824
Vātūlanāthasūtravṛtti	PART	136	6.596
Vātūlanāthasūtravṛtti	PRON	115	5.577
Vātūlanāthasūtravṛtti	VERB	243	11.785
Vṛddhayamasmṛti	ADJ	52	11.765
Vṛddhayamasmṛti	ADV	33	7.466
Vṛddhayamasmṛti	CONJ	32	7.24
Vṛddhayamasmṛti	NOUN	180	40.724
Vṛddhayamasmṛti	NUM	16	3.62
Vṛddhayamasmṛti	PART	32	7.24
Vṛddhayamasmṛti	PRON	17	3.846
Vṛddhayamasmṛti	SCONJ	3	0.679
Vṛddhayamasmṛti	VERB	77	17.421
Yogaratnākara	ADJ	926	14.288
Yogaratnākara	ADP	5	0.077
Yogaratnākara	ADV	387	5.971
Yogaratnākara	CONJ	224	3.456
Yogaratnākara	INTJ	4	0.062
Yogaratnākara	NOUN	3385	52.23
Yogaratnākara	NUM	120	1.852
Yogaratnākara	PART	167	2.577
Yogaratnākara	PRON	268	4.135
Yogaratnākara	SCONJ	7	0.108
Yogaratnākara	VERB	988	15.245
Yogasūtra	ADJ	150	13.112
Yogasūtra	ADP	1	0.087
Yogasūtra	ADV	31	2.71
Yogasūtra	CONJ	26	2.273
Yogasūtra	NOUN	767	67.045
Yogasūtra	NUM	8	0.699
Yogasūtra	PART	35	3.059
Yogasūtra	PRON	78	6.818
Yogasūtra	VERB	48	4.196
Yogasūtrabhāṣya	ADJ	1109	11.077
Yogasūtrabhāṣya	ADP	20	0.2
Yogasūtrabhāṣya	ADV	592	5.913
Yogasūtrabhāṣya	CONJ	320	3.196
Yogasūtrabhāṣya	NOUN	4452	44.467
Yogasūtrabhāṣya	NUM	108	1.079
Yogasūtrabhāṣya	PART	1047	10.457
Yogasūtrabhāṣya	PRON	921	9.199
Yogasūtrabhāṣya	SCONJ	53	0.529
Yogasūtrabhāṣya	VERB	1390	13.883
Yājñavalkyasmṛti	ADJ	1600	11.204
Yājñavalkyasmṛti	ADP	13	0.091
Yājñavalkyasmṛti	ADV	791	5.539
Yājñavalkyasmṛti	CONJ	746	5.224
Yājñavalkyasmṛti	INTJ	3	0.021
Yājñavalkyasmṛti	NOUN	6619	46.352
Yājñavalkyasmṛti	NUM	286	2.003
Yājñavalkyasmṛti	PART	959	6.716
Yājñavalkyasmṛti	PRON	920	6.443
Yājñavalkyasmṛti	SCONJ	70	0.49
Yājñavalkyasmṛti	VERB	2273	15.917
Ānandakanda	ADJ	9370	11.179
Ānandakanda	ADP	76	0.091
Ānandakanda	ADV	5079	6.06
Ānandakanda	CONJ	3465	4.134
Ānandakanda	INTJ	290	0.346
Ānandakanda	NOUN	41719	49.773
Ānandakanda	NUM	2198	2.622
Ānandakanda	PART	2582	3.08
Ānandakanda	PRON	5150	6.144
Ānandakanda	SCONJ	258	0.308
Ānandakanda	VERB	13631	16.263
Āpastambadharmasūtra	ADJ	805	8.659
Āpastambadharmasūtra	ADP	35	0.376
Āpastambadharmasūtra	ADV	500	5.378
Āpastambadharmasūtra	CONJ	526	5.658
Āpastambadharmasūtra	NOUN	3862	41.54
Āpastambadharmasūtra	NUM	143	1.538
Āpastambadharmasūtra	PART	938	10.089
Āpastambadharmasūtra	PRON	673	7.239
Āpastambadharmasūtra	SCONJ	66	0.71
Āpastambadharmasūtra	VERB	1749	18.813
Āpastambagṛhyasūtra	ADJ	495	15.805
Āpastambagṛhyasūtra	ADP	19	0.607
Āpastambagṛhyasūtra	ADV	226	7.216
Āpastambagṛhyasūtra	CONJ	89	2.842
Āpastambagṛhyasūtra	INTJ	5	0.16
Āpastambagṛhyasūtra	NOUN	1246	39.783
Āpastambagṛhyasūtra	NUM	51	1.628
Āpastambagṛhyasūtra	PART	133	4.246
Āpastambagṛhyasūtra	PRON	173	5.524
Āpastambagṛhyasūtra	SCONJ	10	0.319
Āpastambagṛhyasūtra	VERB	685	21.871
Āpastambaśrautasūtra	ADJ	3586	10.592
Āpastambaśrautasūtra	ADP	290	0.857
Āpastambaśrautasūtra	ADV	1598	4.72
Āpastambaśrautasūtra	CONJ	863	2.549
Āpastambaśrautasūtra	INTJ	145	0.428
Āpastambaśrautasūtra	NOUN	12555	37.082
Āpastambaśrautasūtra	NUM	978	2.889
Āpastambaśrautasūtra	PART	2972	8.778
Āpastambaśrautasūtra	PRON	3136	9.262
Āpastambaśrautasūtra	SCONJ	172	0.508
Āpastambaśrautasūtra	VERB	7562	22.335
Āryāsaptaśatī	ADJ	1438	12.175
Āryāsaptaśatī	ADP	40	0.339
Āryāsaptaśatī	ADV	507	4.293
Āryāsaptaśatī	CONJ	117	0.991
Āryāsaptaśatī	INTJ	24	0.203
Āryāsaptaśatī	NOUN	5423	45.915
Āryāsaptaśatī	NUM	70	0.593
Āryāsaptaśatī	PART	1114	9.432
Āryāsaptaśatī	PRON	919	7.781
Āryāsaptaśatī	SCONJ	41	0.347
Āryāsaptaśatī	VERB	2118	17.932
Āyurvedadīpikā	ADJ	4702	12.08
Āyurvedadīpikā	ADP	81	0.208
Āyurvedadīpikā	ADV	1999	5.136
Āyurvedadīpikā	CONJ	1066	2.739
Āyurvedadīpikā	INTJ	2	0.005
Āyurvedadīpikā	NOUN	17917	46.031
Āyurvedadīpikā	NUM	340	0.873
Āyurvedadīpikā	PART	4996	12.835
Āyurvedadīpikā	PRON	2500	6.423
Āyurvedadīpikā	SCONJ	246	0.632
Āyurvedadīpikā	VERB	5075	13.038
Āśvalāyanagṛhyasūtra	ADJ	676	9.594
Āśvalāyanagṛhyasūtra	ADP	50	0.71
Āśvalāyanagṛhyasūtra	ADV	429	6.089
Āśvalāyanagṛhyasūtra	CONJ	226	3.207
Āśvalāyanagṛhyasūtra	INTJ	51	0.724
Āśvalāyanagṛhyasūtra	NOUN	2667	37.851
Āśvalāyanagṛhyasūtra	NUM	141	2.001
Āśvalāyanagṛhyasūtra	PART	576	8.175
Āśvalāyanagṛhyasūtra	PRON	719	10.204
Āśvalāyanagṛhyasūtra	SCONJ	57	0.809
Āśvalāyanagṛhyasūtra	VERB	1454	20.636
Āśvālāyanaśrautasūtra	ADJ	803	12.856
Āśvālāyanaśrautasūtra	ADP	152	2.434
Āśvālāyanaśrautasūtra	ADV	300	4.803
Āśvālāyanaśrautasūtra	CONJ	119	1.905
Āśvālāyanaśrautasūtra	INTJ	6	0.096
Āśvālāyanaśrautasūtra	NOUN	2452	39.257
Āśvālāyanaśrautasūtra	NUM	201	3.218
Āśvālāyanaśrautasūtra	PART	633	10.134
Āśvālāyanaśrautasūtra	PRON	683	10.935
Āśvālāyanaśrautasūtra	SCONJ	35	0.56
Āśvālāyanaśrautasūtra	VERB	862	13.801
Śatakatraya	ADJ	1146	13.169
Śatakatraya	ADP	16	0.184
Śatakatraya	ADV	433	4.976
Śatakatraya	CONJ	205	2.356
Śatakatraya	INTJ	12	0.138
Śatakatraya	NOUN	4069	46.759
Śatakatraya	NUM	60	0.689
Śatakatraya	PART	659	7.573
Śatakatraya	PRON	704	8.09
Śatakatraya	SCONJ	78	0.896
Śatakatraya	VERB	1320	15.169
Śatapathabrāhmaṇa	ADJ	9565	6.636
Śatapathabrāhmaṇa	ADP	944	0.655
Śatapathabrāhmaṇa	ADV	9336	6.477
Śatapathabrāhmaṇa	CONJ	1964	1.363
Śatapathabrāhmaṇa	INTJ	318	0.221
Śatapathabrāhmaṇa	NOUN	39773	27.594
Śatapathabrāhmaṇa	NUM	2345	1.627
Śatapathabrāhmaṇa	PART	22581	15.666
Śatapathabrāhmaṇa	PRON	27405	19.013
Śatapathabrāhmaṇa	SCONJ	2155	1.495
Śatapathabrāhmaṇa	VERB	27753	19.254
Śikṣāsamuccaya	ADJ	75	9.47
Śikṣāsamuccaya	ADP	2	0.253
Śikṣāsamuccaya	ADV	42	5.303
Śikṣāsamuccaya	CONJ	20	2.525
Śikṣāsamuccaya	NOUN	357	45.076
Śikṣāsamuccaya	NUM	6	0.758
Śikṣāsamuccaya	PART	76	9.596
Śikṣāsamuccaya	PRON	79	9.975
Śikṣāsamuccaya	SCONJ	9	1.136
Śikṣāsamuccaya	VERB	126	15.909
Śira'upaniṣad	ADJ	125	7.886
Śira'upaniṣad	ADP	2	0.126
Śira'upaniṣad	ADV	50	3.155
Śira'upaniṣad	CONJ	68	4.29
Śira'upaniṣad	INTJ	6	0.379
Śira'upaniṣad	NOUN	572	36.088
Śira'upaniṣad	NUM	18	1.136
Śira'upaniṣad	PART	135	8.517
Śira'upaniṣad	PRON	398	25.11
Śira'upaniṣad	SCONJ	2	0.126
Śira'upaniṣad	VERB	209	13.186
Śivapurāṇa	ADJ	101	12.213
Śivapurāṇa	ADV	57	6.892
Śivapurāṇa	CONJ	24	2.902
Śivapurāṇa	NOUN	333	40.266
Śivapurāṇa	NUM	5	0.605
Śivapurāṇa	PART	51	6.167
Śivapurāṇa	PRON	101	12.213
Śivapurāṇa	SCONJ	2	0.242
Śivapurāṇa	VERB	153	18.501
Śivasūtra	ADJ	33	11.037
Śivasūtra	ADV	17	5.686
Śivasūtra	CONJ	2	0.669
Śivasūtra	NOUN	215	71.906
Śivasūtra	NUM	1	0.334
Śivasūtra	PART	6	2.007
Śivasūtra	PRON	9	3.01
Śivasūtra	VERB	16	5.351
Śivasūtravārtika	ADJ	766	14.331
Śivasūtravārtika	ADP	2	0.037
Śivasūtravārtika	ADV	324	6.062
Śivasūtravārtika	CONJ	62	1.16
Śivasūtravārtika	NOUN	2534	47.409
Śivasūtravārtika	NUM	22	0.412
Śivasūtravārtika	PART	384	7.184
Śivasūtravārtika	PRON	564	10.552
Śivasūtravārtika	SCONJ	31	0.58
Śivasūtravārtika	VERB	656	12.273
Śukasaptati	ADJ	699	7.223
Śukasaptati	ADP	10	0.103
Śukasaptati	ADV	880	9.093
Śukasaptati	CONJ	355	3.668
Śukasaptati	INTJ	8	0.083
Śukasaptati	NOUN	3481	35.968
Śukasaptati	NUM	32	0.331
Śukasaptati	PART	691	7.14
Śukasaptati	PRON	1252	12.937
Śukasaptati	SCONJ	131	1.354
Śukasaptati	VERB	2139	22.102
Śvetāśvataropaniṣad	ADJ	291	13.554
Śvetāśvataropaniṣad	ADP	13	0.605
Śvetāśvataropaniṣad	ADV	66	3.074
Śvetāśvataropaniṣad	CONJ	65	3.027
Śvetāśvataropaniṣad	NOUN	792	36.889
Śvetāśvataropaniṣad	NUM	60	2.795
Śvetāśvataropaniṣad	PART	152	7.08
Śvetāśvataropaniṣad	PRON	352	16.395
Śvetāśvataropaniṣad	SCONJ	12	0.559
Śvetāśvataropaniṣad	VERB	344	16.022
Śyainikaśāstra	ADJ	515	9.761
Śyainikaśāstra	ADP	22	0.417
Śyainikaśāstra	ADV	425	8.055
Śyainikaśāstra	CONJ	218	4.132
Śyainikaśāstra	INTJ	1	0.019
Śyainikaśāstra	NOUN	2409	45.66
Śyainikaśāstra	NUM	52	0.986
Śyainikaśāstra	PART	397	7.525
Śyainikaśāstra	PRON	353	6.691
Śyainikaśāstra	SCONJ	45	0.853
Śyainikaśāstra	VERB	839	15.902
Śāktavijñāna	ADJ	38	8.899
Śāktavijñāna	ADV	42	9.836
Śāktavijñāna	CONJ	18	4.215
Śāktavijñāna	NOUN	192	44.965
Śāktavijñāna	NUM	3	0.703
Śāktavijñāna	PART	28	6.557
Śāktavijñāna	PRON	31	7.26
Śāktavijñāna	SCONJ	7	1.639
Śāktavijñāna	VERB	68	15.925
Śārṅgadharasaṃhitā	ADJ	410	7.299
Śārṅgadharasaṃhitā	ADP	13	0.231
Śārṅgadharasaṃhitā	ADV	380	6.765
Śārṅgadharasaṃhitā	CONJ	239	4.255
Śārṅgadharasaṃhitā	NOUN	2862	50.952
Śārṅgadharasaṃhitā	NUM	209	3.721
Śārṅgadharasaṃhitā	PART	104	1.852
Śārṅgadharasaṃhitā	PRON	283	5.038
Śārṅgadharasaṃhitā	SCONJ	10	0.178
Śārṅgadharasaṃhitā	VERB	1107	19.708
Śārṅgadharasaṃhitādīpikā	ADJ	1164	7.883
Śārṅgadharasaṃhitādīpikā	ADP	14	0.095
Śārṅgadharasaṃhitādīpikā	ADV	1084	7.341
Śārṅgadharasaṃhitādīpikā	CONJ	443	3.0
Śārṅgadharasaṃhitādīpikā	NOUN	6910	46.797
Śārṅgadharasaṃhitādīpikā	NUM	325	2.201
Śārṅgadharasaṃhitādīpikā	PART	1460	9.888
Śārṅgadharasaṃhitādīpikā	PRON	999	6.766
Śārṅgadharasaṃhitādīpikā	SCONJ	94	0.637
Śārṅgadharasaṃhitādīpikā	VERB	2273	15.393
Śāṅkhāyanagṛhyasūtra	ADJ	815	9.841
Śāṅkhāyanagṛhyasūtra	ADP	82	0.99
Śāṅkhāyanagṛhyasūtra	ADV	486	5.868
Śāṅkhāyanagṛhyasūtra	CONJ	314	3.791
Śāṅkhāyanagṛhyasūtra	INTJ	78	0.942
Śāṅkhāyanagṛhyasūtra	NOUN	3402	41.077
Śāṅkhāyanagṛhyasūtra	NUM	160	1.932
Śāṅkhāyanagṛhyasūtra	PART	690	8.331
Śāṅkhāyanagṛhyasūtra	PRON	763	9.213
Śāṅkhāyanagṛhyasūtra	SCONJ	30	0.362
Śāṅkhāyanagṛhyasūtra	VERB	1462	17.653
Śāṅkhāyanaśrautasūtra	ADJ	2273	10.883
Śāṅkhāyanaśrautasūtra	ADP	337	1.614
Śāṅkhāyanaśrautasūtra	ADV	929	4.448
Śāṅkhāyanaśrautasūtra	CONJ	683	3.27
Śāṅkhāyanaśrautasūtra	INTJ	69	0.33
Śāṅkhāyanaśrautasūtra	NOUN	8216	39.337
Śāṅkhāyanaśrautasūtra	NUM	541	2.59
Śāṅkhāyanaśrautasūtra	PART	1761	8.431
Śāṅkhāyanaśrautasūtra	PRON	2322	11.117
Śāṅkhāyanaśrautasūtra	SCONJ	52	0.249
Śāṅkhāyanaśrautasūtra	VERB	3703	17.73
Śāṅkhāyanāraṇyaka	ADJ	916	7.186
Śāṅkhāyanāraṇyaka	ADP	52	0.408
Śāṅkhāyanāraṇyaka	ADV	583	4.574
Śāṅkhāyanāraṇyaka	CONJ	207	1.624
Śāṅkhāyanāraṇyaka	INTJ	58	0.455
Śāṅkhāyanāraṇyaka	NOUN	4244	33.294
Śāṅkhāyanāraṇyaka	NUM	153	1.2
Śāṅkhāyanāraṇyaka	PART	1768	13.87
Śāṅkhāyanāraṇyaka	PRON	2336	18.326
Śāṅkhāyanāraṇyaka	SCONJ	74	0.581
Śāṅkhāyanāraṇyaka	VERB	2356	18.483
Ṛgveda	ADJ	24044	14.146
Ṛgveda	ADP	9555	5.622
Ṛgveda	ADV	6547	3.852
Ṛgveda	CONJ	2139	1.258
Ṛgveda	INTJ	26	0.015
Ṛgveda	NOUN	63769	37.517
Ṛgveda	NUM	1440	0.847
Ṛgveda	PART	8659	5.094
Ṛgveda	PRON	19222	11.309
Ṛgveda	SCONJ	1272	0.748
Ṛgveda	VERB	33299	19.591
Ṛgvedakhilāni	ADJ	960	12.791
Ṛgvedakhilāni	ADP	233	3.105
Ṛgvedakhilāni	ADV	268	3.571
Ṛgvedakhilāni	CONJ	177	2.358
Ṛgvedakhilāni	INTJ	4	0.053
Ṛgvedakhilāni	NOUN	2803	37.348
Ṛgvedakhilāni	NUM	105	1.399
Ṛgvedakhilāni	PART	299	3.984
Ṛgvedakhilāni	PRON	1210	16.123
Ṛgvedakhilāni	SCONJ	41	0.546
Ṛgvedakhilāni	VERB	1405	18.721
Ṛgvedavedāṅgajyotiṣa	ADJ	33	17.838
Ṛgvedavedāṅgajyotiṣa	ADV	5	2.703
Ṛgvedavedāṅgajyotiṣa	CONJ	9	4.865
Ṛgvedavedāṅgajyotiṣa	NOUN	96	51.892
Ṛgvedavedāṅgajyotiṣa	NUM	10	5.405
Ṛgvedavedāṅgajyotiṣa	PART	7	3.784
Ṛgvedavedāṅgajyotiṣa	PRON	4	2.162
Ṛgvedavedāṅgajyotiṣa	SCONJ	2	1.081
Ṛgvedavedāṅgajyotiṣa	VERB	19	10.27
Ṛgvidhāna	ADJ	67	8.679
Ṛgvidhāna	ADP	2	0.259
Ṛgvidhāna	ADV	49	6.347
Ṛgvidhāna	CONJ	46	5.959
Ṛgvidhāna	NOUN	338	43.782
Ṛgvidhāna	NUM	42	5.44
Ṛgvidhāna	PART	46	5.959
Ṛgvidhāna	PRON	45	5.829
Ṛgvidhāna	VERB	137	17.746
Ṛtusaṃhāra	ADJ	504	16.087
Ṛtusaṃhāra	ADP	1	0.032
Ṛtusaṃhāra	ADV	123	3.926
Ṛtusaṃhāra	CONJ	28	0.894
Ṛtusaṃhāra	NOUN	1794	57.261
Ṛtusaṃhāra	NUM	3	0.096
Ṛtusaṃhāra	PART	70	2.234
Ṛtusaṃhāra	PRON	58	1.851
Ṛtusaṃhāra	SCONJ	1	0.032
Ṛtusaṃhāra	VERB	551	17.587
Ṣaḍviṃśabrāhmaṇa	ADJ	556	7.374
Ṣaḍviṃśabrāhmaṇa	ADP	68	0.902
Ṣaḍviṃśabrāhmaṇa	ADV	389	5.159
Ṣaḍviṃśabrāhmaṇa	CONJ	168	2.228
Ṣaḍviṃśabrāhmaṇa	INTJ	65	0.862
Ṣaḍviṃśabrāhmaṇa	NOUN	2580	34.218
Ṣaḍviṃśabrāhmaṇa	NUM	160	2.122
Ṣaḍviṃśabrāhmaṇa	PART	821	10.889
Ṣaḍviṃśabrāhmaṇa	PRON	1186	15.729
Ṣaḍviṃśabrāhmaṇa	SCONJ	106	1.406
Ṣaḍviṃśabrāhmaṇa	VERB	1441	19.111
Ṭikanikayātrā	ADJ	273	16.904
Ṭikanikayātrā	ADP	3	0.186
Ṭikanikayātrā	ADV	57	3.529
Ṭikanikayātrā	CONJ	78	4.83
Ṭikanikayātrā	NOUN	835	51.703
Ṭikanikayātrā	NUM	13	0.805
Ṭikanikayātrā	PART	80	4.954
Ṭikanikayātrā	PRON	81	5.015
Ṭikanikayātrā	SCONJ	10	0.619
Ṭikanikayātrā	VERB	185	11.455
