total	abbrev	bib_code	gloss
1	SAṂGĪTASINDHU	c.1318	?  
1	HANŪMANT	c.1319	?  
1	RASACANDRIKĀ	c.1320	?  
1	MAHEŚVARA	c.1321	?  
1	SUBHAṬA	c.1322	?  
1	RATIR.	c.1323	?  
1	KĀVYODAYA	c.1324	?  
1	VIJĀBHIDHĀNA	c.1325	?  
1	TEGOVINDŪP.	c.1326	?  
1	UḌĀDIK.	c.1327	?  
1	KĀŚĪMĀH.	c.1328	?  
1	HARṢACARITA	c.1329	?  
1	NĀGOJĪ	c.1330	?  
1	GṚHYAPADDH.	c.1331	?  
1	NAKULA	c.1332	?  
1	ĀTMAB.	c.1334	?  
1	KULANĀTHA	c.1335	?  
1	PĀRASK.	c.1336	?  
1	RAGHU	c.1339	?  
1	AIŚĀNASAṂH.	c.1340	?  
1	NĀRĀYAṆACAKRAVARTIN	c.1341	?  
1	KRAMASAṂGRAHA	c.1343	?  
1	VEDĀNTAŚIKH.	c.1345	?  
1	JÑĀNAKĀṆḌAŚEṢARAHASYA	c.1346	?  
1	UṆĀDIVIṚ.	c.1347	?  
1	MON. WILL.	c.1351a	? 
1	WILLIAMS	c.1351b	? 
1	MṚTYUL. UP.	c.1352	? 
1	Mrs. MANNING, Anc. and Med. India	c.1354	? 
1	TĀṆḌYA-BR.	c.1356	TĀṆḌYABRĀHMAṆA  ? 
1	POTT, Zig.	c.1357a	? 
1	A. C. BURNELL	c.1361	? 
1	SĀRASVATĪ PRAKRIYĀ.	c.1362	? 
1	PURUṢAKARA (WEST.)	c.1363	? 
1	KIRĀTĀRJUNĪYA.	c.1387	?  
1	VĀBHAṬA	c.1388	?  
1	LANGL	c.1389	?  
1	BRĀHMM.	c.1394	?  
1	PADMAPURĀṆA	c.1395	?  
1	BHAGAVADGĪTĀ	c.1396	?  
1	ŚĀṬYĀYANA	c.1399	?  
1	CHĀNDOGYABHĀṢYA.	c.1400	?  
1	MAR	c.1401	?  
1	NĪDAK.	c.1403	?  
1	ĀDYAVAHNIPURĀṆA.	c.1404	?  
1	ŚĀNKHĀYANA	c.1405	?  
1	ANEKĀRTHAKOŚA	c.1406	?  
1	CANḌRA	c.1407	?  
1	STOTRA.	c.1408	?  
1	PALLAS	c.1409	?  
1	DAṆḌĀDINĀTHA	c.1410	?  
1	SMṚTYARTHASĀGARA	c.1411	?  
1	KAVIRĀJA	c.1412	?  
1	VĀGBHAṬA	c.1414	?  
1	MĀLAVIKĀGNIMITRA.	c.1415	?  
1	DEŚĪK.	c.1416	?  
1	VASUBANDHU	c.1418	?  
1	ŚRĪŚIVAYĀMALA.	c.1420	?  
1	VRATARĀJA	c.1421	?  
1	KALHAṆA.	c.1422	?  
1	SARASVATĪPR.	c.1423	?  
1	RĀDHĀKĀNTA	c.1424	?  
1	RĀDHĀKĀNTADEVA	c.1424a	?  
1	TĀṆḌYABRĀHMAṆA	c.1425	?  
1	MANTRAMAHOD.	c.1428	?  
1	ELLIOT	c.1429	?  
1	KĀṬHAKOPANIṢAD	c.1430	?  
1	DURGOTSAVAPRAYOGA.	c.1433	?  
1	PHETKĀRĪYATANTRA.	c.1435	?  
1	TARKASAṂGRAHA	c.1436	?  
1	YAJUS	c.1437	?  
1	PYTHAG.	c.1438	?  
1	ĀRYAVIDYĀSUDH.	c.1439	?  
1	CAKRAVARMAN	c.1442	?  
1	ADHIVĀSAMANTRA	c.1443	?  
1	HAAS	c.1444	?  
1	KAVACA.	c.1445	?  
1	KOCTH	c.1446	?  
1	SOMADEVA	c.1447	?  
1	VOC.	c.1448	?  
1	DHŪRTASAMĀGAMA.	c.1449	?  
1	NB	c.1450	?  
1	BĀPŪDEVA	c.1451	?  
1	JYOTIḤŚĀSTRA	c.1452	?  
1	BRAHMAG.	c.1456	?  
1	NĪKAK.	c.1457	?  
1	KLATT	c.1459	?  
1	CARR	c.1460	?  
1	SĀṂKHYAPRAVACANA.	c.1463	?  
1	KALĀPAṬĪKĀVYĀKHYĀSĀRA	c.1464	?  
1	AMARASIṂHA	c.1465	?  
1	ṚTUS.	c.1466	?  
1	JYOTIḤŚĀSTRA.	c.1467	?  
1	ALAṂKĀRAC.	c.1468	?  
1	VYĀGHRABHŪTI	c.1470	?  
1	JUMARAVYĀKARAṆA.	c.1471	?  
1	HOM.	c.1472	?  
1	DVĀVIṂŚATYAVADĀNAKA.	c.1473	?  
1	MIHIRA	c.1474	?  
1	NṚSIṂHA	c.1476	?  
1	MARĪDH.	c.1477	?  
1	LANGI.	c.1479	?  
1	NĪLAK	c.1480	?  
1	KATAKA.	c.1481	?  
1	ŚAṂKARAMIŚRA.	c.1482	?  
1	KLAPROTH	c.1484	?  
1	CAKR.	c.1485	?  
1	JAGADDH.	c.1486	?  
1	YOGIYĀJÑAVALKYA	c.1488	?  
1	GOVINDARĀJA	c.1489	?  
1	KALĀPAVYĀKARAṆA.	c.1490	?  
1	UJJVAL	c.1491	?  
1	SARASVATĪKAṆṬHĀBH.	c.1492	?  
1	BAHVṚCA	c.1493	?  
1	PĀNINI	c.1496	?  
1	BERGSTEDT.	c.1497	?  
1	SĀMAGĀNA	c.1498	?  
1	WEST	c.1499	?  
1	EURNOUF.	c.1500	?  
1	HARADĀSA	c.1501	?  
1	PADAP.	c.1502	?  
1	Monatsberr. d. kön. pr. Ak. d. Wiss. 1868	c.1503a	Monatsberr. d. kön. pr. Ak. d. Wiss. 1868 
1	MONTGOMERY MARTIN, Eastern India	c.1504a	? 
1	MUGDHABODHA	c.1505	? 
1	NĀDAPURĀṆA	c.1506	? 
1	BHĀH. P.	c.1510	?  
1	BĀLA	c.1512	?  
1	BHAṬṬOTPOLA	c.1513	?  
1	KṚṢṆAJĀMALA	c.1514	?  
1	SUMANTUSŪTRA	c.1515	?  
1	ŚRĀDDHAPRAKARAṆA	c.1516	?  
1	BHAVABHŪTI	c.1517	?  
1	ANANTA-BHAṬṬA-KAVI	c.1518	?  
1	ADHIMĀS.	c.1521	?  
1	AUPAMANYAVA NIR.	c.1522	?  
1	ATHARVAŚIR. UP.	c.1524	?  
1	ADHYĀTMARĀMĀYAṆA	c.1529	?  
1	AURṆAVĀBHA	c.1530	?  
1	ŚĀṆḌILYA	c.1531	?  
1	BRAHMAJĀMALA	c.1533	?  
1	AGASTYA	c.1534	?  
1	AITAREYA ĀRAṆYAKA	c.1535	?  
1	BRAHMĀṆḌAPURĀṆA	c.1536	?  
1	ŚAIVATANTRA	c.1537	?  
1	BERGHAUS	c.1540	?  
1	BÜLLER	c.1541	?  
1	Beitr. z. vgl. Spr.	c.1542a	? 
1	Berichte der phil.-hist. Cl. d. K. S. G. d. Ww	c.1545	?  
1	ARR. Ind.	c.1547	?  
1	MIKLOS.	c.154a	Franz Miklosich (1813-1891) a Slovene philologist 
1	GOL. TRIPRAŚNAV.	c.1550a	?  
1	VĀḌI	c.1553	?  
1	HĀRĀVALĪ	c.1554	?  
1	LAGHU-VIṢṆU	c.1555	?  
1	ERNST KUHN	c.1558	?  
1	Hort. Beng.	c.1562	?  
1	LANG.	c.1567	?  
1	SŪRYADEVA	c.1568	?  
1	KĀPYAPR.	c.1570	?  
1	DHARMAPRADĪPA	c.1571	?  
1	ERNST WINDISCH	c.1573	?  
1	DEVĪPURĀṆA	c.1574	?  
1	ĪŚVARAG.	c.1575	?  
1	LIṄGĀRCANATANTRA	c.1576	?  
1	ĀRYĀS.	c.1577a	 ?  
1	BHAGAṆĀDHY.	c.1578	?  
1	Cow.	c.1581	Edward Byles Cowell (1826-1903), first professor of Sanskrit at Cambridge Univer
1	JĀBĀLI	c.1582	?  
1	KAUṢ.	c.1585	?  
1	KṚṢṆA	c.1587	?  
1	GROHMANN	c.1588	?  
1	MĀDHYAṂDINA-Rec.	c.1589	?  
1	Z. f.	c.1590	?  
1	FRITZE	c.1591	?  
1	SIDDHĀNTALAKṢAṆA	c.1592	?  
1	KĀYAKĀ-P.	c.1593	?  
1	MĀṆḌUKYOPANIṢAD	c.1594	?  
1	LAKṢMAṆA-KAVI	c.1596	?  
1	SŪRYA	c.1599	?  
1	RĀGHAVĀNANDA	c.1600	?  
1	KĀVYAKAUMUDĪ	c.1601	?  
1	SĀṂKHYAKĀRIKĀ	c.1602	?  
1	PRAKRIYĀKAUMUDĪ	c.1603	?  
1	KRAMASAṂD.	c.1605	?  
1	KĀṬAVEMA	c.1607	?  
1	PĀRĀYAṆA	c.1609	?  
1	DHANURV.	c.1610	?  
1	JOHNSON	c.1613	?  
1	HÖFER, Leseb.	c.1616	?  
1	NIGHAṆṬU	c.1617	?  
1	KĀTYA	c.1618	?  
1	BHĀṢYA	c.1624a	?  
1	HANUMATSTOTRA	c.1625	?  
1	MAITRĀYAṆĪYAKA	c.1626	?  
1	MĀṆḌ. ŚIKṢĀ	c.1628	?  
1	PARAŚURĀMAPRAKĀŚA	c.1630	?  
1	GOPĀLOPANIṢAD	c.1632	?  
1	Zur G. u. L. d. W.	c.1633	?  
1	STANISLAS JULIEN	c.1634	?  
1	PRAUḌHAMANOR.	c.1637	?  
1	SIṂHĀSANA	c.1639	?  
1	UTTARARĀMACARITA	c.1640	?  
1	PRAUḌHAMANORAMĀ	c.1642	?  
1	LEO MEYER	c.1644	?  
1	UTTARACORAPAÑCĀŚIKĀ	c.1645	?  
1	GAṆIṬĀDHY.	c.1647	?  
1	ŚIT.	c.1648	?  
1	KULACANDRA	c.1650	?  
1	PLIN. H. N.	c.1651	?  
1	VIVĀDĀRṆAVAS.	c.1652	?  
1	BHAVABH.	c.1655	?  
1	ŚABDĀR.	c.1658	?  
1	KAUŚIKA	c.1659	?  
1	RASARATNĀKARA	c.1660	?  
1	SARVĀNUKRAMA	c.1661	?  
1	AESCH.	c.1662	?  
1	EKĀKṢARAKOŚA	c.1664	?  
1	KAIYAṬA	c.1665	?  
1	CHANDOMAÑJARĪ	c.1667	?  
1	AJAY.	c.1668	?  
1	BASINER	c.1670	?  
1	TITHITATTVA	c.1672	? 
1	AGNISVĀMIN	c.1673	? 
1	BHĀMAHA	c.1674	? 
1	JĪVANMUKTIVIV	c.1676	? 
1	CAṆḌI	c.1677	? 
1	KĀVJĀH.	c.1679	? 
1	PARAMĀRTHAS.	c.1680	? 
1	SŪRY.	c.1681	? 
1	LAGH.	c.1686a	= ? VARĀH. LAGH. 
1	VIŚVALOCANA	c.1687	VIŚVALOCANA= ?  
1	CH. BRUCE	c.1696	? 
1	TĀṆḌYA-BRĀHMAṆA	c.1697	? 
1	BHAVADEVABH.	c.1699	BHAVADEVA BHAṬṬA ? 
1	FOE-KOUE-KI	c.1702	? 
1	VEDĀNTAKĀRIKĀ	c.1703	? 
1	VEDĀNTADARŚANA	c.1703a	? 
1	SĀMBA-P.	c.1706	? 
1	VAṂŚA-BR.	c.1707	VAṂŚABRĀHMAṆA ? 
1	CANDRAGR.	c.1708	? 
1	PRB.	c.1711	?  
1	PRAKṚTIKH.	c.1717	?  
1	HIT. ed. MÜLL.	c.172d	HITOPADEŚA, Max Müller, 1864  
1	BĪJAGAN.	c.1733	?  
1	GAYĀMĀH.	c.1734	?  
1	GRAHĀNAYANĀDHY.	c.1735	?  
1	BHĀHMAṆ.	c.1737	?  
1	ĀRAṆYAG.	c.1738	?  
1	ŚṚṄGONNATIV.	c.1739	?  
1	SAṂPUṬODBH.	c.1743	?  
1	CAITANYAC.	c.1744	?  
1	KULĀRṆ.	c.1746	?  
1	GOLAPR.	c.1747	?  
1	KĀLASAṂK.	c.1750	?  
1	KĀLAMĀNĀDH.	c.1751	?  
1	DṚKKARM.	c.1754	?  
1	GAṆITADHY.	c.1755	?  
1	DHARMAŚ.	c.1756	?  
1	KRIYĀY.	c.1757	?  
1	BODHICĀRYĀV.	c.1758	?  
1	ĀRYĀṢṬAŚ.	c.1759	?  
1	ŚRĪKṚṢṆAJANMAKHAṆḌA	c.1762	?  
1	CĀTAKA	c.1766	?  
1	UTTARATANTRA	c.1768	?  
1	NĪTIRATNA	c.1769	?  
1	NĀN. RATNAM.	c.176a	NĀNĀRTHARATNAM ? 
1	ĀRAṆYA	c.1770	?  
1	VĀMAKEŚVARATANTRA	c.1773	?  
1	GUṆARATNA	c.1777	?  
1	MANASVIPRAŚAṂSĀ	c.1778	?  
1	UPARIBHĀGA	c.1781	?  
1	PRETAKALPA	c.1782	?  
1	SĀDHANAM	c.1783	?  
1	DHĀRAṆISAṂGRAHA	c.1784	?  
1	SAṂSARGAPRAŚAṂSĀ	c.1785	?  
1	ĀRYĀṢṬAŚATA	c.1788	? 
1	AŚVINORUTPATTIḤ	c.1789	? 
1	AJĀTAŚATRU	c.1790	? 
1	PUṢPA	c.1792	? 
1	NAIGHAṆṬUKA	c.1794	? 
1	NĀRĀYAṆOP.	c.1797	? 
1	BÖHT.	c.1803	? 
1	ŚĀTAPA	c.1804	? 
1	JAIM. BHĀR.	c.1805	? 
1	ŚABD.	c.1806	? 
1	ĀRYAVIDYĀSUDHĀKARA, Bomb.	c.1811	?  
1	BHĀNUDĪKṢITA	c.1812	?  
1	ŚĪTALĀSTOTRA	c.1813	?  
1	JAIM. BHĀR. ĀŚVAMEDHIKAPARVAN	c.1814	?  
1	BṚHANNĀRADĪYA	c.1815	?  
1	BṚHANNĀRADĪYA-P.	c.1816	?  
1	MĀDHAVABHĀṢYA	c.1817	?  
1	ŚĀṬY. BR.	c.1818	?  
1	ŚRĀDDHACINTĀMAṆI	c.1820	?  
1	ŚYĀMĀS.	c.1821	?  
1	STENZLER, De lex. sanscr. principiis	c.1823	? 
1	UDBHAṬADVYARTHAPADYA	c.1825	?  
1	DAMAYANTĪK.	c.1826	?  
1	DHANVANT.	c.1827	?  
1	WILSONE	c.1828	?  
1	WEST. DHĀTUP.	c.1830a	Radices Linguae Sanscrite by N. L. Westergaard, 1841  
1	RĀMAŚARMAN	c.1831	?  
1	VIṢṆUDHARM.	c.1832	?  
1	RANTID.	c.1833	?  
1	LOIS. DESL.	c.1835	?  
1	MARĪCI	c.1840	?  
1	HARIHARASTOTRA	c.1841	?  
1	DEVARĀJAY	c.1842	?  
1	GAṄGĀVATARAṆA	c.1843	?  
1	GAYĀPADDH.	c.1845	?  
1	JYOTIṢMATĪ	c.1847	?  
1	HAUGHT	c.1848	?  
1	JANMĀṢṬAMĪVRATAKATHĀ	c.1849	?  
1	JAYĀDITYA	c.1850	?  
1	VALLABHAGAṆI	c.1852	?  
1	GAUNARDA	c.1853	?  
1	MEDHĀTITHI	c.1854	?  
1	KĀŚ. zu K.	c.1860	?  
1	KALĀPA	c.1861	?  
1	MALLINĀTHA	c.1862	?  
1	KĀMĀKHYĀRŪPANIRṆAYA	c.1863	?  
1	BHĀSKARAMIŚRA	c.1864	?  
1	MĀṆḌŪKĪ ŚIKṢĀ	c.1865	?  
1	UTPALINĪK.	c.1866	?  
1	UTPALINĪKOŚA	c.1866a	?  
1	KĀYYĀD.	c.1868	?  
1	TANTRACŪḌĀMAṆI	c.1870	?  
1	MÜLLER, Lect.	c.1871	?  
1	BHAṬṬIK	c.1873	?  
1	KUṆḌAPR.	c.1874	?  
1	PARAMĀDĪŚVARA	c.1880	?  
1	RÖDIGER	c.1881	?  
1	PRABODHAC.	c.1882	?  
1	PARĀŚARAPADDHATI	c.1884	?  
1	PADYĀVALĪ	c.1888	?  
1	NĀRĀYAṆADHYĀNA	c.1889	?  
1	PARIBH.	c.1890	?  
1	ŚUK. Pet. Hdschr.	c.1891	?  
1	VIŚVAPRAKĀŚA	c.1892	?  
1	NAKṢATRAKALPA	c.1893	?  
1	RAGHUNANDANA	c.1895	?  
1	PURUṢOTT.	c.1896	?  
1	RAGHUNĀTHAM	c.1897	?  
1	TANTRAPRAMODA	c.1900	?  
1	RASAMANJARĪ	c.1902	?  
1	KÖPPEN. Rel. d. Buddha	c.1903	?  
1	PRĀYAŚCITTAVIVEKASAṂGRAHA	c.1904	?  
1	RĀTRILAGNANIRŪPAṆA	c.1906	?  
1	WEST. Rad.	c.1907	Radices Linguae Sanscrite by N. L. Westergaard, 1841   
1	SARVASĀRA	c.1909	?  
1	NAVAPR.	c.1911	?  
1	WESTERGAARD, Radices	c.1912	Radices Linguae Sanscrite by N. L. Westergaard, 1841   
1	WEST. Radices	c.1912a	Radices Linguae Sanscrite by N. L. Westergaard, 1841   
1	RĀJ.	c.1913	?  
1	SIDDHĀNTAŚ	c.1914	?  
1	SĀRĀVALĪ	c.1915	?  
1	SĀGARŪPĀKHYĀNA	c.1917	?  
1	SĀṂKṢIPTAS.	c.1919	?  
1	SĀRACANDRIKĀ	c.1922	?  
1	ŚUDDHITATTVAṬĪKĀ	c.1925	?  
1	PURUṢOTTAMATATTVA	c.1927	?  
1	HAUGTH.	c.1929	?  
1	TĀLAKHAṆḌA	c.1933	?  
1	MAHEŚVARATĪRTHAE	c.1934	?  
1	SMṚTITATTVA	c.1935	?  
1	SMṚTITANTRA	c.1935a	?  
1	JYOTIST	c.1936	?  
1	SCHMIDT, Tib. Wört.	c.1938	?  
1	VIDAGDHAMĀDHAVA	c.1940	?  
1	VṚTTARATNĀVALĪ.	c.1941	?  
1	VṚDDHĀDITYASAṂHITĀ	c.1942	?  
1	KĀTANTRAVṚ.	c.1943	?  
1	VETĀLAPAÑCAV.	c.1944	?  
1	GAṆARATNAMAH.	c.1945	?  
1	ARRIAN Ind.	c.1946	? 
1	ARUṆA	c.1947	? 
1	BHAGĪRATHA	c.1948	? 
1	MAHĀVAṂSA	c.1951	? 
1	RATNĀVALĪ	c.1953	? 
1	VENDIDĀD	c.1954	? 
1	F. E. HALL	c.1955	? 
1	BRĀHMAṆAKULĀCĀRYAKĀRIKĀ	c.1957	? 
1	RABHASAKOŚA	c.1958	? 
1	VIṢṆUSIDDHĀNTASĀRĀVALĪ	c.1960	? 
1	KALPAS.	c.1962	?  
1	CAURAPAÑCĀŚIKĀ	c.1965	?  
1	DURGAS.	c.1968	?  
1	ĀRAṆYAGĀNA	c.1974	?  
1	ĀRAṆYASAṂH.	c.1975	?  
1	AGASTYASAṂH	c.1982	?  
1	UTKALAKALIKĀ	c.1990	?  
1	DHARA.	c.1995	?  
1	KĀVYASAṂGRAHA	c.1996	?  
1	BHAGRAHAYUTY.	c.1997	?  
1	BHĀGRAHAYUTYADHY.	c.1998	?  
1	GUPTASĀDHANATATTVA	c.2000	?  
1	ŚABDAMUKTĀM.	c.2001	?  
1	LASSEN, Institt. ling. pr.	c.2002a	?  
1	LASSEN, Institutiones linguae pr.	c.2002e	?  
1	LASSEN, Institutt.	c.2002f	?  
1	LAKṢMĪCARITRA	c.2003	?  
1	ĀŚVAM.	c.2005	?  
1	DRIRŪPAK.	c.2010	?  
1	BṚHANNĀRAD.	c.2012	?  
1	YOGASĀRA	c.2015	?  
1	VĀCASPATIMIŚRA	c.2019	?  
1	ĀŚRAMOP.	c.2020	?  
1	As. J. new	c.2024	? 
1	Monatsb. d. B. Akad.	c.2029	? 
1	Monatsber. 1859	c.2032	? 
1	VIDYĀRAṆYAMUNI	c.2040	?  
1	ŚRĪPATISAṂHITĀ	c.2041	?  
1	DHĀTUVṚTTI	c.2042	?  
1	RĀJARĀJEŚVARĪTANTRA	c.2043	?  
1	MĀDHAVĪ	c.2044	?  
1	VYAVAHĀRATATTVA	c.2045	?  
1	KĀLAKAUMUDĪ	c.2046	?  
1	BHAṬAPRAKĀŚIKĀ	c.2047	?  
1	JĀTARATNA	c.2048	?  
1	CANDRAGOMIN	c.2049	?  
1	CANDRAKĪRTI	c.2049a	?  
1	CANDRĀLOKA	c.2049b	?  
1	CHANDORṆAVA	c.2050	?  
1	ṢAṬCAKRAPRAKĀŚA	c.2051	?  
1	MANTRA	c.2054	?  
1	BĀṢKALOP.	c.2055	?  
1	ŚIVASŪTRĀṆI	c.2056	?  
1	DURGAṬĪKĀṬIPPANI	c.2057	?  
1	SAṂVATSARAKAUMUDĪ	c.2058	?  
1	DATTAKAMĪM.	c.2059	?  
1	TATTVABODHANĪ	c.2060	?  
1	SĀRASAṂGRAHA	c.2061	?  
1	JĀṬĀDH.	c.2062	?  
1	ŚĀKTĀNANDATARAṂGIṆĪ	c.2064	?  
1	VEDA	c.2066	?  
1	YĀMITRAVEDHA	c.2067	?  
1	KĀMRAN.	c.2068	?  
1	VĪJAGAṆITA	c.2069	?  
1	KRAMACANDRIKĀ	c.2071	?  
1	PRAKĪRṆĀKHY	c.2074	? 
1	STENZLER, de Lexicogr. sanscr. principils	c.2076	? 
1	ŚRUT. BR.	c.2078a	? 
1	DEVĪNIRUKTĀDHY.	c.2080	?  
1	MAREŚVARA	c.2081	?  
1	LASSEN, De Pent.	c.2083	?  
1	GOT. DH.	c.2085	?  
1	PRĀYAŚCITTAVIV.	c.2086	?  
1	SVARGAKHAṆḌA	c.2088	?  
1	ŚṚṄGĀR.	c.2089	?  
1	YOGATATTVA	c.2093	?  
1	ĀHNIKATATTVA	c.2094	?  
1	BṚHANNĪLATANTRA	c.2096	?  
1	AŚVAGR.	c.2098	? 
1	NṚS. UP.	c.2099	? 
1	GOLABANDH.	c.2101	? 
1	DURGĀNĀMASAHASRASTOTRA	c.2103	? 
1	WILS. Lex. 1ste Ausg. Pref. XXIV.	c.2104	? 
1	TATTVAK.	c.2106	? 
1	R. (ed. ŚRĪR.)	c.2107a	RĀMĀYAṆA Śrīr. (?) edition
1	VĀTSY. K.	c.2108	?  
1	HEMĀDRĪYAVRATAKHAṆḌA	c.2110	? 
1	KṚTYATATTVĀRṆAVA	c.2112	? 
1	MADANARATNA	c.2113	? 
1	Буслаева	c.2114	Ѳ. Буслаевъ. Опытъ исторической грамматики русскаго языка. Москва, 1858. (F. Bus
1	Минаевъ	c.2115	И. Минаевъ. Пратимокша-сутра, буддійскій служебникъ. Санктпетербургъ, 1869. (I. 
1	Jahresb. d. d. m. G.	c.2118	? 
1	VIJÑĀNEŚVARA	c.2121	? 
1	BÖHTLINGK, Ueber die Sprache der Jakuten	c.2125	BÖHTLINGK, Ueber die Sprache der Jakuten 
1	VIKR. (LENZ)	c.2126	? 
1	SV. Padap.	c.2127	SĀMAVEDA padapĀṭha ? 
1	IL.	c.2128	? 
1	BERLIC, Gramm. der illir. Sprache	c.2131	Grammatik Der Illirischen Sprache by I.Al. Berlic, 1842 
1	LACEPÉDE	c.2132	? Bernard Germain de Lacépède, contributor to Histoire Naturelle, générale et pa
1	SCHLEICHER, Lit. Gr.	c.2133	? Lithuanian Grammar, byAugust Schleicher (1821-1868) 
1	LANGLOIS t. I.	c.2134	Chefs-d'oeuvre du théatre indien, 1828 French translation by Alexandre Langlois
1	ŚĀK. (ed. WILL.)	c.2135	Śākuntala, translated by Monier-Williams, 1853 
1	ŚĀK. (ed. MON. WILL.)	c.2135a	Śākuntala, translated by Monier-Williams, 1853 
1	KĀŚĪN.	c.2136	? 
1	MĀLATĪM. (ed. LASS.)	c.2138	? 
1	MĀLATĪM. ed. LASS.	c.2138a	? 
1	ARIEL	c.2139	? 
1	KAVIRAU.	c.2140	? 
1	CURTIUS, Griech. Etym.	c.2142	Grundzüge der griechischen etymologie (1879) by Georg Curtius (1820-1885) 
1	DURGĀSTAVA	c.2144	? 
1	BRAHMASIDDH.	c.2145	? 
1	ALAṂK. K.	c.2146	? 
1	DURGĀCĀRYA	c.2147	? 
1	H. v. RHEEDE, Hortus Indicus Malabaricus 	c.2148	? 
1	ŚĀKALYASAṂHITĀPARIŚIṢṬA	c.2152	? 
1	YOGATATTVOP.	c.2153	? 
1	Journ. of the R. As. Soc.	c.2154	? 
1	Journ. of the R. A. S.	c.2154a	? 
1	KOPPEN	c.2155	? 
1	VIKRAMĀṄKADEVACARITA	c.2158	? 
1	SARVOPAN.	c.2163	? 
1	SPIEGEL, Gramm. der Pārsisprache	c.2164	? 
1	VṚNDĀVANAŚ.	c.2165	? 
1	SPIEGEL, Liber de off. sacerd. buddh. 	c.2166	Liber De Offichs Sacerdotum Buddhicorum, 1841, by Fridericus Spiegel 
1	WIND. Die Philos. im Fortg. d. Weltg.	c.2167	? 
1	CARR, Sanskrit Proverbs	c.2168	? 
1	WEBER, Indische Skizzen	c.2169	? WEBER, Indische Skizzen 
1	STENZLER, De lexicogr. sanscr. principiis	c.2170	? 
1	HOEFER, Sanskrit-Lesebuch	c.2173	? 
1	GOLĀDHY. GRAHMAṆAV.	c.2175	? 
1	WEBER, Indische Streifen	c.2176	Indische streifen. Eine sammlung von bisher in zeitschriften zerstreuten kleiner
1	A Catal. of Skt Mss. in priv. libr. of the north-west prov.	c.2177	? 
1	A Catal. of Skt Mss. in priv. libr. of the north-west provinces	c.2177a	? 
1	KĀṬAV.	c.2178	? 
1	RUDRAYĀMALOTTARAKH.	c.278a	?  
1	RUDRAYĀMALAT.	c.278b	?  
1	BRAHMAV.-P.	c.321b	BRAHMAVAIVARTAPURĀṆA?  
1	DIVYĀVADĀNA	c.353a	? 
1	GARUḌAP.	c.354b	GARUḌA-PURĀṆA? 
1	MACK.	c.359a	MACK. Coll.? 
1	MADANAPĀLA	c.360a	 ? 
1	MADANAVIN.	c.361	MADANAVINODA ? 
1	MUELLER	c.362a	? 
1	MÜLL.	c.362b	? 
1	NṚSIṂHATĀPANĪYOPANIṢAD	c.364a	 ? 
1	Z.	c.365	?  
1	VṚDDHA-BṚHASP.	c.367	VṚDDHABṚHASPATI ? 
1	Verz. d. T. H.	c.372a	? 
1	Verz. d. T. Hdschrr.	c.372c	? 
1	Tüb. Hdschr.	c.372d	? 
1	HEMAC.	c.376a	HEMACANDRA ? 
1	BOEHTL.	c.377c	? 
1	AMṚTANĀD. UP.	c.386	AMṚTANĀDOPANIṢAD  ? 
1	BHAVIṢYOTT.-P.	c.389a	BHAVIṢYOTTARAPURĀṆA ? 
1	ŚĀṄKH. ĀR.	c.393	? [Cologne addition]
1	ŚABDAKAUSTUBHA	c.394	ŚABDAKAUSTUBHA ? 
1	G. BÜHLER	c.398	? 
1	J. GRIMM	c.401	Jacob Grimm (1785-1863), German author, linguist, philologist, jurist, and folkl
1	GRIMM, Wört.	c.401a	? 
1	J. As. S. Lond. N.	c.403	? 
1	Or. u. Occ.	c.408a	? 
1	PTOLEMAEUS	c.410	? 
1	PTOLEMAIOS	c.410a	? 
1	PTOLEM.	c.410b	? 
1	PTOL.	c.410c	? 
1	RAVERTY	c.411	? 
1	ROER	c.414a	? 
1	ROEDIGER und POTT	c.415	? 
1	Journ. of the Roy. As. Soc. of Gr. Br. & Ir.	c.419	? 
1	SAṂSKH. K.	c.421c	? 
1	SCHMIDT	c.426	? 
1	STAN. JULIEN	c.430	? 
1	ST. JULIEN, Les Avadānas	c.430b	? 
1	STEV.	c.431	? 
1	Spruch	c.434	? 
1	TAITT. SAṂH.	c.436	? 
1	TH. AUFRECHT	c.437	? 
1	TH. GOLDSTÜCKER.	c.438	? 
1	VAIV. P.	c.442	 ? 
1	VṚDDHA-MANU	c.448a	 ? 
1	W. PERTSCH	c.450	 ? 
1	WALKER	c.451	 ? 
1	WALLICH	c.452	 ? 
1	WIGHT	c.456	 ? 
1	WINDISCH	c.458	 ? 
1	YATES, Gr.	c.460	 ? 
1	BHAGAṆĀDH.	c.484	?  
1	PĀTĀDH.	c.495	?  
1	KĀPIŚĀV.	c.561	?  
1	BHĀTUP.	c.562	?  
1	ĀHN.	c.563	?  
1	SABVADARŚANAS.	c.565	?  
1	KATHĀH.	c.566	?  
1	KĀUŚ.	c.568	?  
1	KṢITĪC.	c.570	?  
1	NĪDĀNAS.	c.574	?  
1	ŚAṂKARAVIJ.	c.576	?  
1	RAGG.	c.579	?  
1	ṢAḌV.	c.582	?  
1	KĀYVAPR.	c.583	?  
1	ŚĪC.	c.584	?  xs
1	PARŚVANĀTHAK.	c.588	?  
1	GAṆAPATIKH.	c.590	?  
1	BĀṢĀP.	c.594	?  
