source,inheritor,source_size,inheritor_size,intersection,containment,lift,pmi,rare_cont_2,src_rare_2,rare_cont_3,src_rare_3,rare_cont_5,src_rare_5,excl_pair,source_year,inheritor_year,temporal_plausible,both_in_L0
LRV,STC,48259,23986,9814,0.2034,3.983,1.994,0.0001,11043,0.0007,12895,0.0032,18338,1,1889,1932,True,True
MW72,LAN,51159,4726,3175,0.0621,6.17,2.625,0.0002,5555,0.0007,8434,0.0022,18251,1,1872,1884,True,False
MW72,VEI,51159,3704,2180,0.0426,5.405,2.434,0.0002,5555,0.0007,8434,0.0076,18251,1,1872,1912,True,True
PUI,ARMH,11730,6673,1525,0.13,9.154,3.194,0.0002,5324,0.0007,5714,0.0023,6812,1,1951,1861,False,False
PUI,BUR,11730,19146,2017,0.172,4.22,2.077,0.0002,5324,0.0007,5714,0.0013,6812,1,1951,1866,False,True
PUI,CAE,11730,38484,3302,0.2815,3.437,1.781,0.0002,5324,0.0007,5714,0.0051,6812,1,1951,1891,False,True
PUI,MD,11730,20103,2379,0.2028,4.74,2.245,0.0002,5324,0.0007,5714,0.0023,6812,1,1951,1893,False,True
PUI,SHS,11730,46730,3149,0.2685,2.699,1.433,0.0006,5324,0.0007,5714,0.0044,6812,3,1951,1900,False,True
PWG,FRI,106083,7775,5315,0.0501,3.028,1.598,0.0011,7136,0.0007,27672,0.0041,55798,8,1855,1956,True,True
PWKVN,BEN,14995,17036,1559,0.104,2.867,1.52,0.0,463,0.0007,2971,0.0012,9703,0,n/a,1866,True,False
PWKVN,CAE,14995,38484,2862,0.1909,2.33,1.22,0.0,463,0.0007,2971,0.0191,9703,0,n/a,1891,True,False
PWKVN,STC,14995,23986,2929,0.1953,3.826,1.936,0.0,463,0.0007,2971,0.0483,9703,0,n/a,1932,True,False
SCH,ABCH,28455,11584,2601,0.0914,3.707,1.89,0.0005,9208,0.0007,11872,0.0012,19371,5,1928,1896,False,False
SHS,BHS,46730,17777,2610,0.0559,1.476,0.562,0.0006,1554,0.0007,4282,0.0026,10895,1,1900,1953,True,True
SKD,BHS,40817,17777,607,0.0149,0.393,-1.347,0.0003,26383,0.0007,31649,0.0021,34309,8,1886,1953,True,True
SKD,KRM,40817,1698,881,0.0216,5.972,2.578,0.0001,26383,0.0007,31649,0.0085,34309,2,1886,1965,True,True
STC,GST,23986,6761,1363,0.0568,3.949,1.981,0.0,2221,0.0007,4088,0.0023,7858,0,1932,1856,False,True
STC,PE,23986,6623,1829,0.0763,5.409,2.435,0.0,2221,0.0007,4088,0.0027,7858,0,1932,1975,True,False
VCP,FRI,48636,7775,3902,0.0802,4.848,2.277,0.0003,5955,0.0007,7491,0.0011,15836,2,1873,1956,True,True
VCP,VEI,48636,3704,1819,0.0374,4.744,2.246,0.0003,5955,0.0007,7491,0.0022,15836,2,1873,1912,True,True
YAT,FRI,44720,7775,4109,0.0919,5.552,2.473,0.0,2085,0.0007,4420,0.0012,10319,0,1846,1956,True,True
YAT,PUI,44720,11730,3102,0.0694,2.778,1.474,0.0014,2085,0.0007,4420,0.0029,10319,3,1846,1951,True,True
ACC,IEG,32576,7575,325,0.01,0.619,-0.692,0.0003,23340,0.0006,27163,0.001,30608,8,1962,1966,True,False
ACC,PUI,32576,11730,736,0.0226,0.905,-0.144,0.0002,23340,0.0006,27163,0.0016,30608,5,1962,1951,False,True
AP90,SCH,34277,28455,2737,0.0798,1.318,0.399,0.0001,11434,0.0006,16351,0.0024,18547,1,1890,1928,True,True
BUR,ABCH,19146,11584,5205,0.2719,11.027,3.463,0.0002,4550,0.0006,4718,0.0027,5153,1,1866,1896,True,False
BUR,IEG,19146,7575,1175,0.0614,3.807,1.928,0.0007,4550,0.0006,4718,0.0012,5153,3,1866,1966,True,False
CCS,AP90,28751,34277,6294,0.2189,3.001,1.585,0.0,640,0.0006,1648,0.0012,6086,0,1887,1890,True,True
CCS,BEN,28751,17036,9605,0.3341,9.214,3.204,0.0,640,0.0006,1648,0.0294,6086,0,1887,1866,False,True
CCS,GST,28751,6761,1071,0.0373,2.589,1.372,0.0016,640,0.0006,1648,0.0012,6086,1,1887,1856,False,True
CCS,IEG,28751,7575,1606,0.0559,3.465,1.793,0.0,640,0.0006,1648,0.0012,6086,0,1887,1966,True,False
CCS,INM,28751,9454,2780,0.0967,4.805,2.265,0.0016,640,0.0006,1648,0.003,6086,1,1887,1904,True,True
CCS,SKD,28751,40817,1528,0.0531,0.612,-0.709,0.0016,640,0.0006,1648,0.0026,6086,1,1887,1886,False,True
CCS,VEI,28751,3704,1919,0.0667,8.467,3.082,0.0,640,0.0006,1648,0.0039,6086,0,1887,1912,True,True
GRA,BHS,11108,17777,599,0.0539,1.425,0.511,0.0008,1212,0.0006,1569,0.0011,3668,1,1873,1953,True,True
GRA,IEG,11108,7575,538,0.0484,3.004,1.587,0.0,1212,0.0006,1569,0.0014,3668,0,1873,1966,True,False
GRA,PWKVN,11108,14995,879,0.0791,2.479,1.31,0.0,1212,0.0006,1569,0.0022,3668,0,1873,n/a,True,False
GRA,SCH,11108,28455,1277,0.115,1.898,0.925,0.0008,1212,0.0006,1569,0.0022,3668,1,1873,1928,True,True
GRA,SKD,11108,40817,713,0.0642,0.739,-0.437,0.0008,1212,0.0006,1569,0.0014,3668,1,1873,1886,True,True
GRA,STC,11108,23986,2722,0.245,4.8,2.263,0.0008,1212,0.0006,1569,0.0016,3668,1,1873,1932,True,True
IEG,ABCH,7575,11584,1200,0.1584,6.425,2.684,0.0002,4612,0.0006,4758,0.0016,5126,1,1966,1896,False,False
IEG,BUR,7575,19146,1175,0.1551,3.807,1.928,0.0007,4612,0.0006,4758,0.0012,5126,3,1966,1866,False,False
IEG,PGN,7575,470,48,0.0063,6.335,2.663,0.0007,4612,0.0006,4758,0.0006,5126,3,1966,1978,True,False
MD,IEG,20103,7575,1368,0.068,4.221,2.078,0.0,843,0.0006,1784,0.0032,4325,0,1893,1966,True,False
MD,PWKVN,20103,14995,2431,0.1209,3.789,1.922,0.0,843,0.0006,1784,0.0432,4325,0,1893,n/a,True,False
MW,ACPH,194084,1453,1188,0.0061,1.979,0.985,0.0004,61214,0.0006,93230,0.0022,135524,22,1899,1896,False,False
MW72,ACPH,51159,1453,540,0.0106,3.413,1.771,0.0,5555,0.0006,8434,0.0018,18251,0,1872,1896,True,False
MW72,ARMH,51159,6673,4347,0.085,5.983,2.581,0.0002,5555,0.0006,8434,0.0012,18251,1,1872,1861,False,False
PWG,ABCH,106083,11584,9316,0.0878,3.562,1.833,0.0004,7136,0.0006,27672,0.0061,55798,3,1855,1896,True,False
PWG,ACPH,106083,1453,1022,0.0096,3.115,1.639,0.0007,7136,0.0006,27672,0.0039,55798,5,1855,1896,True,False
PWG,PE,106083,6623,4052,0.0382,2.71,1.438,0.0008,7136,0.0006,27672,0.0096,55798,6,1855,1975,True,False
PWG,SHS,106083,46730,29993,0.2827,2.843,1.507,0.0003,7136,0.0006,27672,0.0087,55798,2,1855,1900,True,True
SCH,ARMH,28455,6673,1894,0.0666,4.687,2.229,0.0005,9208,0.0006,11872,0.0016,19371,5,1928,1861,False,False
AP,ABCH,88667,11584,5130,0.0579,2.347,1.231,0.0002,45732,0.0005,53567,0.0032,61655,10,1957,1896,False,False
AP,IEG,88667,7575,1150,0.013,0.804,-0.314,0.0003,45732,0.0005,53567,0.0011,61655,13,1957,1966,True,False
AP,INM,88667,9454,2226,0.0251,1.248,0.319,0.0002,45732,0.0005,53567,0.0023,61655,7,1957,1904,False,True
AP,PE,88667,6623,1485,0.0167,1.188,0.249,0.0004,45732,0.0005,53567,0.0013,61655,20,1957,1975,True,False
AP90,GST,34277,6761,1725,0.0503,3.497,1.806,0.0,11434,0.0005,16351,0.0037,18547,0,1890,1856,False,True
AP90,PWG,34277,106083,12169,0.355,1.572,0.653,0.0001,11434,0.0005,16351,0.012,18547,1,1890,1855,False,True
CAE,IEG,38484,7575,1779,0.0462,2.867,1.52,0.0005,1894,0.0005,3803,0.002,11180,1,1891,1966,True,False
CAE,PWKVN,38484,14995,2862,0.0744,2.33,1.22,0.0,1894,0.0005,3803,0.0165,11180,0,1891,n/a,True,False
LRV,ACPH,48259,1453,731,0.0151,4.898,2.292,0.0003,11043,0.0005,12895,0.0029,18338,3,1889,1896,True,False
MW72,CCS,51159,28751,13961,0.2729,4.46,2.157,0.0002,5555,0.0005,8434,0.0033,18251,1,1872,1887,True,True
PD,IEG,104959,7575,173,0.0016,0.102,-3.29,0.0004,95979,0.0005,97444,0.0006,100551,41,1976,1966,False,False
PD,INM,104959,9454,262,0.0025,0.124,-3.011,0.0004,95979,0.0005,97444,0.0008,100551,36,1976,1904,False,False
PD,YAT,104959,44720,1558,0.0148,0.156,-2.681,0.0002,95979,0.0005,97444,0.0012,100551,19,1976,1846,False,False
PE,ARMH,6623,6673,1038,0.1567,11.035,3.464,0.0,1621,0.0005,1878,0.0011,2664,0,1975,1861,False,False
PE,YAT,6623,44720,2115,0.3193,3.355,1.746,0.0,1621,0.0005,1878,0.0049,2664,0,1975,1846,False,False
PUI,ACPH,11730,1453,231,0.0197,6.368,2.671,0.0002,5324,0.0005,5714,0.001,6812,1,1951,1896,False,False
PUI,GRA,11730,11108,1080,0.0921,3.894,1.961,0.0,5324,0.0005,5714,0.0015,6812,0,1951,1873,False,True
PUI,VEI,11730,3704,818,0.0697,8.846,3.145,0.0006,5324,0.0005,5714,0.0013,6812,3,1951,1912,False,True
PUI,YAT,11730,44720,3102,0.2645,2.778,1.474,0.0006,5324,0.0005,5714,0.0044,6812,3,1951,1846,False,True
PW,BUR,151349,19146,12569,0.083,2.038,1.027,0.0003,29633,0.0005,60099,0.0016,98183,10,1879,1866,False,True
SHS,BOP,46730,8505,6094,0.1304,7.204,2.849,0.0,1554,0.0005,4282,0.0034,10895,0,1900,1847,False,True
SHS,IEG,46730,7575,1885,0.0403,2.502,1.323,0.0006,1554,0.0005,4282,0.0023,10895,1,1900,1966,True,False
SHS,MD,46730,20103,9280,0.1986,4.641,2.215,0.0,1554,0.0005,4282,0.0029,10895,0,1900,1893,False,True
SKD,SCH,40817,28455,983,0.0241,0.398,-1.33,0.0001,26383,0.0005,31649,0.0022,34309,3,1886,1928,True,True
STC,ACPH,23986,1453,372,0.0155,5.015,2.326,0.0005,2221,0.0005,4088,0.0004,7858,1,1932,1896,False,False
STC,ARMH,23986,6673,3483,0.1452,10.224,3.354,0.0,2221,0.0005,4088,0.0013,7858,0,1932,1861,False,False
STC,IEG,23986,7575,1368,0.057,3.538,1.823,0.0,2221,0.0005,4088,0.0013,7858,0,1932,1966,True,False
STC,PWKVN,23986,14995,2929,0.1221,3.826,1.936,0.0,2221,0.0005,4088,0.0597,7858,0,1932,n/a,True,False
VCP,BOP,48636,8505,5367,0.1104,6.096,2.608,0.0007,5955,0.0005,7491,0.0013,15836,4,1873,1847,False,True
WIL,BOP,43939,8505,5633,0.1282,7.082,2.824,0.0,995,0.0005,3650,0.0034,9924,0,1832,1847,True,True
WIL,MD,43939,20103,8799,0.2003,4.68,2.227,0.001,995,0.0005,3650,0.0022,9924,1,1832,1893,True,True
WIL,SCH,43939,28455,5120,0.1165,1.924,0.944,0.0,995,0.0005,3650,0.0054,9924,0,1832,1928,True,True
YAT,INM,44720,9454,2876,0.0643,3.196,1.676,0.0005,2085,0.0005,4420,0.0017,10319,1,1846,1904,True,True
YAT,KRM,44720,1698,567,0.0127,3.508,1.811,0.0,2085,0.0005,4420,0.0048,10319,0,1846,1965,True,True
YAT,MD,44720,20103,9074,0.2029,4.742,2.246,0.0,2085,0.0005,4420,0.0022,10319,0,1846,1893,True,True
ACC,BHS,32576,17777,402,0.0123,0.326,-1.616,0.0002,23340,0.0004,27163,0.0013,30608,5,1962,1953,False,True
ACC,INM,32576,9454,648,0.0199,0.989,-0.017,0.0001,23340,0.0004,27163,0.0009,30608,3,1962,1904,False,True
AP,ACC,88667,32576,717,0.0081,0.117,-3.1,0.0001,45732,0.0004,53567,0.0014,61655,5,1957,1962,True,True
AP,BEN,88667,17036,7674,0.0865,2.387,1.255,0.0001,45732,0.0004,53567,0.0019,61655,4,1957,1866,False,True
AP,BUR,88667,19146,7254,0.0818,2.008,1.006,0.0001,45732,0.0004,53567,0.0013,61655,5,1957,1866,False,True
AP,GRA,88667,11108,3716,0.0419,1.773,0.826,0.0,45732,0.0004,53567,0.0026,61655,1,1957,1873,False,True
AP90,CAE,34277,38484,7770,0.2267,2.768,1.469,0.0001,11434,0.0004,16351,0.0041,18547,1,1890,1891,True,True
AP90,PW,34277,151349,12497,0.3646,1.132,0.179,0.0001,11434,0.0004,16351,0.0111,18547,1,1890,1879,False,True
AP90,SHS,34277,46730,9381,0.2737,2.752,1.46,0.0001,11434,0.0004,16351,0.0041,18547,1,1890,1900,True,True
BHS,BUR,17777,19146,1569,0.0883,2.166,1.115,0.0005,10915,0.0004,11581,0.0013,13701,5,1953,1866,False,True
BHS,MCI,17777,2325,307,0.0173,3.49,1.803,0.0003,10915,0.0004,11581,0.0008,13701,3,1953,1993,True,True
BUR,BEN,19146,17036,7326,0.3826,10.553,3.4,0.0,4550,0.0004,4718,0.0054,5153,0,1866,1866,True,True
BUR,GST,19146,6761,827,0.0432,3.002,1.586,0.0002,4550,0.0004,4718,0.0017,5153,1,1866,1856,False,True
BUR,PE,19146,6623,1381,0.0721,5.117,2.355,0.0002,4550,0.0004,4718,0.0008,5153,1,1866,1975,True,False
IEG,AP90,7575,34277,814,0.1075,1.473,0.559,0.0,4612,0.0004,4758,0.002,5126,0,1966,1890,False,False
IEG,ARMH,7575,6673,930,0.1228,8.644,3.112,0.0002,4612,0.0004,4758,0.0006,5126,1,1966,1861,False,False
IEG,CAE,7575,38484,1779,0.2349,2.867,1.52,0.0002,4612,0.0004,4758,0.0043,5126,1,1966,1891,False,False
IEG,KRM,7575,1698,129,0.017,4.712,2.236,0.0004,4612,0.0004,4758,0.0004,5126,2,1966,1965,False,False
IEG,SHS,7575,46730,1885,0.2488,2.502,1.323,0.0002,4612,0.0004,4758,0.0049,5126,1,1966,1900,False,False
IEG,STC,7575,23986,1368,0.1806,3.538,1.823,0.0,4612,0.0004,4758,0.002,5126,0,1966,1932,False,False
LRV,LAN,48259,4726,2994,0.062,6.168,2.625,0.0001,11043,0.0004,12895,0.0015,18338,1,1889,1884,False,False
MW,MCI,194084,2325,1690,0.0087,1.76,0.815,0.0001,61214,0.0004,93230,0.0015,135524,8,1899,1993,True,True
MW72,ABCH,51159,11584,6737,0.1317,5.341,2.417,0.0,5555,0.0004,8434,0.0026,18251,0,1872,1896,True,False
PUI,ABCH,11730,11584,2086,0.1778,7.213,2.851,0.0002,5324,0.0004,5714,0.0025,6812,1,1951,1896,False,False
PUI,BOP,11730,8505,1631,0.139,7.681,2.941,0.0002,5324,0.0004,5714,0.0006,6812,1,1951,1847,False,True
PUI,FRI,11730,7775,1372,0.117,7.068,2.821,0.0002,5324,0.0004,5714,0.001,6812,1,1951,1956,True,True
PUI,KRM,11730,1698,152,0.013,3.586,1.842,0.0002,5324,0.0004,5714,0.0007,6812,1,1951,1965,True,True
PW,BOP,151349,8505,7045,0.0465,2.571,1.363,0.0001,29633,0.0004,60099,0.0012,98183,2,1879,1847,False,True
PW,LAN,151349,4726,4100,0.0271,2.693,1.429,0.0001,29633,0.0004,60099,0.0018,98183,2,1879,1884,True,False
PW,MCI,151349,2325,1539,0.0102,2.055,1.039,0.0001,29633,0.0004,60099,0.0018,98183,3,1879,1993,True,True
PWG,BUR,106083,19146,12538,0.1182,2.9,1.536,0.0003,7136,0.0004,27672,0.0019,55798,2,1855,1866,True,True
PWG,LAN,106083,4726,3924,0.037,3.677,1.879,0.0006,7136,0.0004,27672,0.0017,55798,4,1855,1884,True,False
PWG,PWKVN,106083,14995,4041,0.0381,1.194,0.255,0.0,7136,0.0004,27672,0.0057,55798,0,1855,n/a,True,False
PWG,YAT,106083,44720,28805,0.2715,2.853,1.512,0.0,7136,0.0004,27672,0.0057,55798,0,1855,1846,False,True
SCH,MD,28455,20103,3870,0.136,3.179,1.668,0.0001,9208,0.0004,11872,0.0117,19371,1,1928,1893,False,True
SKD,BUR,40817,19146,2107,0.0516,1.267,0.341,0.0002,26383,0.0004,31649,0.0019,34309,4,1886,1866,False,True
VCP,MD,48636,20103,9455,0.1944,4.544,2.184,0.0,5955,0.0004,7491,0.0046,15836,0,1873,1893,True,True
VCP,SNP,48636,448,343,0.0071,7.396,2.887,0.0003,5955,0.0004,7491,0.0012,15836,2,1873,1974,True,False
ACC,CAE,32576,38484,1448,0.0444,0.543,-0.882,0.0,23340,0.0003,27163,0.0029,30608,0,1962,1891,False,True
ACC,MW72,32576,51159,944,0.029,0.266,-1.91,0.0001,23340,0.0003,27163,0.0039,30608,3,1962,1872,False,True
AP,ARMH,88667,6673,3073,0.0347,2.44,1.287,0.0,45732,0.0003,53567,0.0011,61655,2,1957,1861,False,False
AP90,BUR,34277,19146,5615,0.1638,4.02,2.007,0.0,11434,0.0003,16351,0.001,18547,0,1890,1866,False,True
BHS,ACPH,17777,1453,157,0.0088,2.856,1.514,0.0001,10915,0.0003,11581,0.0004,13701,1,1953,1896,False,False
BHS,BEN,17777,17036,1704,0.0959,2.644,1.403,0.0001,10915,0.0003,11581,0.0008,13701,1,1953,1866,False,True
BHS,KRM,17777,1698,140,0.0079,2.179,1.124,0.0003,10915,0.0003,11581,0.0004,13701,3,1953,1965,True,True
BHS,MD,17777,20103,1764,0.0992,2.319,1.214,0.0002,10915,0.0003,11581,0.0024,13701,2,1953,1893,False,True
BHS,SHS,17777,46730,2610,0.1468,1.476,0.562,0.0001,10915,0.0003,11581,0.002,13701,1,1953,1900,False,True
BHS,WIL,17777,43939,2529,0.1423,1.521,0.605,0.0,10915,0.0003,11581,0.002,13701,0,1953,1832,False,True
CAE,ABCH,38484,11584,5991,0.1557,6.314,2.659,0.0,1894,0.0003,3803,0.0014,11180,0,1891,1896,True,False
CAE,ACSJ,38484,634,272,0.0071,5.238,2.389,0.0005,1894,0.0003,3803,0.0003,11180,1,1891,1896,True,False
CAE,SHS,38484,46730,14727,0.3827,3.848,1.944,0.0,1894,0.0003,3803,0.0082,11180,0,1891,1900,True,True
CAE,SKD,38484,40817,1702,0.0442,0.509,-0.974,0.0005,1894,0.0003,3803,0.0015,11180,1,1891,1886,False,True
CAE,WIL,38484,43939,13905,0.3613,3.864,1.95,0.0,1894,0.0003,3803,0.0055,11180,0,1891,1832,False,True
INM,ACPH,9454,1453,252,0.0267,8.619,3.108,0.0,2564,0.0003,2934,0.0012,4268,0,1904,1896,False,False
INM,AP90,9454,34277,1193,0.1262,1.73,0.791,0.0,2564,0.0003,2934,0.0023,4268,0,1904,1890,False,True
INM,ARMH,9454,6673,1289,0.1363,9.6,3.263,0.0,2564,0.0003,2934,0.0002,4268,0,1904,1861,False,False
INM,BUR,9454,19146,1705,0.1803,4.426,2.146,0.0,2564,0.0003,2934,0.0019,4268,0,1904,1866,False,True
INM,CCS,9454,28751,2780,0.2941,4.805,2.265,0.0004,2564,0.0003,2934,0.0042,4268,1,1904,1887,False,True
INM,GST,9454,6761,180,0.019,1.323,0.404,0.0,2564,0.0003,2934,0.0002,4268,0,1904,1856,False,True
INM,SHS,9454,46730,2933,0.3102,3.119,1.641,0.0004,2564,0.0003,2934,0.0035,4268,1,1904,1900,False,True
INM,VEI,9454,3704,659,0.0697,8.842,3.144,0.0004,2564,0.0003,2934,0.0012,4268,1,1904,1912,True,True
PD,CCS,104959,28751,1100,0.0105,0.171,-2.546,0.0001,95979,0.0003,97444,0.0012,100551,7,1976,1887,False,False
PD,PWKVN,104959,14995,2381,0.0227,0.711,-0.492,0.0,95979,0.0003,97444,0.0133,100551,0,1976,n/a,True,False
PW,ACPH,151349,1453,1020,0.0067,2.179,1.124,0.0001,29633,0.0003,60099,0.0022,98183,2,1879,1896,True,False
PW,ARMH,151349,6673,5526,0.0365,2.571,1.362,0.0001,29633,0.0003,60099,0.0016,98183,2,1879,1861,False,False
PWG,AP90,106083,34277,12169,0.1147,1.572,0.653,0.0001,7136,0.0003,27672,0.004,55798,1,1855,1890,True,True
PWG,ARMH,106083,6673,5436,0.0512,3.608,1.851,0.0,7136,0.0003,27672,0.0022,55798,0,1855,1861,True,False
PWG,BOP,106083,8505,6971,0.0657,3.63,1.86,0.0001,7136,0.0003,27672,0.0013,55798,1,1855,1847,False,True
PWG,IEG,106083,7575,2377,0.0224,1.39,0.475,0.0001,7136,0.0003,27672,0.0038,55798,1,1855,1966,True,False
PWG,MCI,106083,2325,1470,0.0139,2.8,1.486,0.0001,7136,0.0003,27672,0.0023,55798,1,1855,1993,True,True
PWKVN,GRA,14995,11108,879,0.0586,2.479,1.31,0.0,463,0.0003,2971,0.0008,9703,0,n/a,1873,True,False
PWKVN,GST,14995,6761,777,0.0518,3.601,1.848,0.0,463,0.0003,2971,0.0028,9703,0,n/a,1856,True,False
PWKVN,MD,14995,20103,2431,0.1621,3.789,1.922,0.0,463,0.0003,2971,0.0193,9703,0,n/a,1893,True,False
SCH,ACPH,28455,1453,232,0.0082,2.636,1.399,0.0003,9208,0.0003,11872,0.0008,19371,3,1928,1896,False,False
SCH,ACSJ,28455,634,153,0.0054,3.985,1.994,0.0003,9208,0.0003,11872,0.0004,19371,3,1928,1896,False,False
SCH,BEN,28455,17036,3141,0.1104,3.044,1.606,0.0,9208,0.0003,11872,0.0015,19371,0,1928,1866,False,True
SCH,BUR,28455,19146,2921,0.1027,2.519,1.333,0.0002,9208,0.0003,11872,0.0005,19371,2,1928,1866,False,True
SCH,GST,28455,6761,928,0.0326,2.266,1.18,0.0001,9208,0.0003,11872,0.0017,19371,1,1928,1856,False,True
SCH,SNP,28455,448,113,0.004,4.165,2.058,0.0002,9208,0.0003,11872,0.0003,19371,2,1928,1974,True,False
SKD,FRI,40817,7775,837,0.0205,1.239,0.309,0.0002,26383,0.0003,31649,0.0006,34309,5,1886,1956,True,True
SKD,IEG,40817,7575,443,0.0109,0.673,-0.571,0.0002,26383,0.0003,31649,0.0009,34309,5,1886,1966,True,False
SKD,INM,40817,9454,637,0.0156,0.776,-0.367,0.0001,26383,0.0003,31649,0.0014,34309,3,1886,1904,True,True
SKD,PD,40817,104959,265,0.0065,0.029,-5.105,0.0002,26383,0.0003,31649,0.001,34309,5,1886,1976,True,False
SKD,STC,40817,23986,1405,0.0344,0.674,-0.569,0.0001,26383,0.0003,31649,0.001,34309,2,1886,1932,True,True
VCP,ACPH,48636,1453,708,0.0146,4.707,2.235,0.0002,5955,0.0003,7491,0.0013,15836,1,1873,1896,True,False
WIL,CAE,43939,38484,13905,0.3165,3.864,1.95,0.0,995,0.0003,3650,0.0062,9924,0,1832,1891,True,True
WIL,IEG,43939,7575,1832,0.0417,2.586,1.371,0.0,995,0.0003,3650,0.002,9924,0,1832,1966,True,False
ACC,GST,32576,6761,84,0.0026,0.179,-2.48,0.0002,23340,0.0002,27163,0.0006,30608,4,1962,1856,False,True
ACC,PGN,32576,470,65,0.002,1.995,0.996,0.0001,23340,0.0002,27163,0.0005,30608,3,1962,1978,True,False
AP,ACPH,88667,1453,552,0.0062,2.013,1.009,0.0,45732,0.0002,53567,0.001,61655,2,1957,1896,False,False
AP,CCS,88667,28751,9980,0.1126,1.839,0.879,0.0,45732,0.0002,53567,0.0039,61655,1,1957,1887,False,True
AP,WIL,88667,43939,14920,0.1683,1.799,0.847,0.0,45732,0.0002,53567,0.0091,61655,1,1957,1832,False,True
AP90,ARMH,34277,6673,2184,0.0637,4.486,2.166,0.0,11434,0.0002,16351,0.0004,18547,0,1890,1861,False,False
AP90,GRA,34277,11108,2897,0.0845,3.575,1.838,0.0,11434,0.0002,16351,0.0023,18547,0,1890,1873,False,True
AP90,MD,34277,20103,6159,0.1797,4.2,2.07,0.0,11434,0.0002,16351,0.0035,18547,0,1890,1893,True,True
BHS,BOP,17777,8505,1126,0.0633,3.499,1.807,0.0001,10915,0.0002,11581,0.0004,13701,1,1953,1847,False,True
BHS,GST,17777,6761,265,0.0149,1.036,0.051,0.0001,10915,0.0002,11581,0.0012,13701,1,1953,1856,False,True
BHS,PGN,17777,470,73,0.0041,4.105,2.037,0.0002,10915,0.0002,11581,0.0002,13701,2,1953,1978,True,False
BUR,ACC,19146,32576,537,0.028,0.405,-1.306,0.0002,4550,0.0002,4718,0.0002,5153,1,1866,1962,True,True
BUR,ACPH,19146,1453,403,0.021,6.806,2.767,0.0,4550,0.0002,4718,0.0002,5153,0,1866,1896,True,False
BUR,INM,19146,9454,1705,0.0891,4.426,2.146,0.0,4550,0.0002,4718,0.0016,5153,0,1866,1904,True,True
IEG,ACPH,7575,1453,124,0.0164,5.293,2.404,0.0002,4612,0.0002,4758,0.0008,5126,1,1966,1896,False,False
IEG,BOP,7575,8505,1057,0.1395,7.709,2.946,0.0002,4612,0.0002,4758,0.0006,5126,1,1966,1847,False,False
IEG,CCS,7575,28751,1606,0.212,3.465,1.793,0.0,4612,0.0002,4758,0.0014,5126,0,1966,1887,False,False
IEG,GRA,7575,11108,538,0.071,3.004,1.587,0.0,4612,0.0002,4758,0.001,5126,0,1966,1873,False,False
IEG,MD,7575,20103,1368,0.1806,4.221,2.078,0.0,4612,0.0002,4758,0.0027,5126,0,1966,1893,False,False
IEG,SNP,7575,448,33,0.0044,4.569,2.192,0.0,4612,0.0002,4758,0.0004,5126,0,1966,1974,True,False
IEG,VEI,7575,3704,354,0.0467,5.928,2.568,0.0,4612,0.0002,4758,0.0004,5126,0,1966,1912,False,False
IEG,WIL,7575,43939,1832,0.2418,2.586,1.371,0.0,4612,0.0002,4758,0.0039,5126,0,1966,1832,False,False
IEG,YAT,7575,44720,1820,0.2403,2.524,1.336,0.0,4612,0.0002,4758,0.0033,5126,0,1966,1846,False,False
LRV,ACSJ,48259,634,406,0.0084,6.235,2.64,0.0002,11043,0.0002,12895,0.0008,18338,2,1889,1896,True,False
LRV,BOP,48259,8505,6054,0.1254,6.93,2.793,0.0,11043,0.0002,12895,0.0016,18338,0,1889,1847,False,True
LRV,CCS,48259,28751,12584,0.2608,4.261,2.091,0.0001,11043,0.0002,12895,0.0064,18338,1,1889,1887,False,True
LRV,GRA,48259,11108,2972,0.0616,2.605,1.381,0.0,11043,0.0002,12895,0.0006,18338,0,1889,1873,False,True
LRV,MCI,48259,2325,881,0.0183,3.689,1.883,0.0001,11043,0.0002,12895,0.0009,18338,1,1889,1993,True,True
LRV,VEI,48259,3704,1426,0.0295,3.748,1.906,0.0001,11043,0.0002,12895,0.0007,18338,1,1889,1912,True,True
MW,ACSJ,194084,634,543,0.0028,2.073,1.052,0.0001,61214,0.0002,93230,0.0004,135524,7,1899,1896,False,False
MW,PGN,194084,470,198,0.001,1.02,0.028,0.0001,61214,0.0002,93230,0.0004,135524,7,1899,1978,True,False
MW,SNP,194084,448,411,0.0021,2.221,1.151,0.0001,61214,0.0002,93230,0.0003,135524,4,1899,1974,True,False
MW72,KRM,51159,1698,593,0.0116,3.207,1.681,0.0002,5555,0.0002,8434,0.0003,18251,1,1872,1965,True,True
PD,FRI,104959,7775,390,0.0037,0.225,-2.155,0.0001,95979,0.0002,97444,0.0004,100551,11,1976,1956,False,False
PD,LAN,104959,4726,254,0.0024,0.241,-2.055,0.0001,95979,0.0002,97444,0.0002,100551,7,1976,1884,False,False
PD,PE,104959,6623,173,0.0016,0.117,-3.096,0.0001,95979,0.0002,97444,0.0004,100551,14,1976,1975,False,False
PD,SHS,104959,46730,1765,0.0168,0.169,-2.564,0.0,95979,0.0002,97444,0.0011,100551,0,1976,1900,False,False
PD,WIL,104959,43939,1763,0.0168,0.18,-2.477,0.0,95979,0.0002,97444,0.0011,100551,0,1976,1832,False,False
