source,inheritor,source_size,inheritor_size,intersection,containment,lift,pmi,rare_cont_2,src_rare_2,rare_cont_3,src_rare_3,rare_cont_5,src_rare_5,excl_pair,source_year,inheritor_year,temporal_plausible,both_in_L0
AP,STC,88667,23986,10035,0.1132,2.217,1.149,0.0007,45732,0.0052,53567,0.0249,61655,33,1957,1932,False,True
VCP,ACC,48636,32576,1494,0.0307,0.443,-1.174,0.0027,5955,0.0052,7491,0.0116,15836,16,1873,1962,True,True
WIL,PD,43939,104959,1763,0.0401,0.18,-2.477,0.0,995,0.0052,3650,0.0107,9924,0,1832,1976,True,False
PUI,SCH,11730,28455,1149,0.098,1.617,0.694,0.0032,5324,0.0051,5714,0.0104,6812,17,1951,1928,False,True
VEI,AP,3704,88667,890,0.2403,1.273,0.349,0.002,492,0.0051,585,0.0219,1095,1,1912,1957,True,True
VEI,PUI,3704,11730,818,0.2208,8.846,3.145,0.0061,492,0.0051,585,0.0082,1095,3,1912,1951,True,True
GST,GRA,6761,11108,642,0.095,4.016,2.006,0.0,740,0.005,1196,0.0204,2211,0,1856,1873,True,True
MCI,LRV,2325,48259,881,0.3789,3.689,1.883,0.0019,532,0.005,602,0.0211,805,1,1993,1889,False,True
MCI,SKD,2325,40817,222,0.0955,1.099,0.136,0.0019,532,0.005,602,0.0112,805,1,1993,1886,False,True
PWG,LRV,106083,48259,28371,0.2674,2.604,1.381,0.0038,7136,0.005,27672,0.0532,55798,27,1855,1889,True,True
BUR,SHS,19146,46730,11902,0.6216,6.25,2.644,0.0009,4550,0.0049,4718,0.0316,5153,4,1866,1900,True,True
MW,GRA,194084,11108,9752,0.0502,2.125,1.088,0.0033,61214,0.0049,93230,0.0177,135524,202,1899,1873,False,True
BHS,AP,17777,88667,1971,0.1109,0.588,-0.767,0.0016,10915,0.0048,11581,0.0131,13701,18,1953,1957,True,True
MW,INM,194084,9454,6795,0.035,1.74,0.799,0.003,61214,0.0048,93230,0.0125,135524,186,1899,1904,True,True
PWG,BHS,106083,17777,4780,0.0451,1.191,0.252,0.0022,7136,0.0048,27672,0.0227,55798,16,1855,1953,True,True
VCP,KRM,48636,1698,960,0.0197,5.462,2.449,0.0017,5955,0.0048,7491,0.02,15836,10,1873,1965,True,True
ABCH,BUR,11584,19146,5205,0.4493,11.027,3.463,0.0019,514,0.0047,645,0.011,1270,1,1896,1866,False,False
ABCH,IEG,11584,7575,1200,0.1036,6.425,2.684,0.0019,514,0.0047,645,0.0063,1270,1,1896,1966,True,False
ABCH,MW72,11584,51159,6737,0.5816,5.341,2.417,0.0,514,0.0047,645,0.0378,1270,0,1896,1872,False,False
ABCH,WIL,11584,43939,8897,0.768,8.213,3.038,0.0,514,0.0047,645,0.0591,1270,0,1896,1832,False,False
CAE,VCP,38484,48636,14310,0.3718,3.592,1.845,0.0005,1894,0.0047,3803,0.0114,11180,1,1891,1873,False,True
PUI,INM,11730,9454,2477,0.2112,10.495,3.392,0.0023,5324,0.0047,5714,0.0172,6812,12,1951,1904,False,True
SHS,PD,46730,104959,1765,0.0378,0.169,-2.564,0.0,1554,0.0047,4282,0.0098,10895,0,1900,1976,True,False
IEG,LRV,7575,48259,1896,0.2503,2.437,1.285,0.0026,4612,0.0046,4758,0.0117,5126,12,1966,1889,False,False
IEG,VCP,7575,48636,1921,0.2536,2.45,1.293,0.0024,4612,0.0046,4758,0.0109,5126,11,1966,1873,False,False
MW,GST,194084,6761,5742,0.0296,2.056,1.04,0.0013,61214,0.0046,93230,0.0095,135524,77,1899,1856,False,True
SKD,WIL,40817,43939,5528,0.1354,1.448,0.534,0.0003,26383,0.0046,31649,0.0276,34309,9,1886,1832,False,True
AP,MW72,88667,51159,18659,0.2104,1.933,0.951,0.0005,45732,0.0045,53567,0.0339,61655,21,1957,1872,False,True
AP90,VCP,34277,48636,9145,0.2668,2.577,1.366,0.0002,11434,0.0045,16351,0.0141,18547,2,1890,1873,False,True
BHS,LRV,17777,48259,2644,0.1487,1.448,0.534,0.0027,10915,0.0045,11581,0.0088,13701,29,1953,1889,False,True
GRA,CCS,11108,28751,5708,0.5139,8.397,3.07,0.0017,1212,0.0045,1569,0.0368,3668,2,1873,1887,True,True
GRA,VEI,11108,3704,1505,0.1355,17.186,4.103,0.0025,1212,0.0045,1569,0.0202,3668,3,1873,1912,True,True
MW,PUI,194084,11730,6280,0.0324,1.296,0.374,0.0024,61214,0.0045,93230,0.0106,135524,145,1899,1951,True,True
MW72,FRI,51159,7775,4786,0.0936,5.653,2.499,0.0007,5555,0.0045,8434,0.0086,18251,4,1872,1956,True,True
PD,SCH,104959,28455,2924,0.0279,0.46,-1.12,0.0039,95979,0.0045,97444,0.0174,100551,379,1976,1928,False,False
PW,LRV,151349,48259,29702,0.1962,1.911,0.934,0.0005,29633,0.0045,60099,0.0362,98183,16,1879,1889,True,True
INM,BHS,9454,17777,962,0.1018,2.689,1.427,0.002,2564,0.0044,2934,0.0091,4268,5,1904,1953,True,True
PWKVN,BHS,14995,17777,1605,0.107,2.829,1.5,0.0,463,0.0044,2971,0.075,9703,0,n/a,1953,True,False
KRM,BHS,1698,17777,140,0.0824,2.179,1.124,0.0045,660,0.0043,700,0.005,1007,3,1965,1953,False,True
KRM,CCS,1698,28751,419,0.2468,4.033,2.012,0.003,660,0.0043,700,0.006,1007,2,1965,1887,False,True
LRV,MW72,48259,51159,17241,0.3573,3.281,1.714,0.0011,11043,0.0043,12895,0.0233,18338,12,1889,1872,False,True
MW,CCS,194084,28751,25886,0.1334,2.18,1.124,0.0003,61214,0.0043,93230,0.0276,135524,19,1899,1887,False,True
SKD,LRV,40817,48259,4301,0.1054,1.026,0.037,0.0016,26383,0.0043,31649,0.0176,34309,41,1886,1889,True,True
BUR,AP,19146,88667,7254,0.3789,2.008,1.006,0.0011,4550,0.0042,4718,0.0159,5153,5,1866,1957,True,True
CCS,GRA,28751,11108,5708,0.1985,8.397,3.07,0.0031,640,0.0042,1648,0.0222,6086,2,1887,1873,False,True
GST,ACC,6761,32576,84,0.0124,0.179,-2.48,0.0054,740,0.0042,1196,0.0077,2211,4,1856,1962,True,True
GST,CAE,6761,38484,1534,0.2269,2.77,1.47,0.0014,740,0.0042,1196,0.0145,2211,1,1856,1891,True,True
GST,YAT,6761,44720,1856,0.2745,2.884,1.528,0.0,740,0.0042,1196,0.0158,2211,0,1856,1846,False,True
LRV,FRI,48259,7775,4247,0.088,5.318,2.411,0.0015,11043,0.0042,12895,0.0046,18338,17,1889,1956,True,True
BEN,BHS,17036,17777,1704,0.1,2.644,1.403,0.0025,407,0.0041,731,0.0056,1966,1,1866,1953,True,True
BEN,SCH,17036,28455,3141,0.1844,3.044,1.606,0.0,407,0.0041,731,0.0148,1966,0,1866,1928,True,True
BEN,WIL,17036,43939,9879,0.5799,6.201,2.632,0.0025,407,0.0041,731,0.0381,1966,1,1866,1832,False,True
MW,SHS,194084,46730,39084,0.2014,2.025,1.018,0.001,61214,0.0041,93230,0.0321,135524,61,1899,1900,True,True
VCP,PUI,48636,11730,3765,0.0774,3.101,1.633,0.0027,5955,0.0041,7491,0.0116,15836,16,1873,1951,True,True
LRV,BHS,48259,17777,2644,0.0548,1.448,0.534,0.0026,11043,0.004,12895,0.0066,18338,29,1889,1953,True,True
MW,BEN,194084,17036,15969,0.0823,2.269,1.182,0.0032,61214,0.004,93230,0.0094,135524,198,1899,1866,False,True
VCP,PE,48636,6623,2849,0.0586,4.156,2.055,0.0017,5955,0.004,7491,0.0056,15836,10,1873,1975,True,False
CAE,FRI,38484,7775,5064,0.1316,7.952,2.991,0.0016,1894,0.0039,3803,0.0097,11180,3,1891,1956,True,True
MD,BUR,20103,19146,6447,0.3207,7.87,2.976,0.0047,843,0.0039,1784,0.0067,4325,4,1893,1866,False,True
MW,YAT,194084,44720,37229,0.1918,2.015,1.011,0.0021,61214,0.0039,93230,0.0287,135524,130,1899,1846,False,True
SCH,VCP,28455,48636,5375,0.1889,1.825,0.868,0.0017,9208,0.0039,11872,0.0096,19371,16,1928,1873,False,True
AP90,MW72,34277,51159,14985,0.4372,4.015,2.005,0.0001,11434,0.0038,16351,0.0759,18547,1,1890,1872,False,True
GRA,BUR,11108,19146,2639,0.2376,5.83,2.544,0.0008,1212,0.0038,1569,0.0044,3668,1,1873,1866,False,True
GRA,GST,11108,6761,642,0.0578,4.016,2.006,0.0,1212,0.0038,1569,0.0123,3668,0,1873,1856,False,True
PD,GST,104959,6761,4204,0.0401,2.783,1.477,0.0016,95979,0.0038,97444,0.0098,100551,153,1976,1856,False,False
CAE,BHS,38484,17777,2433,0.0632,1.671,0.741,0.0037,1894,0.0037,3803,0.0041,11180,7,1891,1953,True,True
CAE,SCH,38484,28455,4898,0.1273,2.102,1.071,0.0016,1894,0.0037,3803,0.0255,11180,3,1891,1928,True,True
FRI,BUR,7775,19146,3113,0.4004,9.825,3.297,0.0043,1151,0.0037,1336,0.0066,1805,5,1956,1866,False,True
FRI,VCP,7775,48636,3902,0.5019,4.848,2.277,0.0017,1151,0.0037,1336,0.01,1805,2,1956,1873,False,True
INM,CAE,9454,38484,3300,0.3491,4.262,2.091,0.0012,2564,0.0037,2934,0.0223,4268,3,1904,1891,False,True
PE,IEG,6623,7575,442,0.0667,4.139,2.049,0.0031,1621,0.0037,1878,0.0045,2664,5,1975,1966,False,False
PWG,GRA,106083,11108,8961,0.0845,3.573,1.837,0.0028,7136,0.0037,27672,0.0344,55798,20,1855,1873,True,True
SHS,PWG,46730,106083,29993,0.6418,2.843,1.507,0.0013,1554,0.0037,4282,0.0447,10895,2,1900,1855,False,True
CCS,BUR,28751,19146,6853,0.2384,5.849,2.548,0.0047,640,0.0036,1648,0.0026,6086,3,1887,1866,False,True
MW72,BHS,51159,17777,3036,0.0593,1.568,0.649,0.0009,5555,0.0036,8434,0.0136,18251,5,1872,1953,True,True
MW72,SKD,51159,40817,2854,0.0558,0.642,-0.639,0.0014,5555,0.0036,8434,0.0064,18251,8,1872,1886,True,True
VCP,GRA,48636,11108,3987,0.082,3.467,1.794,0.0013,5955,0.0036,7491,0.0092,15836,8,1873,1873,True,True
WIL,KRM,43939,1698,946,0.0215,5.957,2.575,0.002,995,0.0036,3650,0.0306,9924,2,1832,1965,True,True
BHS,PUI,17777,11730,1106,0.0622,2.492,1.317,0.0028,10915,0.0035,11581,0.0055,13701,31,1953,1951,False,True
PGN,MW72,470,51159,86,0.183,1.68,0.749,0.0,275,0.0035,282,0.0093,323,0,1978,1872,False,False
PGN,PD,470,104959,2,0.0043,0.019,-5.714,0.0036,275,0.0035,282,0.0031,323,1,1978,1976,False,False
PGN,PUI,470,11730,96,0.2043,8.181,3.032,0.0036,275,0.0035,282,0.0124,323,1,1978,1951,False,False
PGN,VCP,470,48636,120,0.2553,2.466,1.302,0.0036,275,0.0035,282,0.0093,323,1,1978,1873,False,False
SHS,PW,46730,151349,31304,0.6699,2.08,1.056,0.0006,1554,0.0035,4282,0.0589,10895,1,1900,1879,False,True
SKD,PW,40817,151349,5654,0.1385,0.43,-1.218,0.0011,26383,0.0035,31649,0.0304,34309,29,1886,1879,False,True
ACPH,BUR,1453,19146,403,0.2774,6.806,2.767,0.0,253,0.0034,298,0.0018,549,0,1896,1866,False,False
ACPH,IEG,1453,7575,124,0.0853,5.293,2.404,0.004,253,0.0034,298,0.0073,549,1,1896,1966,True,False
ACPH,INM,1453,9454,252,0.1734,8.619,3.108,0.0,253,0.0034,298,0.0091,549,0,1896,1904,True,False
ACPH,PD,1453,104959,29,0.02,0.089,-3.484,0.004,253,0.0034,298,0.0018,549,1,1896,1976,True,False
ACPH,SNP,1453,448,19,0.0131,13.714,3.778,0.004,253,0.0034,298,0.0018,549,1,1896,1974,True,False
IEG,ACC,7575,32576,325,0.0429,0.619,-0.692,0.0017,4612,0.0034,4758,0.0059,5126,8,1966,1962,False,False
INM,ACC,9454,32576,648,0.0685,0.989,-0.017,0.0012,2564,0.0034,2934,0.0066,4268,3,1904,1962,True,True
INM,SKD,9454,40817,637,0.0674,0.776,-0.367,0.0012,2564,0.0034,2934,0.0112,4268,3,1904,1886,False,True
MD,SKD,20103,40817,1613,0.0802,0.924,-0.115,0.0024,843,0.0034,1784,0.0055,4325,2,1893,1886,False,True
PWKVN,PWG,14995,106083,4041,0.2695,1.194,0.255,0.0,463,0.0034,2971,0.033,9703,0,n/a,1855,True,False
VEI,ACC,3704,32576,242,0.0653,0.942,-0.086,0.0041,492,0.0034,585,0.0073,1095,2,1912,1962,True,True
VEI,FRI,3704,7775,805,0.2173,13.133,3.715,0.0,492,0.0034,585,0.0027,1095,0,1912,1956,True,True
VEI,LRV,3704,48259,1426,0.385,3.748,1.906,0.002,492,0.0034,585,0.011,1095,1,1912,1889,False,True
VEI,MD,3704,20103,1581,0.4268,9.976,3.318,0.002,492,0.0034,585,0.0091,1095,1,1912,1893,False,True
VEI,PD,3704,104959,67,0.0181,0.081,-3.626,0.0,492,0.0034,585,0.0037,1095,0,1912,1976,True,False
VEI,PE,3704,6623,633,0.1709,12.124,3.6,0.002,492,0.0034,585,0.0046,1095,1,1912,1975,True,False
VEI,SCH,3704,28455,557,0.1504,2.483,1.312,0.0,492,0.0034,585,0.0064,1095,0,1912,1928,True,True
VEI,SKD,3704,40817,343,0.0926,1.066,0.092,0.0,492,0.0034,585,0.0064,1095,0,1912,1886,False,True
BHS,FRI,17777,7775,1083,0.0609,3.681,1.88,0.0029,10915,0.0033,11581,0.0034,13701,32,1953,1956,True,True
PD,PWG,104959,106083,4093,0.039,0.173,-2.534,0.001,95979,0.0033,97444,0.0106,100551,98,1976,1855,False,False
PWG,STC,106083,23986,15169,0.143,2.801,1.486,0.0011,7136,0.0033,27672,0.0264,55798,8,1855,1932,True,True
WIL,LRV,43939,48259,20779,0.4729,4.604,2.203,0.001,995,0.0033,3650,0.0626,9924,1,1832,1889,True,True
BUR,LRV,19146,48259,9543,0.4984,4.853,2.279,0.0004,4550,0.0032,4718,0.0093,5153,2,1866,1889,True,True
BUR,VCP,19146,48636,10221,0.5338,5.157,2.367,0.0015,4550,0.0032,4718,0.0126,5153,7,1866,1873,True,True
GRA,LAN,11108,4726,2084,0.1876,18.652,4.221,0.0017,1212,0.0032,1569,0.0101,3668,2,1873,1884,True,False
GRA,PD,11108,104959,559,0.0503,0.225,-2.15,0.0,1212,0.0032,1569,0.0117,3668,0,1873,1976,True,False
IEG,MW72,7575,51159,1781,0.2351,2.159,1.111,0.0011,4612,0.0032,4758,0.0105,5126,5,1966,1872,False,False
ABCH,BEN,11584,17036,4951,0.4274,11.787,3.559,0.0019,514,0.0031,645,0.0071,1270,1,1896,1866,False,False
ABCH,INM,11584,9454,1768,0.1526,7.585,2.923,0.0,514,0.0031,645,0.0071,1270,0,1896,1904,True,False
ABCH,PE,11584,6623,1397,0.1206,8.555,3.097,0.0,514,0.0031,645,0.0039,1270,0,1896,1975,True,False
ABCH,PUI,11584,11730,2086,0.1801,7.213,2.851,0.0019,514,0.0031,645,0.0134,1270,1,1896,1951,True,False
INM,MW72,9454,51159,2698,0.2854,2.621,1.39,0.0016,2564,0.0031,2934,0.0248,4268,4,1904,1872,False,True
INM,STC,9454,23986,2321,0.2455,4.809,2.266,0.0004,2564,0.0031,2934,0.0122,4268,1,1904,1932,True,True
PW,PUI,151349,11730,5427,0.0359,1.436,0.522,0.0009,29633,0.0031,60099,0.0107,98183,28,1879,1951,True,True
ACC,PD,32576,104959,212,0.0065,0.029,-5.101,0.0022,23340,0.003,27163,0.0045,30608,52,1962,1976,True,False
AP,PWG,88667,106083,23682,0.2671,1.183,0.242,0.0007,45732,0.003,53567,0.0502,61655,31,1957,1855,False,True
BHS,IEG,17777,7575,665,0.0374,2.32,1.214,0.0024,10915,0.003,11581,0.0055,13701,26,1953,1966,True,False
BUR,SKD,19146,40817,2107,0.11,1.267,0.341,0.0009,4550,0.003,4718,0.0124,5153,4,1866,1886,True,True
CCS,PUI,28751,11730,2923,0.1017,4.072,2.026,0.0078,640,0.003,1648,0.0026,6086,5,1887,1951,True,True
CCS,SHS,28751,46730,12138,0.4222,4.245,2.086,0.0078,640,0.003,1648,0.0028,6086,5,1887,1900,True,True
FRI,MD,7775,20103,3781,0.4863,11.366,3.507,0.0,1151,0.003,1336,0.0166,1805,0,1956,1893,False,True
LRV,GST,48259,6761,2171,0.045,3.126,1.644,0.0014,11043,0.003,12895,0.0112,18338,15,1889,1856,False,True
BOP,ABCH,8505,11584,3686,0.4334,17.578,4.136,0.0,236,0.0029,349,0.0084,593,0,1847,1896,True,False
BOP,FRI,8505,7775,3112,0.3659,22.112,4.467,0.0042,236,0.0029,349,0.0118,593,1,1847,1956,True,True
BOP,IEG,8505,7575,1057,0.1243,7.709,2.946,0.0042,236,0.0029,349,0.0051,593,1,1847,1966,True,False
BOP,SCH,8505,28455,1961,0.2306,3.807,1.929,0.0,236,0.0029,349,0.0118,593,0,1847,1928,True,True
CAE,BEN,38484,17036,10753,0.2794,7.706,2.946,0.0011,1894,0.0029,3803,0.0216,11180,2,1891,1866,False,True
CAE,INM,38484,9454,3300,0.0857,4.262,2.091,0.0016,1894,0.0029,3803,0.0085,11180,3,1891,1904,True,True
KRM,AP,1698,88667,269,0.1584,0.839,-0.252,0.0015,660,0.0029,700,0.0079,1007,1,1965,1957,False,True
KRM,IEG,1698,7575,129,0.076,4.712,2.236,0.003,660,0.0029,700,0.002,1007,2,1965,1966,True,False
KRM,MD,1698,20103,416,0.245,5.726,2.518,0.0,660,0.0029,700,0.004,1007,0,1965,1893,False,True
KRM,MW72,1698,51159,593,0.3492,3.207,1.681,0.0015,660,0.0029,700,0.005,1007,1,1965,1872,False,True
KRM,PUI,1698,11730,152,0.0895,3.586,1.842,0.0015,660,0.0029,700,0.005,1007,1,1965,1951,False,True
KRM,PWG,1698,106083,580,0.3416,1.513,0.597,0.0,660,0.0029,700,0.0109,1007,0,1965,1855,False,True
KRM,YAT,1698,44720,567,0.3339,3.508,1.811,0.0,660,0.0029,700,0.0497,1007,0,1965,1846,False,True
LAN,FRI,4726,7775,2283,0.4831,29.192,4.868,0.004,248,0.0029,348,0.0133,600,1,1884,1956,True,False
LAN,GST,4726,6761,263,0.0556,3.867,1.951,0.004,248,0.0029,348,0.0067,600,1,1884,1856,False,False
LAN,PUI,4726,11730,997,0.211,8.45,3.079,0.0,248,0.0029,348,0.0033,600,0,1884,1951,True,False
LAN,SCH,4726,28455,1155,0.2444,4.035,2.013,0.0,248,0.0029,348,0.0183,600,0,1884,1928,True,False
LAN,VCP,4726,48636,2758,0.5836,5.638,2.495,0.0,248,0.0029,348,0.0067,600,0,1884,1873,False,False
PD,AP,104959,88667,2876,0.0274,0.145,-2.784,0.0018,95979,0.0029,97444,0.0067,100551,172,1976,1957,False,False
VCP,IEG,48636,7575,1921,0.0395,2.45,1.293,0.0018,5955,0.0029,7491,0.0035,15836,11,1873,1966,True,False
AP,CAE,88667,38484,13044,0.1471,1.796,0.845,0.0002,45732,0.0028,53567,0.0134,61655,9,1957,1891,False,True
AP90,FRI,34277,7775,2993,0.0873,5.277,2.4,0.0014,11434,0.0028,16351,0.004,18547,16,1890,1956,True,True
ARMH,INM,6673,9454,1289,0.1932,9.6,3.263,0.0,282,0.0028,359,0.0017,589,0,1861,1904,True,False
ARMH,PE,6673,6623,1038,0.1556,11.035,3.464,0.0,282,0.0028,359,0.0051,589,0,1861,1975,True,False
ARMH,SHS,6673,46730,5197,0.7788,7.831,2.969,0.0035,282,0.0028,359,0.0238,589,1,1861,1900,True,False
ARMH,YAT,6673,44720,5205,0.78,8.195,3.035,0.0,282,0.0028,359,0.0272,589,0,1861,1846,False,False
LRV,INM,48259,9454,3077,0.0638,3.169,1.664,0.0005,11043,0.0028,12895,0.0076,18338,6,1889,1904,True,True
MD,SCH,20103,28455,3870,0.1925,3.179,1.668,0.0012,843,0.0028,1784,0.0525,4325,1,1893,1928,True,True
PUI,MW72,11730,51159,2955,0.2519,2.314,1.21,0.0008,5324,0.0028,5714,0.0164,6812,4,1951,1872,False,True
PW,BEN,151349,17036,15148,0.1001,2.76,1.465,0.0007,29633,0.0028,60099,0.011,98183,21,1879,1866,False,True
BEN,ABCH,17036,11584,4951,0.2906,11.787,3.559,0.0025,407,0.0027,731,0.0046,1966,1,1866,1896,True,False
BEN,BUR,17036,19146,7326,0.43,10.553,3.4,0.0,407,0.0027,731,0.0142,1966,0,1866,1866,True,True
BEN,GST,17036,6761,748,0.0439,3.051,1.609,0.0,407,0.0027,731,0.0076,1966,0,1866,1856,False,True
BEN,INM,17036,9454,2021,0.1186,5.896,2.56,0.0025,407,0.0027,731,0.0061,1966,1,1866,1904,True,True
BEN,LAN,17036,4726,2748,0.1613,16.036,4.003,0.0,407,0.0027,731,0.0102,1966,0,1866,1884,True,False
BEN,PWKVN,17036,14995,1559,0.0915,2.867,1.52,0.0,407,0.0027,731,0.0061,1966,0,1866,n/a,True,False
SKD,PE,40817,6623,745,0.0183,1.295,0.373,0.002,26383,0.0027,31649,0.0038,34309,54,1886,1975,True,False
SKD,PUI,40817,11730,1040,0.0255,1.021,0.029,0.0017,26383,0.0027,31649,0.0052,34309,44,1886,1951,True,True
STC,SKD,23986,40817,1405,0.0586,0.674,-0.569,0.0009,2221,0.0027,4088,0.0045,7858,2,1932,1886,False,True
VCP,ABCH,48636,11584,8739,0.1797,7.288,2.865,0.0008,5955,0.0027,7491,0.0077,15836,5,1873,1896,True,False
YAT,PWG,44720,106083,28805,0.6441,2.853,1.512,0.0,2085,0.0027,4420,0.0307,10319,0,1846,1855,True,True
YAT,SCH,44720,28455,5251,0.1174,1.939,0.955,0.0029,2085,0.0027,4420,0.0074,10319,6,1846,1928,True,True
BHS,MW72,17777,51159,3036,0.1708,1.568,0.649,0.0005,10915,0.0026,11581,0.0181,13701,5,1953,1872,False,True
PUI,ACC,11730,32576,736,0.0627,0.905,-0.144,0.0009,5324,0.0026,5714,0.0072,6812,5,1951,1962,True,True
GRA,AP90,11108,34277,2897,0.2608,3.575,1.838,0.0,1212,0.0025,1569,0.0115,3668,0,1873,1890,True,True
GST,ARMH,6761,6673,321,0.0475,3.343,1.741,0.0,740,0.0025,1196,0.0014,2211,0,1856,1861,True,False
GST,MD,6761,20103,1265,0.1871,4.373,2.129,0.0014,740,0.0025,1196,0.0068,2211,1,1856,1893,True,True
GST,SCH,6761,28455,928,0.1373,2.266,1.18,0.0014,740,0.0025,1196,0.0145,2211,1,1856,1928,True,True
GST,STC,6761,23986,1363,0.2016,3.949,1.981,0.0,740,0.0025,1196,0.0081,2211,0,1856,1932,True,True
MW72,SCH,51159,28455,5512,0.1077,1.779,0.831,0.0,5555,0.0025,8434,0.0072,18251,0,1872,1928,True,True
PWG,SKD,106083,40817,5518,0.052,0.599,-0.74,0.0018,7136,0.0025,27672,0.0164,55798,13,1855,1886,True,True
WIL,AP,43939,88667,14920,0.3396,1.799,0.847,0.001,995,0.0025,3650,0.0562,9924,1,1832,1957,True,True
WIL,GST,43939,6761,2259,0.0514,3.573,1.837,0.001,995,0.0025,3650,0.0093,9924,1,1832,1856,True,True
CAE,ACC,38484,32576,1448,0.0376,0.543,-0.882,0.0,1894,0.0024,3803,0.0079,11180,0,1891,1962,True,True
CCS,ACC,28751,32576,1246,0.0433,0.625,-0.678,0.0016,640,0.0024,1648,0.0072,6086,1,1887,1962,True,True
CCS,BOP,28751,8505,5426,0.1887,10.426,3.382,0.0,640,0.0024,1648,0.0033,6086,0,1887,1847,False,True
CCS,MW72,28751,51159,13961,0.4856,4.46,2.157,0.0016,640,0.0024,1648,0.0099,6086,1,1887,1872,False,True
CCS,STC,28751,23986,10356,0.3602,7.056,2.819,0.0016,640,0.0024,1648,0.0225,6086,1,1887,1932,True,True
CCS,YAT,28751,44720,11728,0.4079,4.286,2.1,0.0016,640,0.0024,1648,0.0021,6086,1,1887,1846,False,True
SCH,ACC,28455,32576,865,0.0304,0.438,-1.19,0.0016,9208,0.0024,11872,0.0236,19371,15,1928,1962,True,True
SCH,PUI,28455,11730,1149,0.0404,1.617,0.694,0.0018,9208,0.0024,11872,0.0037,19371,17,1928,1951,True,True
VCP,CAE,48636,38484,14310,0.2942,3.592,1.845,0.0002,5955,0.0024,7491,0.0081,15836,1,1873,1891,True,True
VCP,GST,48636,6761,2725,0.056,3.894,1.961,0.0013,5955,0.0024,7491,0.0063,15836,8,1873,1856,False,True
BUR,PWG,19146,106083,12538,0.6549,2.9,1.536,0.0004,4550,0.0023,4718,0.021,5153,2,1866,1855,False,True
PUI,AP90,11730,34277,1340,0.1142,1.566,0.647,0.0004,5324,0.0023,5714,0.0034,6812,2,1951,1890,False,True
PW,INM,151349,9454,5903,0.039,1.938,0.955,0.0004,29633,0.0023,60099,0.0124,98183,13,1879,1904,True,True
PWG,SCH,106083,28455,7782,0.0734,1.211,0.277,0.0013,7136,0.0023,27672,0.0143,55798,9,1855,1928,True,True
VCP,BHS,48636,17777,2604,0.0535,1.415,0.501,0.0015,5955,0.0023,7491,0.0047,15836,9,1873,1953,True,True
FRI,INM,7775,9454,1218,0.1567,7.785,2.961,0.0,1151,0.0022,1336,0.0055,1805,0,1956,1904,False,True
FRI,YAT,7775,44720,4109,0.5285,5.552,2.473,0.0,1151,0.0022,1336,0.0066,1805,0,1956,1846,False,True
MD,AP90,20103,34277,6159,0.3064,4.2,2.07,0.0,843,0.0022,1784,0.015,4325,0,1893,1890,False,True
MD,FRI,20103,7775,3781,0.1881,11.366,3.507,0.0,843,0.0022,1784,0.0069,4325,0,1893,1956,True,True
MD,PUI,20103,11730,2379,0.1183,4.74,2.245,0.0012,843,0.0022,1784,0.0037,4325,1,1893,1951,True,True
PD,MW72,104959,51159,2928,0.0279,0.256,-1.965,0.0001,95979,0.0022,97444,0.0062,100551,12,1976,1872,False,False
PWG,MD,106083,20103,15188,0.1432,3.346,1.743,0.0011,7136,0.0022,27672,0.0231,55798,8,1855,1893,True,True
SKD,PWG,40817,106083,5518,0.1352,0.599,-0.74,0.0005,26383,0.0022,31649,0.0266,34309,13,1886,1855,False,True
STC,INM,23986,9454,2321,0.0968,4.809,2.266,0.0005,2221,0.0022,4088,0.0066,7858,1,1932,1904,False,True
STC,LRV,23986,48259,9814,0.4092,3.983,1.994,0.0005,2221,0.0022,4088,0.0075,7858,1,1932,1889,False,True
WIL,PW,43939,151349,29375,0.6685,2.075,1.053,0.0,995,0.0022,3650,0.0325,9924,0,1832,1879,True,True
BHS,STC,17777,23986,1970,0.1108,2.171,1.118,0.0007,10915,0.0021,11581,0.0044,13701,8,1953,1932,False,True
CAE,YAT,38484,44720,14183,0.3685,3.872,1.953,0.0016,1894,0.0021,3803,0.0078,11180,3,1891,1846,False,True
IEG,SKD,7575,40817,443,0.0585,0.673,-0.571,0.0011,4612,0.0021,4758,0.0059,5126,5,1966,1886,False,False
SHS,GST,46730,6761,2259,0.0483,3.359,1.748,0.0,1554,0.0021,4282,0.0084,10895,0,1900,1856,False,True
BHS,SKD,17777,40817,607,0.0341,0.393,-1.347,0.0007,10915,0.002,11581,0.0052,13701,8,1953,1886,False,True
MW72,BOP,51159,8505,6563,0.1283,7.087,2.825,0.0011,5555,0.002,8434,0.0032,18251,6,1872,1847,False,True
PD,STC,104959,23986,2015,0.0192,0.376,-1.411,0.0004,95979,0.002,97444,0.0056,100551,40,1976,1932,False,False
STC,YAT,23986,44720,9445,0.3938,4.137,2.049,0.0005,2221,0.002,4088,0.0059,7858,1,1932,1846,False,True
VCP,BUR,48636,19146,10221,0.2102,5.157,2.367,0.0012,5955,0.002,7491,0.0041,15836,7,1873,1866,False,True
YAT,BHS,44720,17777,2496,0.0558,1.475,0.561,0.0029,2085,0.002,4420,0.0019,10319,6,1846,1953,True,True
