typo_form,nearest_real,n_real_neighbours,df_typo,n_dicts,dicts,n_dicts_with_both
parikUwaM,parikUwa,1,2,2,AP90 SKD,0
parikopaH,parikopa,1,2,2,AP AP90,0
parikramasahaH,parikramasaha,1,2,2,AP SKD,0
parikrayaH,parikraya,1,2,2,AP AP90,0
parikleSaH,parikleSa,1,2,2,AP AP90,0
parikzatiH,parikzati,1,2,2,AP AP90,0
parikzayaH,parikzaya,1,2,2,AP AP90,0
parikzepaH,parikzepa,1,2,2,AP AP90,0
pariKedaH,pariKeda,1,2,2,AP AP90,0
pariKyAtiH,pariKyAti,1,2,2,AP AP90,0
parigamaH,parigama,1,2,2,AP AP90,0
paricaraRaH,paricaraRa,1,2,2,AP AP90,0
paricAraH,paricAra,1,2,2,AP AP90,0
paricitiH,pariciti,1,2,2,AP AP90,0
paricCandaH,paricCanda,1,2,2,AP SKD,0
paricCittiH,paricCitti,1,2,2,AP AP90,0
pariCanna,paricCanna,1,2,2,BUR WIL,0
parijalpitaM,parijalpita,1,2,2,AP90 SKD,0
pariRatiH,pariRati,1,2,2,AP AP90,0
pariRAyakaH,pariRAyaka,1,2,2,AP AP90,0
parituzwiH,parituzwi,1,2,2,AP AP90,0
parityaktar,parityakta,1,2,2,PW PWG,0
paritrARaM,paritrARa,1,2,2,AP90 SKD,0
paridaraH,paridara,1,2,2,AP AP90,0
paridAnaM,paridAna,1,2,2,AP90 SKD,0
paridAhaH,paridAha,1,2,2,AP AP90,0
paridevaH,parideva,1,2,2,AP AP90,0
paridevanaM,paridevana,1,2,2,AP90 SKD,0
pariDAnaM,pariDAna,1,2,2,AP90 SKD,0
pariDisTaH,pariDisTa,1,2,2,AP SKD,0
pariDvaMsaH,pariDvaMsa,1,2,2,AP AP90,0
paripaRaM,paripaRa,1,2,2,AP90 SKD,0
paripaTaka,paripanTaka,1,2,2,AP AP90,0
paripaMTin,paripanTin,1,2,2,AP90 LRV,0
paripAWaH,paripAWa,1,2,2,AP AP90,0
paripizwakaM,paripizwaka,1,2,2,AP90 SKD,0
paripowaH,paripowa,1,2,2,AP AP90,0
paripraSnaH,paripraSna,1,2,2,AP AP90,0
paribarhaH,paribarha,1,2,2,AP AP90,0
pariBAzaRaM,pariBAzaRa,1,2,2,AP90 SKD,0
pariBUtiH,pariBUti,1,2,2,AP AP90,0
pariBUzaRaH,pariBUzaRa,1,2,2,AP AP90,0
pariBogaH,pariBoga,1,2,2,AP AP90,0
pariBraMSaH,pariBraMSa,1,2,2,AP AP90,0
parimaMqala,parimaRqala,1,2,2,AP90 LRV,0
parimaMTara,parimanTara,1,2,2,AP90 LRV,0
parimaMda,parimanda,2,2,2,AP90 LRV,0
parimaraH,parimara,1,2,2,AP AP90,0
parimardaH,parimarda,1,2,2,AP AP90,0
parimarSaH,parimarSa,1,2,2,AP AP90,0
parimarzaH,parimarza,1,2,2,AP AP90,0
parimARaM,parimARa,1,2,2,AP90 SKD,0
parimArgaH,parimArga,1,2,2,AP AP90,0
parimArjanaM,parimArjana,1,2,2,AP90 SKD,0
parimitiH,parimiti,1,2,2,AP AP90,0
parimozaH,parimoza,1,2,2,AP AP90,0
pariramBaH,pariramBa,1,2,2,AP SKD,0
parileKaH,parileKa,1,2,2,AP AP90,0
parivartaH,parivarta,1,2,2,AP AP90,0
parivarttikA,parivartikA,1,2,2,SKD VCP,0
parivAsaH,parivAsa,1,2,2,AP AP90,0
parivittiH,parivitti,1,2,2,AP SKD,0
pariviMdat,pariviMSat,1,2,2,AP90 LRV,0
parivfdDiH,parivfdDi,1,2,2,AP AP90,0
parivetf,parivettf,2,2,2,LRV SHS,0
parivedaH,pariveda,1,2,2,AP AP90,0
parivedanaM,parivedana,1,2,2,AP90 SKD,0
parivezaH,pariveza,1,2,2,AP90 SKD,0
parivezaRaM,parivezaRa,1,2,2,AP90 SKD,0
parivyayaH,parivyaya,1,2,2,AP AP90,0
parivrAjaH,parivrAja,1,2,2,AP SKD,0
parivrAjakaH,parivrAjaka,1,2,2,AP SKD,0
pariSudDiH,pariSudDi,1,2,2,AP AP90,0
pariSezaH,pariSeza,1,2,2,AP AP90,0
pariSramaH,pariSrama,1,2,2,AP90 SKD,0
parizUtiH,parizUti,1,2,2,AP AP90,0
parizekaH,parizeka,1,2,2,AP AP90,0
parizkaMda,parizkanda,1,2,2,AP90 LRV,0
parizkaraH,parizkara,1,2,2,AP AP90,0
parizwiH,parizwi,1,2,2,AP AP90,0
parizvaNgaH,parizvaNga,1,2,2,AP SKD,0
parisamAptiH,parisamApti,1,2,2,AP AP90,0
pariskaMda,pariskanda,1,2,2,AP90 LRV,0
paristaraH,paristara,1,2,2,AP AP90,0
parispandaH,parispanda,1,2,2,AP SKD,0
parisyandaH,parisyanda,1,2,2,AP SKD,0
parisravaH,parisrava,1,2,2,AP AP90,0
parisrAvaH,parisrAva,1,2,2,AP AP90,0
parihARiH,parihARi,1,2,2,AP AP90,0
parIkzaRaM,parIkzaRa,1,2,2,AP90 SKD,0
parIRAmaH,parIRAma,1,2,2,AP AP90,0
parIRAhaH,parIRAha,1,2,2,AP AP90,0
parIraM,parIra,1,2,2,AP90 SKD,0
parIramBaH,parIramBa,1,2,2,AP SKD,0
parIvartaH,parIvarta,1,2,2,AP AP90,0
paropakAraH,paropakAra,1,2,2,AP SKD,0
parkawaH,parkawa,1,2,2,AP AP90,0
parjanyaH,parjanya,1,2,2,AP AP90,0
parRakAraH,parRakAra,1,2,2,AP SKD,0
parRanaraH,parRanara,1,2,2,AP SKD,0
parRaBojanaH,parRaBojana,1,2,2,AP SKD,0
parRamfgaH,parRamfga,1,2,2,AP SKD,0
parRASanaH,parRASana,1,2,2,AP SKD,0
pardaH,parda,1,2,2,AP AP90,0
parpaH,parpa,1,2,2,AP AP90,0
paryaMta,paryanta,1,2,2,AP90 LRV,0
paryayaH,paryaya,1,2,2,AP AP90,0
paryayana,palyayana,2,2,2,CAE CCS,0
paryAyaH,paryAya,1,2,2,AP AP90,0
paryAvartaH,paryAvarta,1,2,2,AP AP90,0
paryAsaH,paryAsa,1,2,2,AP AP90,0
paryezwiH,paryezwi,1,2,2,AP AP90,0
parvataH,parvata,1,2,2,AP AP90,0
parSupARiH,parSupARi,1,2,2,AP SKD,0
palagaRqaH,palagaRqa,1,2,2,AP SKD,0
palam,pala,3,2,2,AP PUI,0
palalajvaraH,palalajvara,1,2,2,AP SKD,0
palAgniH,palAgni,1,2,2,AP SKD,0
palANgaH,palANga,1,2,2,AP SKD,0
palAMqu,palARqu,1,2,2,AP90 LRV,0
palAdaH,palAda,1,2,2,AP SKD,0
palAyanaM,palAyana,1,2,2,AP90 SKD,0
palAladohadaH,palAladohada,1,2,2,AP SKD,0
palyaNkaH,palyaNka,1,2,2,AP SKD,0
palyayanaM,palyayana,1,2,2,AP90 SKD,0
pallavadruH,pallavadru,1,2,2,AP SKD,0
pallavADAraH,pallavADAra,1,2,2,AP SKD,0
palvalaM,palvala,1,2,2,AP90 SKD,0
pavanavyADiH,pavanavyADi,1,2,2,AP SKD,0
pavanAtmajaH,pavanAtmaja,1,2,2,AP SKD,0
pavanASanaH,pavanASana,1,2,2,AP SKD,0
pavitrakaM,pavitraka,1,2,2,AP90 SKD,0
paSupatiH,paSupati,1,2,2,AP SKD,0
paSurajjuH,paSurajju,1,2,2,AP SKD,0
paSurAjaH,paSurAja,1,2,2,AP SKD,0
paScAttApaH,paScAttApa,1,2,2,AP SKD,0
pastyaM,pastya,1,2,2,AP90 SKD,0
pahnikA,pahlikA,1,2,2,SHS VCP,0
pahlika,pahlikA,2,2,2,LRV SHS,0
pahlikAH,pahlikA,1,2,2,AP AP90,0
pAMSuH,pAMSu,1,2,2,AP90 SKD,0
pAMsuraH,pAMsura,1,2,2,AP AP90,0
pAkayajYaH,pAkayajYa,1,2,2,AP SKD,0
pAkaSAsanaH,pAkaSAsana,1,2,2,AP SKD,0
pAkaSAsaniH,pAkaSAsani,1,2,2,AP SKD,0
pAkA,pAka,6,2,2,MCI SKD,0
pAKaRqaH,pAKaRqa,1,2,2,AP SKD,0
pAMkteya,pANkteya,1,2,2,AP90 LRV,0
pAMktya,pANktya,1,2,2,AP90 SHS,0
pAMcakapAla,pAYcakapAla,1,2,2,AP90 LRV,0
pAYcajanyaH,pAYcajanya,1,2,2,AP SKD,0
pAMcaBOtika,pAYcaBOtika,1,2,2,AP90 LRV,0
pAYcArTikaH,pAYcArTika,1,2,2,AP SKD,0
pAMcAla,pAYcAla,1,2,2,AP90 LRV,0
pAMcAlikA,pAYcAlikA,1,2,2,AP90 LRV,0
pAMcAlI,pAYcAlI,1,2,2,AP90 LRV,0
pAwaH,pAwa,1,2,2,AP AP90,0
pAwanaM,pAwana,1,2,2,AP90 SKD,0
pAwavaM,pAwava,1,2,2,AP90 SKD,0
pARigfhIta,pARigfhItI,1,2,2,MW PWG,0
pARiGaH,pARiGa,1,2,2,AP SKD,0
pARiGAtaH,pARiGAta,1,2,2,AP SKD,0
pARijaH,pARija,1,2,2,AP SKD,0
pARivAdaH,pARivAda,1,2,2,AP SKD,0
pAMqara,pARqara,1,2,2,AP90 LRV,0
pARqavaH,pARqava,1,2,2,AP SKD,0
pARqavAyanaH,pARqavAyana,1,2,2,AP SKD,0
pAMqavIya,pARqavIya,1,2,2,AP90 LRV,0
pARqaveyaH,pARqaveya,1,2,2,AP SKD,0
pAMqu,pARqu,3,2,2,AP90 LRV,0
pARqukaH,pARquka,1,2,2,AP SKD,0
pARquBUmaH,pARquBUma,1,2,2,AP SKD,0
pAMqura,pARqura,2,2,2,AP90 LRV,0
pARquleKaH,pARquleKa,1,2,2,AP SKD,0
pARqusopAkaH,pARqusopAka,1,2,2,AP SKD,0
pAMqya,pARqya,1,2,2,AP90 LRV,0
pAtakaM,pAtaka,1,2,2,AP90 SKD,0
pAtakaH,pAtaka,1,2,2,AP AP90,0
pAtakam,pAtaka,1,2,2,AP PUI,0
pAtaMjala,pAtaYjala,1,2,2,AP90 LRV,0
pAtAlaM,pAtAla,1,2,2,AP90 SKD,0
pAtAlaH,pAtAla,1,2,2,AP SKD,0
pAtraM,pAtra,1,2,2,AP90 SKD,0
pAtraH,pAtra,1,2,2,AP SKD,0
pAtrapAlaH,pAtrapAla,1,2,2,AP SKD,0
pAtrasaMskAraH,pAtrasaMskAra,1,2,2,AP SKD,0
pATeyaM,pATeya,1,2,2,AP90 SKD,0
pATodaH,pAToda,1,2,2,AP SKD,0
pAToDaraH,pAToDara,1,2,2,AP SKD,0
pAToDiH,pAToDi,1,2,2,AP SKD,0
pAToniDiH,pAToniDi,1,2,2,AP SKD,0
pAdakawakaH,pAdakawaka,1,2,2,AP SKD,0
pAdajaH,pAdaja,1,2,2,AP SKD,0
pAdatrA,pAkatrA,1,2,2,AP LRV,0
pAdapaH,pAdapa,1,2,2,AP SKD,0
pAdapASaH,pAdapASa,1,2,2,AP SKD,0
pAdaprahAraH,pAdaprahAra,1,2,2,AP SKD,0
pAdavalmIkaH,pAdavalmIka,1,2,2,AP SKD,0
pAdaSElaH,pAdaSEla,1,2,2,AP SKD,0
pAdasPowaH,pAdasPowa,1,2,2,AP SKD,0
pAdukAkAraH,pAdukAkAra,1,2,2,AP SKD,0
pAnaM,pAna,1,2,2,AP90 SKD,0
pAnaH,pAna,1,2,2,AP SKD,0
pAnakaM,pAnaka,1,2,2,AP90 SKD,0
pAnam,pAna,1,2,2,AP PUI,0
pAnAtyayaH,pAnAtyaya,1,2,2,AP SKD,0
pAnikaH,pAnika,1,2,2,AP AP90,0
pAnilaM,pAnila,1,2,2,AP90 SKD,0
pAnIyanakulaH,pAnIyanakula,1,2,2,AP SKD,0
pAnTaH,pAnTa,1,2,2,AP SKD,0
pApagrahaH,pApagraha,1,2,2,AP SKD,0
pApapatiH,pApapati,1,2,2,AP SKD,0
pApapuruzaH,pApapuruza,1,2,2,AP SKD,0
pAparogaH,pAparoga,1,2,2,AP SKD,0
pAmaGnaH,pAmaGna,1,2,2,AP SKD,0
pAmAriH,pAmAri,1,2,2,AP SKD,0
pArawIna,pArawIwa,1,2,2,LRV VCP,0
pAramI,pramI,1,2,2,BHS SCH,0
pAraskaraH,pAraskara,1,2,2,AP AP90,0
pArApAraH,pArApAra,1,2,2,AP SKD,0
pArAvAraH,pArAvAra,1,2,2,AP SKD,0
pArikAMkzin,pArikANkzin,1,2,2,AP90 LRV,0
pArikzitaH,pArikzita,1,2,2,AP AP90,0
pAriRAhyaM,pAriRAhya,1,2,2,AP90 SKD,0
pArindraH,pArindra,1,2,2,AP SKD,0
pAripanTikaH,pAripanTika,1,2,2,AP SKD,0
pAripAwyaM,pAripAwya,1,2,2,AP90 SKD,0
pAripArSvakaH,pAripArSvaka,1,2,2,AP AP90,0
pAriplAvyaH,pAriplAvya,1,2,2,AP AP90,0
pAribarhaH,pAribarha,1,2,2,AP AP90,0
pAriBAvyaM,pAriBAvya,1,2,2,AP90 SKD,0
pArihAryaH,pArihArya,1,2,2,AP AP90,0
pArihAsyaM,pArihAsya,1,2,2,AP90 SKD,0
pArIkzika,pArIkzita,1,2,2,IEG SCH,0
pArIndraH,pArIndra,1,2,2,AP SKD,0
pAruzyaM,pAruzya,1,2,2,AP90 SKD,0
pAruzyaH,pAruzya,1,2,2,AP SKD,0
pArGawaM,pArGawa,1,2,2,AP90 SKD,0
pArTakyaM,pArTakya,1,2,2,AP90 SKD,0
pArTavaM,pArTava,1,2,2,AP90 SKD,0
pArSvaBAgaH,pArSvaBAga,1,2,2,AP SKD,0
pArSvaSUlaH,pArSvaSUla,1,2,2,AP SKD,0
pArSvodarapriyaH,pArSvodarapriya,1,2,2,AP SKD,0
pArzRigrAhaH,pArzRigrAha,1,2,2,AP SKD,0
pAlaGnaH,pAlaGna,1,2,2,AP SKD,0
pAlaNkaH,pAlaNka,1,2,2,AP SKD,0
pAlindaH,pAlinda,1,2,2,AP SKD,0
pAvanaDvaniH,pAvanaDvani,1,2,2,AP SKD,0
pAvaraH,pAvara,1,2,2,AP AP90,0
pASapARiH,pASapARi,1,2,2,AP SKD,0
pASupAlyaM,pASupAlya,1,2,2,AP90 SKD,0
pASupAlyam,pASupAlya,1,2,2,AP PUI,0
pAzaMqa,pAzaRqa,1,2,2,AP90 LRV,0
pAzaMqin,pAzaRqin,1,2,2,AP90 LRV,0
pAzARadArakaH,pAzARadAraka,1,2,2,AP SKD,0
pAhAtaH,pAhAta,1,2,2,AP SKD,0
piNgajawaH,piNgajawa,1,2,2,AP SKD,0
piMgala,piNgala,1,2,2,AP90 LRV,0
piNgASaH,piNgASa,1,2,2,AP SKD,0
picaRqaH,picaRqa,1,2,2,AP SKD,0
piciRqaH,piciRqa,1,2,2,AP SKD,0
picukaH,picuka,1,2,2,AP SKD,0
picumandaH,picumanda,1,2,2,AP SKD,0
piMja,piYja,1,2,2,AP90 LRV,0
piYjawaH,piYjawa,1,2,2,AP SKD,0
piMjara,piYjara,1,2,2,AP90 LRV,0
piMjala,piYjala,1,2,2,AP90 LRV,0
piMjikA,piYjikA,1,2,2,AP90 LRV,0
piYjUzaH,piYjUza,1,2,2,AP SKD,0
piYjewaH,piYjewa,1,2,2,AP SKD,0
piMjolA,piYjolA,1,2,2,AP90 LRV,0
piwwakaM,piwwaka,1,2,2,AP90 SKD,0
piWaH,piWa,1,2,2,AP AP90,0
piWaraM,piWara,1,2,2,AP90 SKD,0
piWarakaH,piWaraka,1,2,2,AP AP90,0
piWarI,piWara,1,2,2,AP SKD,0
piMqa,piRqa,1,2,2,AP90 LRV,0
piRqakaH,piRqaka,1,2,2,AP SKD,0
piRqalaH,piRqala,1,2,2,AP SKD,0
piRqAtaH,piRqAta,1,2,2,AP SKD,0
piRqAraH,piRqAra,1,2,2,AP SKD,0
piMqita,piRqita,1,2,2,AP90 LRV,0
piMqin,piRqin,1,2,2,AP90 LRV,0
piMqila,piRqila,1,2,2,AP90 LRV,0
piMqI,piRqI,1,2,2,AP90 LRV,0
piMqIra,piRqIra,1,2,2,AP90 LRV,0
piRqoliH,piRqoli,1,2,2,AP SKD,0
piRyAkam,piRyAka,1,2,2,AP PUI,0
pitftarpaRam,pitftarpaRa,1,2,2,AP PUI,0
pitftiTiH,pitftiTi,1,2,2,AP SKD,0
pitfpatiH,pitfpati,1,2,2,AP SKD,0
pitfprasUH,pitfprasU,1,2,2,AP SKD,0
pitfbanDuH,pitfbanDu,1,2,2,AP SKD,0
pitfyajYaH,pitfyajYa,1,2,2,AP SKD,0
pitflokaH,pitfloka,1,2,2,AP SKD,0
pitfzvasrIyaH,pitfzvasrIya,1,2,2,AP SKD,0
pitfsUH,pitfsU,1,2,2,AP SKD,0
pittaM,pitta,1,2,2,AP90 SKD,0
pittajvaraH,pittajvara,1,2,2,AP SKD,0
pitsant,pitsat,1,2,2,PW PWG,0
pitsalaH,pitsala,1,2,2,AP AP90,0
piDAnaM,piDAna,1,2,2,AP90 SKD,0
pipIlaH,pipIla,1,2,2,AP AP90,0
pipIlikaH,pipIlika,1,2,2,AP AP90,0
pilaka,tilaka,7,2,2,ACSJ PUI,0
pivat,nivat,1,2,2,SHS WIL,0
piSaMga,piSaNga,1,2,2,AP90 LRV,0
piSAcadruH,piSAcadru,1,2,2,AP SKD,0
piSitaM,piSita,1,2,2,AP90 SKD,0
pizwakaM,pizwaka,1,2,2,AP90 SKD,0
pizwapaM,pizwapa,1,2,2,AP90 SKD,0
pizwapaH,pizwapa,1,2,2,AP AP90,0
pizwAtaH,pizwAta,1,2,2,AP SKD,0
pizwikaM,pizwika,1,2,2,AP90 SKD,0
pIWaM,pIWa,1,2,2,AP90 SKD,0
pIWakaH,pIWaka,1,2,2,AP AP90,0
pIWakeliH,pIWakeli,1,2,2,AP SKD,0
pIqanaM,pIqana,1,2,2,AP90 SKD,0
pItadruH,pItadru,1,2,2,AP SKD,0
pItamaRiH,pItamaRi,1,2,2,AP SKD,0
pItalakaM,pItalaka,1,2,2,AP90 SKD,0
pItasAraH,pItasAra,1,2,2,AP SKD,0
pItasPawikaH,pItasPawika,1,2,2,AP SKD,0
pItAbDiH,pItAbDi,1,2,2,AP SKD,0
pItAmbaraH,pItAmbara,1,2,2,AP SKD,0
pITaH,pITa,1,2,2,AP AP90,0
pIyUzaM,pIyUza,1,2,2,AP90 SKD,0
puMstvaM,puMstva,1,2,2,AP90 SKD,0
puNgaH,puNga,1,2,2,AP SKD,0
puNgavaH,puNgava,1,2,2,AP SKD,0
pucCawiH,pucCawi,1,2,2,AP AP90,0
puYjaH,puYja,1,2,2,AP SKD,0
puwakaM,puwaka,1,2,2,AP90 SKD,0
puwagrIvaH,puwagrIva,1,2,2,AP SKD,0
puwapAkaH,puwapAka,1,2,2,AP SKD,0
puwaBedaH,puwaBeda,1,2,2,AP SKD,0
puRqarIkaH,puRqarIka,1,2,2,AP SKD,0
puRqarIkAkzaH,puRqarIkAkza,1,2,2,AP SKD,0
puRqraH,puRqra,1,2,2,AP SKD,0
puRqrakaH,puRqraka,1,2,2,AP SKD,0
puRyakaM,puRyaka,1,2,2,AP90 SKD,0
puRyajanaH,puRyajana,1,2,2,AP SKD,0
puRyaPalaH,puRyaPala,1,2,2,AP SKD,0
puRyaBUH,puRyaBU,1,2,2,AP SKD,0
puRyaBUmiH,puRyaBUmi,1,2,2,AP SKD,0
putO,put,1,2,2,ABCH ARMH,0
puttalaH,puttala,1,2,2,AP AP90,0
putrakaH,putraka,1,2,2,AP AP90,0
punaHsaMskAraH,punaHsaMskAra,1,2,2,AP SKD,0
punarjanma,punarjanman,1,2,2,PE SKD,0
punarnavaH,punarnava,1,2,2,AP SKD,0
punarBUH,punarBU,1,2,2,AP SKD,0
punnAgaH,punnAga,1,2,2,AP SKD,0
pumvat,puMvat,1,2,2,WIL YAT,0
puraHsaraH,puraHsara,1,2,2,AP SKD,0
purawaM,purawa,1,2,2,AP90 SKD,0
puraMdaraH,puraMdara,1,2,2,AP AP90,0
puranDi,puraMDi,1,2,2,MW72 VCP,0
puraMDriH,puraMDri,1,2,2,AP AP90,0
puraSCadaH,puraSCada,1,2,2,AP SKD,0
purARagaH,purARaga,1,2,2,AP SKD,0
purARapuruzaH,purARapuruza,1,2,2,AP SKD,0
purAriH,purAri,1,2,2,AP SKD,0
purAvasuH,purAvasu,1,2,2,AP SKD,0
purImohaH,purImoha,1,2,2,AP SKD,0
purIzaM,purIza,1,2,2,AP90 SKD,0
purIzam,purIza,2,2,2,AP PUI,0
purudaMSakaH,purudaMSaka,1,2,2,AP SKD,0
puruzakaM,puruzaka,1,2,2,AP90 SKD,0
puruzakaH,puruzaka,1,2,2,AP AP90,0
puruzakAraH,puruzakAra,1,2,2,AP SKD,0
puruzatvaM,puruzatva,1,2,2,AP90 SKD,0
puruzapuRqarIkaH,puruzapuRqarIka,1,2,2,AP SKD,0
puruzavyAGraH,puruzavyAGra,1,2,2,AP SKD,0
puruzasiMhaH,puruzasiMha,1,2,2,AP SKD,0
puruzAdyaH,puruzAdya,1,2,2,AP SKD,0
puruzArTaH,puruzArTa,1,2,2,AP SKD,0
puruzottamaH,puruzottama,1,2,2,AP SKD,0
purogatiH,purogati,1,2,2,AP SKD,0
pulAyitaM,pulAyita,1,2,2,AP90 SKD,0
pulinaM,pulina,1,2,2,AP90 SKD,0
pulinaH,pulina,1,2,2,AP AP90,0
pulindaH,pulinda,1,2,2,AP SKD,0
pulirikaH,pulirika,1,2,2,AP AP90,0
pulomAriH,pulomAri,1,2,2,AP SKD,0
puzkaraM,puzkara,1,2,2,AP90 SKD,0
puzkaraH,puzkara,1,2,2,AP SKD,0
puzkarAkzaH,puzkarAkza,1,2,2,AP SKD,0
puzkarAhvaH,puzkarAhva,1,2,2,AP SKD,0
puzkalakaH,puzkalaka,1,2,2,AP AP90,0
puzpakaM,puzpaka,1,2,2,AP90 SKD,0
puzpakIwaH,puzpakIwa,1,2,2,AP SKD,0
puzpaketanaH,puzpaketana,1,2,2,AP SKD,0
puzpacApaH,puzpacApa,1,2,2,AP SKD,0
puzpacAmaraH,puzpacAmara,1,2,2,AP SKD,0
puzpadaH,puzpada,1,2,2,AP SKD,0
puzpadantaH,puzpadanta,1,2,2,AP SKD,0
puzpadravaH,puzpadrava,1,2,2,AP SKD,0
puzpanikzaH,puzpanikza,1,2,2,AP SKD,0
puzpapaTaH,puzpapaTa,1,2,2,AP SKD,0
puzpaPalaH,puzpaPala,1,2,2,AP SKD,0
puzpamAsaH,puzpamAsa,1,2,2,AP SKD,0
puzparasaH,puzparasa,1,2,2,AP SKD,0
puzparAgaH,puzparAga,1,2,2,AP SKD,0
puzpareRuH,puzpareRu,1,2,2,AP SKD,0
puzpalAvaH,puzpalAva,1,2,2,AP SKD,0
puzpaSaraH,puzpaSara,1,2,2,AP SKD,0
puzpaSarAsanaH,puzpaSarAsana,1,2,2,AP SKD,0
puzpasamayaH,puzpasamaya,1,2,2,AP SKD,0
puzpasAraH,puzpasAra,1,2,2,AP SKD,0
puzpasvedaH,puzpasveda,1,2,2,AP SKD,0
puzpAjIvaH,puzpAjIva,1,2,2,AP SKD,0
puzpAy,puzpA,1,2,2,PW PWKVN,0
puzpAstraH,puzpAstra,1,2,2,AP SKD,0
puzpezuH,puzpezu,1,2,2,AP SKD,0
puzyaraTaH,puzyaraTa,1,2,2,AP SKD,0
pustakaH,pustaka,1,2,2,AP AP90,0
pustakam,pustaka,1,2,2,AP SKD,0
pUjanaM,pUjana,1,2,2,AP90 SKD,0
pUjanA,pUjana,2,2,2,AP BHS,0
pUtakratuH,pUtakratu,1,2,2,AP SKD,0
pUtadruH,pUtadru,1,2,2,AP SKD,0
pUtanaH,pUtana,1,2,2,AP AP90,0
pUtaPalaH,pUtaPala,1,2,2,AP SKD,0
pUtikAmuKaH,pUtikAmuKa,1,2,2,AP SKD,0
pUtyaRqaH,pUtyaRqa,1,2,2,AP SKD,0
pUyaH,pUya,1,2,2,AP AP90,0
pUyanaM,pUyana,1,2,2,AP90 SKD,0
pUyaraktaH,pUyarakta,1,2,2,AP SKD,0
pUrRacandrA,pUrRacandra,1,2,2,PUI SCH,0
pUrRamAsaH,pUrRamAsa,1,2,2,AP SKD,0
pUrtiH,pUrti,1,2,2,AP AP90,0
pUrvvaka,pUrvaka,1,2,2,WIL YAT,0
pUrvvaja,pUrvaja,1,2,2,WIL YAT,0
pUlaH,pUla,1,2,2,AP AP90,0
pUlakaH,pUlaka,1,2,2,AP AP90,0
pfcCa,pfcCA,3,2,2,BHS MD,0
pfcCakaH,pfcCaka,1,2,2,AP AP90,0
pfTaktvaM,pfTaktva,1,2,2,AP90 SKD,0
pfTagjanaH,pfTagjana,1,2,2,AP SKD,0
pfTAjaH,pfTAja,1,2,2,AP SKD,0
pfTivIpatiH,pfTivIpati,1,2,2,AP SKD,0
pfSnigarbBa,pfSnigarBa,1,2,2,WIL YAT,0
pfSnigarBaH,pfSnigarBa,1,2,2,AP SKD,0
pfSniBadraH,pfSniBadra,1,2,2,AP SKD,0
pfSniSfNgaH,pfSniSfNga,1,2,2,AP SKD,0
pfzatASvaH,pfzatASva,1,2,2,AP SKD,0
pfzadaSvaH,pfzadaSva,1,2,2,AP SKD,0
pfzantiH,pfzanti,1,2,2,AP SKD,0
pfzAtakaM,pfzAtaka,1,2,2,AP90 SKD,0
pfzwiH,pfzwi,1,2,2,AP AP90,0
pfzWaM,pfzWa,1,2,2,AP90 SKD,0
pfzWadfzwiH,pfzWadfzwi,1,2,2,AP SKD,0
pfzWam,pfzWa,1,2,2,AP SCH,0
pfzWavaMSaH,pfzWavaMSa,1,2,2,AP SKD,0
pfzWaSfNgaH,pfzWaSfNga,1,2,2,AP SKD,0
pfzWi,pfzWa,3,2,2,BHS SCH,0
pecilaH,pecila,1,2,2,AP SKD,0
pewAkaH,pewAka,1,2,2,AP SKD,0
petvaM,petva,1,2,2,AP90 SKD,0
pelaH,pela,1,2,2,AP AP90,0
pezaH,peza,1,2,2,AP AP90,0
pezaRaM,pezaRa,1,2,2,AP90 SKD,0
pezaRam,pezaRa,1,2,2,AP PUI,0
pezAkaH,pezAka,1,2,2,AP SKD,0
pEYjUzaH,pEYjUza,1,2,2,AP SKD,0
pEtfzvaseyaH,pEtfzvaseya,1,2,2,AP AP90,0
pElaH,pEla,1,2,2,AP SKD,0
pESunyaM,pESunya,1,2,2,AP90 SKD,0
pogaMqa,pogaRqa,1,2,2,AP90 LRV,0
powagalaH,powagala,1,2,2,AP SKD,0
powAy,powA,1,2,2,PW PWG,0
potakaH,potaka,1,2,2,AP AP90,0
potarakzaH,potarakza,1,2,2,AP SKD,0
potavAhaH,potavAha,1,2,2,AP SKD,0
potA,pota,3,2,2,PUI SKD,0
potraM,potra,1,2,2,AP90 SKD,0
potrAyuDaH,potrAyuDa,1,2,2,AP SKD,0
polaH,pola,1,2,2,AP AP90,0
polindaH,polinda,1,2,2,AP SKD,0
pozakaH,pozaka,1,2,2,AP AP90,0
pozaRaM,pozaRa,1,2,2,AP90 SKD,0
pozayitru,pozayitnu,1,2,2,SHS VCP,0
pOMScaleyaH,pOMScaleya,1,2,2,AP AP90,0
pOMsavanaM,pOMsavana,1,2,2,AP90 SKD,0
pOgaMqa,pOgaRqa,1,2,2,AP90 LRV,0
pORqraH,pORqra,1,2,2,AP SKD,0
pORqrakaH,pORqraka,1,2,2,AP SKD,0
pORqrikaH,pORqrika,1,2,2,AP SKD,0
pOtavaM,pOtava,1,2,2,AP90 SKD,0
pOttikaM,pOttika,1,2,2,AP90 SKD,0
pOrikaH,pOrika,1,2,2,AP AP90,0
pOrohityam,pOrohitya,1,2,2,AP PUI,0
pOrvvadehika,pOrvadehika,1,2,2,WIL YAT,0
pOScalya,pOMScalya,1,2,2,CCS SHS,0
pOzpakaM,pOzpaka,1,2,2,AP90 SKD,0
