year_month,repo,issues_opened,issues_closed,prs_opened,prs_closed,commits,unique_authors
2017-12,CORRECTIONS,0,0,0,0,3,1
2017-12,PWG,0,0,0,0,7,1
2017-12,hwnorm1,0,0,0,0,2,1
2018-01,COLOGNE,3,2,0,0,0,0
2018-01,CORRECTIONS,0,1,0,0,4,1
2018-01,MWS,0,0,0,0,1,1
2018-01,PWG,0,0,0,0,2,1
2018-01,hwnorm1,0,0,0,0,1,1
2018-02,COLOGNE,14,14,0,0,0,0
2018-02,CORRECTIONS,0,0,0,0,6,1
2018-03,COLOGNE,4,2,0,0,0,0
2018-03,CORRECTIONS,0,1,0,0,3,1
2018-03,MWS,1,0,0,0,1,1
2018-04,COLOGNE,2,0,0,0,0,0
2018-04,MWS,2,2,0,0,2,1
2018-04,csl-apidev,0,0,0,0,3,1
2018-05,COLOGNE,5,0,0,0,0,0
2018-05,CORRECTIONS,2,1,0,0,0,0
2018-06,COLOGNE,4,2,0,0,0,0
2018-06,CORRECTIONS,1,1,0,0,0,0
2018-06,GRA,0,0,0,0,1,1
2018-07,COLOGNE,2,0,0,0,0,0
2018-07,CORRECTIONS,1,0,0,0,0,0
2018-07,WIL,0,0,0,0,1,1
2018-07,csl-apidev,0,0,0,0,2,1
2018-07,csl-websanlexicon,0,0,0,0,60,1
2018-08,COLOGNE,1,1,0,0,0,0
2018-08,CORRECTIONS,0,0,0,0,2,1
2018-08,MWS,1,0,0,0,0,0
2018-08,PWK,0,0,0,0,2,1
2018-08,csl-apidev,0,0,0,0,11,1
2018-08,csl-homepage,0,0,0,0,3,1
2018-08,csl-websanlexicon,0,0,0,0,3,1
2018-08,rvlinks,0,0,0,0,4,1
2018-08,sanskrit-lexicon.github.io,0,0,0,0,1,1
2018-09,COLOGNE,2,0,0,0,0,0
2018-09,CORRECTIONS,1,0,0,0,5,1
2018-09,WIL,1,0,0,0,1,1
2018-09,csl-apidev,0,0,0,0,7,1
2018-09,csl-websanlexicon,0,0,0,0,5,1
2018-09,sanskrit-fonts,0,0,0,0,2,1
2018-10,GRA,1,0,0,0,0,0
2018-10,GreekInSanskrit,1,0,0,0,0,0
2018-10,MWinflect,19,0,0,0,25,1
2018-10,csl-doc,0,0,0,0,12,1
2018-11,COLOGNE,8,2,0,0,0,0
2018-11,CORRECTIONS,0,0,0,0,2,1
2018-11,MWinflect,11,0,0,0,16,1
2018-11,csl-apidev,0,0,0,0,9,1
2018-11,csl-doc,1,0,0,0,3,1
2018-11,csl-websanlexicon,0,0,0,0,10,1
2018-11,hwnorm1,0,0,0,0,1,1
2018-12,COLOGNE,0,1,0,0,0,0
2018-12,MWinflect,10,0,0,0,20,1
2018-12,csl-apidev,0,0,0,0,2,1
2019-01,COLOGNE,7,10,0,0,0,0
2019-01,CORRECTIONS,4,14,0,0,3,1
2019-01,MWS,3,2,0,0,0,0
2019-01,MWinflect,8,0,0,0,3,1
2019-01,PWG,1,0,0,0,0,0
2019-01,cologne-stardict,14,9,0,0,26,1
2019-01,csl-apidev,0,0,0,0,10,1
2019-01,csl-homepage,0,0,0,0,1,0
2019-01,csl-websanlexicon,0,0,0,0,1,1
2019-01,hwnorm1,0,0,0,0,1,1
2019-02,ApteES,1,0,0,0,0,0
2019-02,COLOGNE,6,0,0,0,2,1
2019-02,CORRECTIONS,2,0,0,0,2,1
2019-02,MWS,4,0,0,0,0,0
2019-02,cologne-stardict,0,0,0,0,19,1
2019-03,ApteES,0,1,0,0,0,0
2019-03,COLOGNE,1,0,0,0,0,0
2019-03,GreekInSanskrit,1,0,0,0,0,0
2019-03,PWG,1,0,0,0,0,0
2019-04,COLOGNE,2,1,0,0,0,0
2019-05,COLOGNE,1,0,0,0,0,0
2019-06,COLOGNE,1,0,0,0,0,0
2019-06,GRA,1,0,0,0,0,0
2019-06,csl-doc,1,0,0,0,8,2
2019-07,COLOGNE,22,8,0,0,0,0
2019-07,CORRECTIONS,9,2,0,0,15,2
2019-07,VCP,1,0,0,0,0,0
2019-07,csl-homepage,0,0,0,0,7,2
2019-07,csl-orig,1,0,0,0,14,1
2019-07,csl-pywork,0,0,0,0,30,2
2019-07,csl-websanlexicon,3,0,0,0,23,2
2019-07,hwnorm1,0,0,0,0,1,1
2019-08,GreekInSanskrit,3,0,0,0,0,0
2019-08,MWS,1,0,0,0,0,0
2019-08,PWG,1,0,0,0,0,0
2019-08,SKD,1,1,0,0,0,0
2019-08,csl-apidev,8,3,0,0,46,1
2019-08,csl-websanlexicon,2,2,0,0,10,1
2019-09,COLOGNE,3,2,0,0,0,0
2019-09,CORRECTIONS,1,0,0,0,0,0
2019-09,GreekInSanskrit,2,0,0,0,0,0
2019-09,MWS,0,1,0,0,0,0
2019-09,csl-apidev,2,0,0,0,2,1
2019-09,csl-homepage,0,0,0,0,2,0
2019-09,csl-orig,2,0,0,0,1,0
2019-09,csl-pywork,3,0,0,0,8,1
2019-09,csl-websanlexicon,1,0,0,0,8,1
2019-09,hwnorm1,1,0,0,0,0,0
2019-10,ArabicInSanskrit,1,0,0,0,0,0
2019-10,GreekInSanskrit,1,5,0,0,0,0
2019-10,csl-apidev,1,0,0,0,5,2
2019-10,csl-homepage,1,0,0,0,1,0
2019-10,csl-orig,1,0,2,2,10,3
2019-10,csl-pywork,8,0,1,1,20,4
2019-10,csl-websanlexicon,2,1,0,0,4,1
2019-11,COLOGNE,2,0,0,0,1,1
2019-11,MWinflect,0,0,0,0,18,1
2019-11,csl-apidev,1,0,0,0,7,2
2019-11,csl-doc,2,1,0,0,1,1
2019-11,csl-homepage,1,0,0,0,6,1
2019-11,csl-inflect,2,0,0,0,6,1
2019-11,csl-kale,0,0,0,0,3,1
2019-11,csl-orig,0,0,0,0,5,1
2019-11,csl-pywork,1,0,0,0,10,1
2019-11,csl-websanlexicon,2,0,0,0,7,1
2019-11,csl-westergaard,0,0,0,0,2,1
2019-11,csl-whitroot,0,0,0,0,3,1
2019-12,COLOGNE,5,0,0,0,0,0
2019-12,GRA,1,0,0,0,0,0
2019-12,MWS,2,0,0,0,0,0
2019-12,csl-apidev,1,0,0,0,24,1
2019-12,csl-corrections,10,7,0,0,49,2
2019-12,csl-inflect,1,0,0,0,18,1
2019-12,csl-orig,85,76,0,0,31,2
2019-12,csl-pywork,1,1,0,0,13,2
2020-01,COLOGNE,6,1,0,0,0,0
2020-01,GRA,1,0,0,0,1,1
2020-01,GreekInSanskrit,0,2,0,0,0,0
2020-01,MWS,0,1,0,0,0,0
2020-01,VCP,1,0,0,0,0,0
2020-01,csl-apidev,1,0,0,0,12,2
2020-01,csl-corrections,2,0,0,0,18,1
2020-01,csl-inflect,0,0,0,0,2,1
2020-01,csl-orig,34,36,0,0,27,1
2020-01,csl-pywork,4,2,0,0,9,1
2020-01,csl-websanlexicon,0,0,0,0,4,1
2020-01,hwnorm1,3,1,0,0,7,1
2020-01,rvlinks,0,0,0,0,4,2
2020-02,COLOGNE,2,0,0,0,0,0
2020-02,GreekInSanskrit,1,0,0,0,0,0
2020-02,PWG,1,0,0,0,1,1
2020-02,SKD,1,0,0,0,2,1
2020-02,csl-apidev,0,0,0,0,10,1
2020-02,csl-corrections,0,0,0,0,4,1
2020-02,csl-orig,31,16,0,0,49,1
2020-02,csl-pywork,0,0,0,0,5,1
2020-02,csl-websanlexicon,0,0,0,0,1,1
2020-02,hwnorm1,0,0,0,0,2,1
2020-02,hwnorm2,3,0,0,0,7,1
2020-03,AP90,3,0,0,0,4,1
2020-03,COLOGNE,1,0,0,0,0,0
2020-03,GRA,5,1,0,0,0,0
2020-03,GreekInSanskrit,0,1,0,0,0,0
2020-03,KRM,3,0,0,0,3,1
2020-03,MWS,1,0,0,0,0,0
2020-03,PWG,1,0,0,0,1,1
2020-03,PWK,1,0,0,0,1,1
2020-03,SKD,1,0,0,0,6,1
2020-03,VCP,1,0,0,0,6,1
2020-03,WIL,4,0,0,0,5,1
2020-03,alternateheadwords,1,0,0,0,0,0
2020-03,csl-apidev,0,0,0,0,1,1
2020-03,csl-corrections,1,0,0,0,12,1
2020-03,csl-orig,28,10,0,0,59,1
2020-03,csl-pywork,0,0,0,0,1,1
2020-03,csl-websanlexicon,2,0,0,0,3,1
2020-03,csl-whitroot,0,0,0,0,1,1
2020-03,sanskrit-lexicon.github.io,0,0,0,0,4,1
2020-04,AP90,0,0,0,0,1,1
2020-04,BEN,1,0,0,0,2,1
2020-04,BUR,1,0,0,0,3,1
2020-04,CAE,1,0,0,0,3,1
2020-04,CCS,1,0,0,0,3,1
2020-04,COLOGNE,1,0,0,0,0,0
2020-04,GRA,1,0,0,0,2,1
2020-04,KRM,0,0,0,0,1,1
2020-04,MD,1,0,0,0,3,1
2020-04,PWG,0,0,0,0,1,1
2020-04,PWK,0,0,0,0,1,1
2020-04,SKD,0,0,0,0,1,1
2020-04,STC,1,0,0,0,2,1
2020-04,VCP,0,0,0,0,1,1
2020-04,WIL,0,0,0,0,1,1
2020-04,csl-corrections,0,0,0,0,3,1
2020-04,csl-inflect,1,0,0,0,5,1
2020-04,csl-orig,12,0,0,0,16,1
2020-04,csl-pywork,0,0,0,0,2,1
2020-05,COLOGNE,1,0,0,0,0,0
2020-05,CORRECTIONS,2,0,0,0,0,0
2020-05,PWG,1,0,0,0,0,0
2020-05,SKD,1,0,0,0,7,1
2020-05,VCP,0,0,0,0,3,1
2020-05,csl-apidev,0,0,0,0,2,1
2020-05,csl-corrections,0,0,0,0,9,1
2020-05,csl-homepage,0,0,0,0,3,1
2020-05,csl-inflect,1,0,0,0,8,1
2020-05,csl-orig,54,52,0,0,22,1
2020-05,csl-pywork,0,0,0,0,6,1
2020-05,csl-websanlexicon,0,0,0,0,2,1
2020-06,MWS,2,0,0,0,1,1
2020-06,WIL,1,0,0,0,1,1
2020-06,cologne-stardict,0,0,0,0,8,1
2020-06,csl-apidev,1,0,0,0,1,0
2020-06,csl-corrections,1,0,0,0,4,1
2020-06,csl-inflect,2,0,0,0,4,1
2020-06,csl-orig,46,42,0,0,14,1
2020-06,csl-pywork,1,0,0,0,6,1
2020-07,AP90,0,0,0,0,3,1
2020-07,CAE,0,0,0,0,4,1
2020-07,COLOGNE,2,0,0,0,0,0
2020-07,GRA,0,0,0,0,2,1
2020-07,MWS,1,0,0,0,5,1
2020-07,PWG,0,0,0,0,2,1
2020-07,PWK,0,0,0,0,2,1
2020-07,SKD,0,0,0,0,2,1
2020-07,csl-apidev,2,0,0,0,7,1
2020-07,csl-corrections,1,0,0,0,0,0
2020-07,csl-inflect,1,0,0,0,3,1
2020-07,csl-orig,1,1,0,0,4,1
2020-07,csl-pywork,1,1,0,0,1,1
2020-07,csl-websanlexicon,0,0,0,0,1,1
2020-07,hwnorm2,1,0,0,0,1,1
2020-07,sanskrit-lexicon.github.io,0,0,0,0,3,1
2020-08,COLOGNE,3,0,0,0,0,0
2020-08,csl-corrections,1,0,0,0,2,1
2020-08,csl-orig,42,23,0,0,4,1
2020-08,csl-websanlexicon,1,0,0,0,0,0
2020-08,rvlinks,0,0,0,0,1,1
2020-09,csl-orig,0,0,0,0,4,1
2020-09,rvlinks,0,0,1,0,1,1
2020-10,AP90,1,0,0,0,0,0
2020-10,COLOGNE,4,3,0,0,0,0
2020-10,MWS,1,0,0,0,0,0
2020-10,VCP,1,0,0,0,1,1
2020-10,csl-corrections,1,0,0,0,14,1
2020-10,csl-homepage,1,1,0,0,2,0
2020-10,csl-inflect,4,0,0,0,10,1
2020-10,csl-orig,40,56,0,0,20,1
2020-10,csl-websanlexicon,1,0,0,0,2,1
2020-10,rvlinks,2,1,0,1,3,1
2020-11,COLOGNE,1,0,0,0,0,0
2020-11,csl-apidev,1,0,0,0,13,1
2020-11,csl-corrections,5,4,0,0,5,1
2020-11,csl-doc,1,1,0,0,2,1
2020-11,csl-homepage,1,0,0,0,1,1
2020-11,csl-orig,28,28,0,0,24,1
2020-11,csl-pywork,1,1,0,0,7,1
2020-11,csl-websanlexicon,3,0,0,0,18,1
2020-11,hwnorm1,1,0,0,0,2,1
2020-12,AP90,1,0,0,0,0,0
2020-12,ApteES,0,3,0,0,0,0
2020-12,ArabicInSanskrit,0,5,0,0,0,0
2020-12,CAE,0,0,0,0,8,2
2020-12,COLOGNE,16,70,0,0,4,1
2020-12,CORRECTIONS,1,11,0,0,1,1
2020-12,GRA,0,3,0,0,0,0
2020-12,GreekInSanskrit,0,3,0,0,0,0
2020-12,MW72,0,1,0,0,0,0
2020-12,MWS,9,22,0,0,6,1
2020-12,PWG,0,5,0,0,0,0
2020-12,PWK,0,3,0,0,1,1
2020-12,SCH,0,3,0,0,0,0
2020-12,SKD,0,2,0,0,0,0
2020-12,VCP,0,2,0,0,0,0
2020-12,Wil-YAT,0,4,0,0,0,0
2020-12,alternateheadwords,0,2,0,0,0,0
2020-12,cologne-stardict,0,2,0,0,0,0
2020-12,csl-apidev,7,10,0,0,13,2
2020-12,csl-corrections,5,1,0,0,1,1
2020-12,csl-homepage,1,3,0,0,4,1
2020-12,csl-inflect,0,2,0,0,0,0
2020-12,csl-orig,1,38,0,0,25,1
2020-12,csl-pywork,5,9,0,0,4,1
2020-12,csl-websanlexicon,3,9,0,0,10,1
2020-12,hwnorm1,0,0,0,0,4,1
2021-01,ArabicInSanskrit,1,0,0,0,0,0
2021-01,CAE,0,0,0,0,5,3
2021-01,COLOGNE,9,3,0,0,3,2
2021-01,CORRECTIONS,0,0,0,0,34,3
2021-01,GRA,3,0,0,0,0,0
2021-01,MWS,11,3,0,0,31,4
2021-01,SKD,2,0,0,0,5,1
2021-01,VCP,1,0,0,0,5,1
2021-01,cologne-hugo,0,0,0,0,1,1
2021-01,csl-apidev,1,0,0,0,19,1
2021-01,csl-corrections,23,10,0,0,10,1
2021-01,csl-orig,30,26,7,6,48,3
2021-01,csl-pywork,1,0,0,0,9,2
2021-01,csl-websanlexicon,0,0,0,0,3,2
2021-01,hwnorm1,1,2,0,0,1,1
2021-01,sanskrit-lexicon.github.io,0,0,0,0,2,1
2021-01,temp_corrections_acc,0,0,0,0,4,2
2021-01,temp_corrections_ae,0,0,0,0,4,2
2021-01,temp_corrections_ap90,0,0,0,0,2,1
2021-02,COLOGNE,1,1,0,0,1,1
2021-02,CORRECTIONS,1,1,0,0,10,2
2021-02,GRA,1,0,0,0,0,0
2021-02,MWS,6,2,0,0,56,2
2021-02,PWK,1,0,0,0,0,0
2021-02,csl-apidev,2,0,0,0,16,1
2021-02,csl-corrections,3,4,0,0,5,1
2021-02,csl-orig,1,0,0,1,11,3
2021-02,csl-pywork,0,0,0,0,2,2
2021-02,csl-websanlexicon,0,0,0,0,2,1
2021-02,hwnorm1,0,0,0,0,2,1
2021-02,sanskrit-lexicon.github.io,0,0,0,0,9,1
2021-02,temp_corrections_acc,0,0,0,0,9,2
2021-02,temp_corrections_ae,0,0,0,0,1,1
2021-03,AP90,1,0,0,0,0,0
2021-03,COLOGNE,4,0,0,0,0,0
2021-03,CORRECTIONS,0,0,0,0,9,2
2021-03,MWS,4,7,0,0,19,2
2021-03,VCP,8,0,0,0,21,1
2021-03,csl-apidev,1,0,0,0,6,1
2021-03,csl-corrections,6,3,0,0,9,1
2021-03,csl-doc,0,0,0,0,1,1
2021-03,csl-homepage,0,0,0,0,1,1
2021-03,csl-orig,49,47,1,1,48,2
2021-03,csl-pywork,0,0,0,0,2,1
2021-03,csl-websanlexicon,0,0,0,0,1,1
2021-03,temp_corrections_acc,0,0,0,0,7,2
2021-03,temp_corrections_ae,0,0,0,0,3,2
2021-03,temp_corrections_ap90,0,0,0,0,1,1
2021-04,AP90,5,3,0,0,10,1
2021-04,COLOGNE,5,3,0,0,0,0
2021-04,CORRECTIONS,0,0,0,0,6,1
2021-04,GRA,1,3,0,0,0,0
2021-04,MWS,3,2,0,0,1,1
2021-04,PWG,3,1,0,0,2,1
2021-04,avlinks,1,0,0,0,6,1
2021-04,csl-apidev,0,0,0,0,11,1
2021-04,csl-corrections,5,4,0,0,4,1
2021-04,csl-orig,2,1,0,0,19,1
2021-04,csl-pywork,0,0,0,0,5,1
2021-04,csl-websanlexicon,3,1,0,0,9,1
2021-04,temp_corrections_acc,0,0,0,0,1,1
2021-04,temp_corrections_ae,0,0,0,0,5,2
