year_month,repo,issues_opened,issues_closed,prs_opened,prs_closed,commits,unique_authors
2025-10,PWK,0,0,0,0,2,1
2025-10,csl-apidev,0,0,0,0,7,1
2025-10,csl-corrections,0,0,0,0,10,1
2025-10,csl-orig,1,0,1,1,16,2
2025-10,csl-pywork,0,0,0,0,8,1
2025-10,csl-websanlexicon,0,0,0,0,7,1
2025-11,COLOGNE,1,0,0,0,0,0
2025-11,MWS,1,1,0,0,5,1
2025-11,PWG,2,2,0,0,11,1
2025-11,PWK,1,1,0,0,0,0
2025-11,csl-apidev,0,0,0,0,1,1
2025-11,csl-corrections,2,0,0,0,12,1
2025-11,csl-orig,0,0,1,1,19,2
2025-11,csl-pywork,0,0,0,0,3,1
2025-11,csl-websanlexicon,0,0,0,0,3,1
2025-12,AP,1,0,0,0,0,0
2025-12,MWS,1,0,0,0,0,0
2025-12,PWG,1,1,0,0,0,0
2025-12,SHS,1,0,0,0,2,1
2025-12,csl-apidev,1,1,0,0,2,1
2025-12,csl-corrections,2,2,0,0,27,1
2025-12,csl-orig,0,1,0,0,21,1
2025-12,csl-pywork,0,0,0,0,4,1
2025-12,csl-websanlexicon,0,0,0,0,1,1
2026-01,AP,3,1,0,0,10,1
2026-01,ArabicInSanskrit,0,1,0,0,0,0
2026-01,CORRECTIONS,0,3,0,0,3,1
2026-01,MWS,0,1,0,0,0,0
2026-01,PWG,1,0,0,0,0,0
2026-01,csl-apidev,0,0,0,0,3,1
2026-01,csl-corrections,9,11,0,0,7,1
2026-01,csl-orig,3,7,0,0,18,2
2026-01,csl-pywork,0,0,0,0,4,1
2026-01,csl-websanlexicon,3,2,0,0,6,1
2026-02,AP,2,2,0,0,13,1
2026-02,COLOGNE,2,0,0,0,0,0
2026-02,FRI,3,5,0,0,0,0
2026-02,KNA,1,0,0,0,1,1
2026-02,KOW,1,0,0,0,1,1
2026-02,LRV,2,1,0,0,1,1
2026-02,MWS,0,0,0,0,2,1
2026-02,cologne-stardict,2,0,0,0,0,0
2026-02,csl-apidev,1,1,0,0,4,1
2026-02,csl-corrections,5,4,0,0,29,2
2026-02,csl-homepage,2,1,0,0,2,1
2026-02,csl-orig,27,899,0,0,115,2
2026-02,csl-pywork,1,0,0,0,6,2
2026-02,csl-websanlexicon,0,1,0,0,4,2
2026-02,hwnorm1,0,0,0,0,2,2
2026-03,AP,4,3,0,0,7,1
2026-03,FRI,3,2,0,0,1,1
2026-03,MWS,1,0,0,0,0,0
2026-03,cologne-stardict,5,7,0,0,39,2
2026-03,csl-apidev,1,0,0,0,5,1
2026-03,csl-app,21,17,0,0,114,1
2026-03,csl-corrections,1,0,0,0,1,1
2026-03,csl-lslink,1,0,0,0,8,1
2026-03,csl-orig,7,8,0,0,20,2
2026-03,csl-pywork,1,0,0,0,1,1
2026-03,csl-websanlexicon,0,0,1,1,4,2
2026-03,hwnorm1,0,0,0,0,1,1
2026-03,hwnorm2,0,0,0,0,1,1
2026-04,AP,12,6,0,0,79,2
2026-04,AP90,0,1,0,0,0,0
2026-04,COLOGNE,2,1,0,0,0,0
2026-04,LRV,1,0,0,0,0,0
2026-04,MWS,1,1,0,0,0,0
2026-04,cologne-stardict,2,0,0,0,114,1
2026-04,csl-apidev,1,1,0,0,18,3
2026-04,csl-app,9,11,0,0,49,1
2026-04,csl-corrections,79,69,0,0,127,3
2026-04,csl-lslink,0,0,0,0,1,1
2026-04,csl-orig,8,7,0,0,150,2
2026-04,csl-pywork,4,4,0,0,17,2
2026-04,csl-sqlite,0,0,0,0,2,1
2026-04,csl-websanlexicon,2,1,0,0,7,2
2026-04,hwnorm1,0,0,0,0,15,2
2026-04,hwnorm2,0,0,0,0,16,2
2026-05,ACC,1,1,0,0,8,1
2026-05,AMAR,0,0,0,0,3,1
2026-05,AP,5,5,2,0,25,3
2026-05,AP90,3,2,2,0,20,2
2026-05,ApteES,5,6,2,0,26,2
2026-05,ArabicInSanskrit,0,0,0,0,1,1
2026-05,BEN,2,1,0,0,8,1
2026-05,BHS,2,1,0,0,8,1
2026-05,BOP,1,1,0,0,4,1
2026-05,BOR,1,1,0,0,4,1
2026-05,BUR,1,1,0,0,10,1
2026-05,CAE,2,1,0,0,8,1
2026-05,CCS,1,1,0,0,8,1
2026-05,COLOGNE,3,0,2,0,24,2
2026-05,CORRECTIONS,0,0,0,0,8,1
2026-05,DCS,0,0,2,0,19,1
2026-05,FRI,1,1,2,0,12,1
2026-05,GRA,2,1,2,0,20,1
2026-05,GreekInSanskrit,0,0,0,0,6,1
2026-05,INM,2,1,0,0,4,1
2026-05,KNA,0,0,0,0,3,1
2026-05,KOW,0,0,0,0,3,1
2026-05,KRM,1,1,0,0,10,1
2026-05,LRV,2,4,0,0,4,2
2026-05,MCI,1,1,0,0,8,1
2026-05,MD,2,1,2,0,18,1
2026-05,MW72,2,1,0,0,3,1
2026-05,MWS,4,1,7,5,95,1
2026-05,MWinflect,0,0,0,0,7,1
2026-05,PWG,6,4,4,1,55,2
2026-05,PWK,2,2,3,1,21,1
2026-05,SCH,2,1,2,0,19,1
2026-05,SHS,3,1,0,0,16,2
2026-05,SKD,2,1,0,0,8,1
2026-05,STC,1,1,0,0,8,1
2026-05,VCP,2,1,2,0,19,1
2026-05,VEI,1,1,0,0,8,1
2026-05,WIL,4,2,0,0,41,2
2026-05,Wil-YAT,1,1,0,0,1,1
2026-05,alternateheadwords,0,0,0,0,7,1
2026-05,avlinks,0,0,0,0,7,1
2026-05,cologne-hugo,0,0,0,0,2,1
2026-05,cologne-stardict,1,1,0,0,115,2
2026-05,csl-apidev,1,0,0,0,10,2
2026-05,csl-app,9,8,1,1,16,2
2026-05,csl-corrections,39,48,1,1,170,5
2026-05,csl-devanagari,0,0,0,0,7,1
2026-05,csl-doc,0,0,0,0,7,1
2026-05,csl-homepage,0,0,0,0,7,1
2026-05,csl-inflect,1,0,0,0,7,1
2026-05,csl-json,0,0,0,0,2,1
2026-05,csl-kale,0,0,0,0,7,1
2026-05,csl-ldev,0,0,0,0,7,1
2026-05,csl-lnum,0,0,0,0,7,1
2026-05,csl-lslink,0,0,0,0,10,2
2026-05,csl-newsletter,0,0,0,0,7,1
2026-05,csl-observatory,6,3,7,1,168,3
2026-05,csl-orig,0,2,7,1,163,4
2026-05,csl-pywork,10,13,2,0,77,3
2026-05,csl-sqlite,1,0,0,0,2,1
2026-05,csl-websanlexicon,3,2,0,0,44,3
2026-05,csl-westergaard,0,0,0,0,7,1
2026-05,csl-whitroot,0,0,0,0,2,1
2026-05,hwnorm1,1,0,0,0,13,2
2026-05,hwnorm2,0,0,0,0,13,2
2026-05,literarysource,0,0,0,0,7,1
2026-05,mw-dev,0,0,0,0,7,1
2026-05,rvlinks,0,0,0,0,7,1
2026-05,sanskrit-fonts,0,0,0,0,2,1
2026-05,sanskrit-lexicon.github.io,0,0,0,0,2,1
2026-05,santamlegacy,0,0,0,0,1,1
2026-05,temp_corrections_acc,0,0,0,0,1,1
2026-05,temp_corrections_ae,0,0,0,0,1,1
2026-05,temp_corrections_ap90,0,0,0,0,1,1
2026-05,temp_corrections_mw,0,0,0,0,1,1
2026-05,test_cologne_push,0,0,0,0,1,1
2026-06,PWG,0,0,0,0,2,1
2026-06,csl-corrections,1,0,0,0,1,1
